ASSIGNMENTS = 1187
HN_4 0/Mon Night HeadNurse
HN_7 0/Mon Day HeadNurse
HN_8 0/Mon Early HeadNurse
HN_9 0/Mon Day HeadNurse
NU_11 0/Mon Night Nurse
NU_12 0/Mon Early Nurse
NU_14 0/Mon Day Nurse
NU_15 0/Mon Day Nurse
NU_17 0/Mon Night Caretaker
NU_18 0/Mon Late Nurse
NU_19 0/Mon Day Caretaker
CT_20 0/Mon Late Caretaker
CT_21 0/Mon Day Caretaker
CT_22 0/Mon Night Caretaker
CT_24 0/Mon Night Caretaker
CT_26 0/Mon Night Caretaker
CT_27 0/Mon Day Caretaker
CT_28 0/Mon Late Caretaker
CT_32 0/Mon Late Caretaker
CT_35 0/Mon Early Caretaker
CT_36 0/Mon Early Caretaker
CT_37 0/Mon Late Caretaker
CT_38 0/Mon Day Caretaker
CT_39 0/Mon Early Caretaker
CT_40 0/Mon Night Caretaker
CT_41 0/Mon Night Caretaker
CT_42 0/Mon Day Caretaker
CT_44 0/Mon Early Caretaker
CT_46 0/Mon Early Caretaker
CT_48 0/Mon Day Caretaker
CT_49 0/Mon Late Caretaker
CT_50 0/Mon Late Caretaker
CT_51 0/Mon Early Caretaker
CT_53 0/Mon Night Caretaker
CT_54 0/Mon Day Caretaker
CT_56 0/Mon Late Caretaker
CT_57 0/Mon Early Caretaker
CT_58 0/Mon Late Caretaker
TR_62 0/Mon Night Trainee
TR_64 0/Mon Late Trainee
TR_65 0/Mon Early Trainee
TR_66 0/Mon Day Trainee
TR_68 0/Mon Day Trainee
TR_70 0/Mon Night Trainee
TR_72 0/Mon Day Trainee
TR_73 0/Mon Late Trainee
TR_74 0/Mon Night Trainee
TR_76 0/Mon Late Trainee
TR_78 0/Mon Early Trainee
HN_1 1/Tue Late HeadNurse
HN_8 1/Tue Early HeadNurse
HN_9 1/Tue Day HeadNurse
NU_12 1/Tue Early Nurse
NU_13 1/Tue Late Nurse
NU_14 1/Tue Day Nurse
NU_15 1/Tue Early Caretaker
NU_17 1/Tue Night Nurse
NU_18 1/Tue Late Nurse
NU_19 1/Tue Day Nurse
CT_21 1/Tue Day Caretaker
CT_22 1/Tue Night Caretaker
CT_24 1/Tue Night Caretaker
CT_26 1/Tue Night Caretaker
CT_27 1/Tue Day Caretaker
CT_32 1/Tue Late Caretaker
CT_35 1/Tue Early Caretaker
CT_36 1/Tue Early Caretaker
CT_38 1/Tue Day Caretaker
CT_39 1/Tue Early Caretaker
CT_40 1/Tue Night Caretaker
CT_41 1/Tue Night Caretaker
CT_42 1/Tue Day Caretaker
CT_44 1/Tue Early Caretaker
CT_46 1/Tue Early Caretaker
