ASSIGNMENTS = 523
HN_2 0/Mon Late Nurse
HN_3 0/Mon Day HeadNurse
HN_4 0/Mon Early HeadNurse
NU_6 0/Mon Day Nurse
NU_7 0/Mon Night Nurse
NU_8 0/Mon Late Nurse
NU_9 0/Mon Early Nurse
NU_10 0/Mon Night Caretaker
NU_11 0/Mon Night Caretaker
NU_12 0/Mon Early Caretaker
NU_13 0/Mon Early Caretaker
NU_15 0/Mon Late Caretaker
CT_18 0/Mon Night Caretaker
CT_20 0/Mon Day Caretaker
CT_23 0/Mon Night Caretaker
CT_24 0/Mon Late Caretaker
CT_25 0/Mon Day Caretaker
TR_31 0/Mon Day Trainee
TR_32 0/Mon Early Trainee
TR_34 0/Mon Late Trainee
HN_0 1/Tue Early HeadNurse
HN_1 1/Tue Night HeadNurse
HN_2 1/Tue Late Nurse
HN_3 1/Tue Day Nurse
HN_4 1/Tue Early Caretaker
NU_6 1/Tue Day Caretaker
NU_7 1/Tue Night Nurse
NU_8 1/Tue Late Caretaker
NU_9 1/Tue Early Nurse
NU_10 1/Tue Night Caretaker
NU_11 1/Tue Night Caretaker
NU_12 1/Tue Early Caretaker
NU_15 1/Tue Late Caretaker
CT_18 1/Tue Night Caretaker
CT_19 1/Tue Early Caretaker
CT_20 1/Tue Day Caretaker
CT_25 1/Tue Day Caretaker
CT_28 1/Tue Day Caretaker
TR_31 1/Tue Day Trainee
TR_32 1/Tue Early Trainee
TR_34 1/Tue Late Trainee
HN_0 2/Wed Early Nurse
HN_1 2/Wed Night Nurse
HN_4 2/Wed Early Caretaker
HN_5 2/Wed Late HeadNurse
NU_6 2/Wed Day Nurse
NU_9 2/Wed Late Nurse
NU_10 2/Wed Night Caretaker
NU_11 2/Wed Night Caretaker
NU_12 2/Wed Early Nurse
NU_14 2/Wed Day Caretaker
NU_15 2/Wed Late Caretaker
CT_17 2/Wed Day Caretaker
CT_18 2/Wed Night Caretaker
CT_19 2/Wed Early Caretaker
CT_21 2/Wed Late Caretaker
CT_22 2/Wed Late Caretaker
CT_26 2/Wed Early Caretaker
CT_27 2/Wed Day Caretaker
CT_28 2/Wed Day Caretaker
TR_30 2/Wed Night Trainee
TR_32 2/Wed Day Trainee
TR_33 2/Wed Early Trainee
TR_34 2/Wed Late Trainee
HN_0 3/Thu Early HeadNurse
HN_1 3/Thu Night Caretaker
HN_5 3/Thu Late HeadNurse
NU_6 3/Thu Early Nurse
NU_9 3/Thu Late Nurse
NU_10 3/Thu Night Nurse
NU_14 3/Thu Day Nurse
NU_16 3/Thu Early Nurse
CT_17 3/Thu Day Caretaker
CT_18 3/Thu Night Caretaker
CT_19 3/Thu Early Caretaker
CT_21 3/Thu Late Caretaker
CT_22 3/Thu Late Caretaker
CT_26 3/Thu Early Caretaker
CT_27 3/Thu Day Caretaker
CT_28 3/Thu Day Caretaker
TR_30 3/Thu Night Trainee
TR_32 3/Thu Day Trainee
TR_33 3/Thu Early Trainee
TR_34 3/Thu Late Trainee
HN_1 4/Fri Night Caretaker
HN_5 4/Fri Late Caretaker
NU_6 4/Fri Early Nurse
NU_8 4/Fri Night Nurse
NU_9 4/Fri Late Nurse
NU_10 4/Fri Night Caretaker
NU_14 4/Fri Day Nurse
NU_16 4/Fri Early Nurse
CT_17 4/Fri Day Caretaker
CT_18 4/Fri Night Caretaker
CT_20 4/Fri Early Caretaker
CT_21 4/Fri Late Caretaker
CT_22 4/Fri Late Caretaker
CT_24 4/Fri Early Caretaker
CT_25 4/Fri Late Caretaker
CT_26 4/Fri Early Caretaker
CT_27 4/Fri Day Caretaker
TR_29 4/Fri Early Trainee
TR_30 4/Fri Night Trainee
TR_32 4/Fri Day Trainee
TR_33 4/Fri Early Trainee
HN_3 5/Sat Early Nurse
NU_8 5/Sat Night Nurse
NU_13 5/Sat Day Nurse
NU_15 5/Sat Day Caretaker
NU_16 5/Sat Late Nurse
CT_20 5/Sat Early Caretaker
CT_23 5/Sat Night Caretaker
CT_24 5/Sat Early Caretaker
CT_25 5/Sat Late Caretaker
TR_29 5/Sat Early Trainee
TR_30 5/Sat Night Trainee
TR_31 5/Sat Day Trainee
HN_3 6/Sun Early Nurse
NU_8 6/Sun Night Nurse
NU_13 6/Sun Day Nurse
NU_15 6/Sun Day Caretaker
NU_16 6/Sun Late Nurse
CT_20 6/Sun Early Caretaker
CT_23 6/Sun Night Caretaker
CT_24 6/Sun Early Caretaker
CT_25 6/Sun Late Caretaker
TR_29 6/Sun Late Trainee
TR_30 6/Sun Night Trainee
TR_31 6/Sun Day Trainee
HN_2 7/Mon Early HeadNurse
HN_3 7/Mon Day HeadNurse
HN_4 7/Mon Late Nurse
NU_7 7/Mon Night Nurse
NU_8 7/Mon Night Caretaker
NU_9 7/Mon Day Nurse
NU_11 7/Mon Early Nurse
NU_12 7/Mon Late Nurse
NU_13 7/Mon Day Caretaker
NU_15 7/Mon Day Caretaker
NU_16 7/Mon Late Caretaker
CT_17 7/Mon Night Caretaker
CT_18 7/Mon Night Caretaker
CT_19 7/Mon Early Caretaker
CT_23 7/Mon Night Caretaker
CT_24 7/Mon Early Caretaker
CT_25 7/Mon Late Caretaker
TR_29 7/Mon Late Trainee
TR_31 7/Mon Early Trainee
TR_32 7/Mon Day Trainee
HN_0 8/Tue Day Nurse
HN_1 8/Tue Night HeadNurse
HN_2 8/Tue Early HeadNurse
HN_3 8/Tue Day Caretaker
HN_4 8/Tue Late Caretaker
HN_5 8/Tue Early Caretaker
NU_7 8/Tue Night Nurse
NU_8 8/Tue Night Caretaker
NU_9 8/Tue Day Caretaker
NU_11 8/Tue Early Nurse
NU_12 8/Tue Late Nurse
NU_13 8/Tue Day Caretaker
CT_17 8/Tue Night Caretaker
CT_18 8/Tue Night Caretaker
CT_19 8/Tue Early Caretaker
CT_21 8/Tue Day Caretaker
CT_23 8/Tue Night Caretaker
CT_24 8/Tue Early Caretaker
CT_25 8/Tue Late Caretaker
TR_29 8/Tue Late Trainee
TR_31 8/Tue Early Trainee
TR_32 8/Tue Day Trainee
HN_0 9/Wed Day Nurse
HN_1 9/Wed Night Caretaker
HN_2 9/Wed Late HeadNurse
HN_4 9/Wed Late Caretaker
HN_5 9/Wed Early Caretaker
NU_7 9/Wed Night Nurse
NU_9 9/Wed Day Caretaker
NU_11 9/Wed Early Nurse
NU_12 9/Wed Late Nurse
NU_14 9/Wed Early Nurse
CT_17 9/Wed Night Caretaker
CT_18 9/Wed Night Caretaker
CT_19 9/Wed Early Caretaker
CT_20 9/Wed Late Caretaker
CT_21 9/Wed Day Caretaker
CT_22 9/Wed Day Caretaker
CT_26 9/Wed Early Caretaker
CT_27 9/Wed Late Caretaker
CT_28 9/Wed Day Caretaker
TR_30 9/Wed Early Trainee
TR_32 9/Wed Late Trainee
TR_33 9/Wed Day Trainee
TR_34 9/Wed Night Trainee
HN_0 10/Thu Day Nurse
HN_1 10/Thu Night Caretaker
HN_2 10/Thu Late Nurse
HN_5 10/Thu Early HeadNurse
NU_6 10/Thu Night Nurse
NU_7 10/Thu Night Nurse
NU_9 10/Thu Day Caretaker
NU_10 10/Thu Early Nurse
NU_14 10/Thu Early Nurse
CT_18 10/Thu Night Caretaker
CT_20 10/Thu Late Caretaker
CT_21 10/Thu Early Caretaker
CT_22 10/Thu Day Caretaker
CT_26 10/Thu Early Caretaker
CT_27 10/Thu Late Caretaker
CT_28 10/Thu Day Caretaker
TR_30 10/Thu Early Trainee
TR_32 10/Thu Late Trainee
TR_33 10/Thu Day Trainee
TR_34 10/Thu Night Trainee
HN_1 11/Fri Night Caretaker
HN_2 11/Fri Late Nurse
NU_6 11/Fri Night Nurse
NU_7 11/Fri Night Caretaker
NU_8 11/Fri Late Caretaker
NU_9 11/Fri Day Nurse
NU_10 11/Fri Early Nurse
NU_14 11/Fri Early Nurse
NU_16 11/Fri Late Caretaker
CT_18 11/Fri Night Caretaker
CT_20 11/Fri Late Caretaker
CT_21 11/Fri Early Caretaker
CT_22 11/Fri Day Caretaker
CT_25 11/Fri Early Caretaker
CT_26 11/Fri Early Caretaker
CT_27 11/Fri Late Caretaker
CT_28 11/Fri Day Caretaker
TR_30 11/Fri Early Trainee
TR_31 11/Fri Early Trainee
TR_33 11/Fri Day Trainee
TR_34 11/Fri Night Trainee
HN_3 12/Sat Early Nurse
NU_6 12/Sat Night Nurse
NU_8 12/Sat Late Nurse
NU_10 12/Sat Early Caretaker
NU_15 12/Sat Day Nurse
NU_16 12/Sat Late Caretaker
CT_17 12/Sat Day Caretaker
CT_25 12/Sat Early Caretaker
TR_31 12/Sat Early Trainee
TR_32 12/Sat Day Trainee
TR_34 12/Sat Night Trainee
HN_3 13/Sun Early Nurse
NU_6 13/Sun Night Nurse
NU_8 13/Sun Late Nurse
NU_10 13/Sun Early Caretaker
NU_15 13/Sun Day Nurse
NU_16 13/Sun Night Caretaker
CT_17 13/Sun Day Caretaker
CT_25 13/Sun Early Caretaker
TR_31 13/Sun Late Trainee
TR_32 13/Sun Day Trainee
TR_34 13/Sun Night Trainee
HN_0 14/Mon Late Nurse
HN_3 14/Mon Early Nurse
HN_5 14/Mon Day Caretaker
NU_6 14/Mon Night Nurse
NU_8 14/Mon Late Caretaker
NU_9 14/Mon Late Caretaker
NU_10 14/Mon Early Nurse
NU_12 14/Mon Day Nurse
NU_13 14/Mon Night Caretaker
NU_15 14/Mon Day Caretaker
NU_16 14/Mon Night Caretaker
CT_17 14/Mon Day Caretaker
CT_18 14/Mon Night Caretaker
CT_20 14/Mon Early Caretaker
CT_23 14/Mon Late Caretaker
CT_24 14/Mon Early Caretaker
TR_29 14/Mon Early Trainee
TR_30 14/Mon Night Trainee
TR_31 14/Mon Late Trainee
TR_32 14/Mon Late Trainee
TR_33 14/Mon Day Trainee
HN_0 15/Tue Late Nurse
HN_3 15/Tue Early Nurse
HN_4 15/Tue Early Caretaker
HN_5 15/Tue Day HeadNurse
NU_8 15/Tue Late Nurse
NU_9 15/Tue Late Caretaker
NU_11 15/Tue Night Nurse
NU_12 15/Tue Day Nurse
NU_13 15/Tue Night Caretaker
NU_14 15/Tue Day Caretaker
NU_15 15/Tue Day Caretaker
NU_16 15/Tue Night Caretaker
CT_18 15/Tue Night Caretaker
CT_19 15/Tue Late Caretaker
CT_20 15/Tue Early Caretaker
CT_22 15/Tue Day Caretaker
CT_23 15/Tue Late Caretaker
CT_24 15/Tue Early Caretaker
CT_27 15/Tue Night Caretaker
CT_28 15/Tue Day Caretaker
TR_29 15/Tue Early Trainee
TR_30 15/Tue Night Trainee
TR_31 15/Tue Late Trainee
TR_33 15/Tue Day Trainee
HN_0 16/Wed Late HeadNurse
HN_4 16/Wed Early Nurse
HN_5 16/Wed Early Caretaker
NU_9 16/Wed Late Nurse
NU_11 16/Wed Night Nurse
NU_12 16/Wed Day Nurse
NU_13 16/Wed Night Caretaker
NU_14 16/Wed Day Caretaker
CT_18 16/Wed Night Caretaker
CT_19 16/Wed Late Caretaker
CT_20 16/Wed Late Caretaker
CT_22 16/Wed Day Caretaker
CT_23 16/Wed Late Caretaker
CT_24 16/Wed Early Caretaker
CT_25 16/Wed Late Caretaker
CT_27 16/Wed Night Caretaker
CT_28 16/Wed Day Caretaker
TR_29 16/Wed Early Trainee
TR_30 16/Wed Night Trainee
TR_33 16/Wed Day Trainee
TR_34 16/Wed Late Trainee
HN_1 17/Thu Day Nurse
HN_2 17/Thu Late Caretaker
HN_4 17/Thu Early Nurse
HN_5 17/Thu Early Caretaker
NU_7 17/Thu Early Caretaker
NU_11 17/Thu Night Nurse
NU_12 17/Thu Late Nurse
NU_13 17/Thu Night Caretaker
NU_14 17/Thu Day Caretaker
CT_17 17/Thu Early Caretaker
CT_18 17/Thu Night Caretaker
CT_19 17/Thu Late Caretaker
CT_20 17/Thu Late Caretaker
CT_21 17/Thu Day Caretaker
CT_22 17/Thu Day Caretaker
CT_24 17/Thu Early Caretaker
CT_25 17/Thu Late Caretaker
CT_27 17/Thu Night Caretaker
CT_28 17/Thu Day Caretaker
TR_30 17/Thu Night Trainee
TR_32 17/Thu Day Trainee
TR_34 17/Thu Late Trainee
HN_1 18/Fri Day Nurse
HN_2 18/Fri Night HeadNurse
NU_6 18/Fri Late Nurse
NU_7 18/Fri Early Nurse
NU_8 18/Fri Night Nurse
NU_10 18/Fri Day Nurse
NU_11 18/Fri Night Nurse
NU_12 18/Fri Late Nurse
NU_13 18/Fri Night Caretaker
CT_17 18/Fri Early Caretaker
CT_18 18/Fri Night Caretaker
CT_20 18/Fri Late Caretaker
CT_21 18/Fri Day Caretaker
CT_24 18/Fri Early Caretaker
CT_25 18/Fri Late Caretaker
CT_26 18/Fri Late Caretaker
CT_27 18/Fri Night Caretaker
CT_28 18/Fri Day Caretaker
TR_30 18/Fri Night Trainee
TR_32 18/Fri Day Trainee
TR_34 18/Fri Late Trainee
HN_1 19/Sat Early HeadNurse
