ASSIGNMENTS = 2968
HN_1 0/Mon Day HeadNurse
HN_2 0/Mon Late HeadNurse
HN_3 0/Mon Early HeadNurse
HN_5 0/Mon Night HeadNurse
HN_8 0/Mon Late Nurse
HN_10 0/Mon Early HeadNurse
HN_16 0/Mon Night Nurse
HN_17 0/Mon Day Nurse
NU_20 0/Mon Night Nurse
NU_21 0/Mon Late Nurse
NU_22 0/Mon Day Nurse
NU_23 0/Mon Early Nurse
NU_25 0/Mon Night Nurse
NU_29 0/Mon Late Caretaker
NU_30 0/Mon Night Caretaker
NU_33 0/Mon Night Caretaker
NU_36 0/Mon Early Nurse
NU_37 0/Mon Early Nurse
NU_38 0/Mon Night Caretaker
CT_40 0/Mon Day Caretaker
CT_42 0/Mon Day Caretaker
CT_44 0/Mon Late Caretaker
CT_45 0/Mon Day Caretaker
CT_48 0/Mon Night Caretaker
CT_50 0/Mon Late Caretaker
CT_51 0/Mon Day Caretaker
CT_52 0/Mon Early Caretaker
CT_54 0/Mon Night Caretaker
CT_56 0/Mon Day Caretaker
CT_57 0/Mon Early Caretaker
CT_60 0/Mon Early Caretaker
CT_61 0/Mon Late Caretaker
CT_63 0/Mon Early Caretaker
CT_66 0/Mon Day Caretaker
CT_67 0/Mon Late Caretaker
CT_68 0/Mon Night Caretaker
CT_70 0/Mon Late Caretaker
CT_71 0/Mon Early Caretaker
CT_74 0/Mon Night Caretaker
CT_75 0/Mon Early Caretaker
CT_78 0/Mon Night Caretaker
CT_79 0/Mon Early Caretaker
TR_80 0/Mon Day Trainee
TR_83 0/Mon Early Trainee
TR_86 0/Mon Night Trainee
TR_87 0/Mon Early Trainee
TR_90 0/Mon Early Trainee
TR_91 0/Mon Day Trainee
TR_92 0/Mon Late Trainee
TR_93 0/Mon Night Trainee
TR_95 0/Mon Late Trainee
TR_96 0/Mon Day Trainee
TR_98 0/Mon Night Trainee
TR_100 0/Mon Day Trainee
TR_106 0/Mon Late Trainee
TR_109 0/Mon Early Trainee
HN_1 1/Tue Day HeadNurse
HN_2 1/Tue Late HeadNurse
HN_3 1/Tue Early HeadNurse
HN_4 1/Tue Night HeadNurse
HN_5 1/Tue Night HeadNurse
HN_8 1/Tue Late Nurse
HN_10 1/Tue Early HeadNurse
HN_14 1/Tue Late Nurse
HN_16 1/Tue Night Nurse
HN_17 1/Tue Day Nurse
NU_21 1/Tue Late Nurse
NU_22 1/Tue Day Nurse
NU_23 1/Tue Early Nurse
NU_25 1/Tue Night Nurse
NU_32 1/Tue Early Nurse
NU_34 1/Tue Day Caretaker
NU_35 1/Tue Day Caretaker
NU_36 1/Tue Early Caretaker
NU_37 1/Tue Early Caretaker
NU_38 1/Tue Night Nurse
CT_43 1/Tue Day Caretaker
CT_44 1/Tue Late Caretaker
CT_45 1/Tue Day Caretaker
CT_46 1/Tue Early Caretaker
CT_47 1/Tue Night Caretaker
CT_48 1/Tue Night Caretaker
CT_50 1/Tue Late Caretaker
CT_51 1/Tue Day Caretaker
CT_52 1/Tue Early Caretaker
CT_54 1/Tue Night Caretaker
CT_56 1/Tue Day Caretaker
CT_59 1/Tue Early Caretaker
CT_60 1/Tue Early Caretaker
CT_61 1/Tue Late Caretaker
CT_63 1/Tue Early Caretaker
CT_66 1/Tue Day Caretaker
CT_67 1/Tue Late Caretaker
CT_68 1/Tue Night Caretaker
CT_70 1/Tue Late Caretaker
CT_71 1/Tue Early Caretaker
CT_72 1/Tue Day Caretaker
CT_74 1/Tue Night Caretaker
CT_78 1/Tue Night Caretaker
TR_80 1/Tue Day Trainee
TR_83 1/Tue Early Trainee
TR_84 1/Tue Night Trainee
TR_86 1/Tue Night Trainee
TR_87 1/Tue Early Trainee
TR_90 1/Tue Early Trainee
TR_92 1/Tue Late Trainee
TR_93 1/Tue Night Trainee
TR_95 1/Tue Late Trainee
TR_96 1/Tue Day Trainee
TR_98 1/Tue Night Trainee
TR_100 1/Tue Day Trainee
TR_102 1/Tue Late Trainee
TR_104 1/Tue Late Trainee
TR_106 1/Tue Late Trainee
TR_109 1/Tue Early Trainee
HN_0 2/Wed Day HeadNurse
HN_1 2/Wed Late HeadNurse
HN_2 2/Wed Late Nurse
HN_3 2/Wed Early HeadNurse
HN_4 2/Wed Night HeadNurse
HN_5 2/Wed Night HeadNurse
HN_6 2/Wed Day HeadNurse
HN_14 2/Wed Late Nurse
HN_16 2/Wed Night HeadNurse
HN_17 2/Wed Early Nurse
HN_19 2/Wed Early Nurse
NU_21 2/Wed Late Caretaker
NU_22 2/Wed Day Nurse
NU_25 2/Wed Night Nurse
NU_27 2/Wed Day Nurse
NU_32 2/Wed Early Caretaker
NU_34 2/Wed Day Nurse
NU_35 2/Wed Day Nurse
NU_37 2/Wed Day Caretaker
NU_38 2/Wed Night Caretaker
NU_39 2/Wed Early Caretaker
CT_41 2/Wed Early Caretaker
CT_43 2/Wed Day Caretaker
CT_44 2/Wed Late Caretaker
CT_45 2/Wed Late Caretaker
CT_46 2/Wed Early Caretaker
CT_47 2/Wed Night Caretaker
CT_48 2/Wed Night Caretaker
CT_50 2/Wed Late Caretaker
CT_51 2/Wed Day Caretaker
CT_54 2/Wed Night Caretaker
CT_55 2/Wed Early Caretaker
CT_56 2/Wed Day Caretaker
CT_59 2/Wed Early Caretaker
CT_60 2/Wed Early Caretaker
CT_61 2/Wed Late Caretaker
CT_63 2/Wed Late Caretaker
CT_64 2/Wed Late Caretaker
CT_66 2/Wed Day Caretaker
CT_68 2/Wed Night Caretaker
CT_70 2/Wed Late Caretaker
CT_72 2/Wed Day Caretaker
CT_74 2/Wed Night Caretaker
CT_76 2/Wed Day Caretaker
CT_77 2/Wed Day Caretaker
CT_78 2/Wed Night Caretaker
TR_83 2/Wed Early Trainee
TR_84 2/Wed Night Trainee
TR_85 2/Wed Late Trainee
TR_87 2/Wed Early Trainee
TR_88 2/Wed Early Trainee
TR_90 2/Wed Early Trainee
TR_93 2/Wed Night Trainee
TR_94 2/Wed Day Trainee
TR_96 2/Wed Late Trainee
TR_97 2/Wed Day Trainee
TR_98 2/Wed Night Trainee
TR_99 2/Wed Day Trainee
TR_100 2/Wed Late Trainee
TR_102 2/Wed Late Trainee
TR_103 2/Wed Day Trainee
TR_104 2/Wed Late Trainee
TR_109 2/Wed Early Trainee
HN_0 3/Thu Day HeadNurse
HN_1 3/Thu Late HeadNurse
HN_4 3/Thu Night Nurse
HN_6 3/Thu Day HeadNurse
HN_7 3/Thu Day Nurse
HN_12 3/Thu Late Nurse
HN_16 3/Thu Night Nurse
HN_17 3/Thu Early HeadNurse
HN_18 3/Thu Early Nurse
HN_19 3/Thu Early Nurse
NU_21 3/Thu Late Caretaker
NU_24 3/Thu Early Nurse
NU_25 3/Thu Night Nurse
NU_27 3/Thu Day Nurse
NU_28 3/Thu Day Nurse
NU_29 3/Thu Night Nurse
NU_30 3/Thu Day Nurse
