ASSIGNMENTS = 1298
HN_0 0/Mon Late Nurse
HN_1 0/Mon Night HeadNurse
HN_2 0/Mon Early HeadNurse
HN_4 0/Mon Day HeadNurse
HN_7 0/Mon Late Nurse
HN_8 0/Mon Night Nurse
HN_9 0/Mon Night Nurse
HN_10 0/Mon Early Nurse
HN_12 0/Mon Day Nurse
HN_14 0/Mon Late Nurse
NU_17 0/Mon Night Caretaker
NU_18 0/Mon Day Nurse
NU_20 0/Mon Night Caretaker
NU_28 0/Mon Late Caretaker
NU_30 0/Mon Day Nurse
NU_33 0/Mon Early Caretaker
NU_34 0/Mon Late Caretaker
CT_35 0/Mon Night Caretaker
CT_36 0/Mon Late Caretaker
CT_38 0/Mon Late Caretaker
CT_39 0/Mon Early Caretaker
CT_40 0/Mon Day Caretaker
CT_42 0/Mon Day Caretaker
CT_44 0/Mon Early Caretaker
CT_46 0/Mon Day Caretaker
CT_50 0/Mon Night Caretaker
CT_51 0/Mon Early Caretaker
CT_52 0/Mon Early Caretaker
CT_53 0/Mon Late Caretaker
CT_55 0/Mon Late Caretaker
CT_57 0/Mon Night Caretaker
CT_58 0/Mon Night Caretaker
CT_59 0/Mon Late Caretaker
CT_60 0/Mon Night Caretaker
CT_62 0/Mon Early Caretaker
CT_64 0/Mon Night Caretaker
CT_65 0/Mon Early Caretaker
CT_66 0/Mon Late Caretaker
CT_69 0/Mon Day Caretaker
CT_74 0/Mon Day Caretaker
TR_75 0/Mon Night Trainee
TR_76 0/Mon Late Trainee
TR_77 0/Mon Day Trainee
TR_83 0/Mon Day Trainee
TR_89 0/Mon Early Trainee
TR_90 0/Mon Early Trainee
TR_92 0/Mon Night Trainee
TR_93 0/Mon Night Trainee
TR_94 0/Mon Late Trainee
TR_96 0/Mon Day Trainee
TR_97 0/Mon Late Trainee
HN_0 1/Tue Late HeadNurse
HN_2 1/Tue Early HeadNurse
HN_4 1/Tue Day HeadNurse
HN_6 1/Tue Early Nurse
HN_7 1/Tue Late Nurse
HN_8 1/Tue Night HeadNurse
HN_9 1/Tue Night Nurse
