ASSIGNMENTS = 1305
HN_1 0/Mon Late HeadNurse
HN_6 0/Mon Night Nurse
HN_7 0/Mon Day HeadNurse
HN_10 0/Mon Day Nurse
HN_11 0/Mon Late Nurse
HN_12 0/Mon Early HeadNurse
HN_15 0/Mon Early Nurse
NU_17 0/Mon Early Nurse
NU_19 0/Mon Day Nurse
NU_21 0/Mon Early Nurse
NU_22 0/Mon Day Caretaker
NU_23 0/Mon Day Caretaker
NU_24 0/Mon Late Nurse
NU_25 0/Mon Night Nurse
NU_26 0/Mon Early Caretaker
NU_28 0/Mon Late Caretaker
NU_29 0/Mon Day Caretaker
NU_30 0/Mon Late Caretaker
NU_31 0/Mon Night Nurse
CT_35 0/Mon Night Caretaker
CT_36 0/Mon Early Caretaker
CT_37 0/Mon Late Caretaker
CT_38 0/Mon Late Caretaker
CT_40 0/Mon Day Caretaker
CT_41 0/Mon Early Caretaker
CT_42 0/Mon Day Caretaker
CT_45 0/Mon Early Caretaker
CT_46 0/Mon Night Caretaker
CT_52 0/Mon Night Caretaker
CT_53 0/Mon Day Caretaker
CT_56 0/Mon Late Caretaker
CT_57 0/Mon Early Caretaker
CT_61 0/Mon Night Caretaker
CT_62 0/Mon Day Caretaker
CT_64 0/Mon Late Caretaker
CT_66 0/Mon Night Caretaker
CT_68 0/Mon Early Caretaker
CT_70 0/Mon Late Caretaker
CT_71 0/Mon Early Caretaker
CT_72 0/Mon Late Caretaker
CT_74 0/Mon Night Caretaker
TR_75 0/Mon Early Trainee
TR_77 0/Mon Night Trainee
TR_78 0/Mon Night Trainee
TR_80 0/Mon Day Trainee
TR_81 0/Mon Night Trainee
TR_83 0/Mon Day Trainee
TR_84 0/Mon Early Trainee
TR_88 0/Mon Night Trainee
TR_93 0/Mon Early Trainee
TR_94 0/Mon Late Trainee
TR_95 0/Mon Late Trainee
TR_96 0/Mon Late Trainee
TR_98 0/Mon Day Trainee
HN_1 1/Tue Late HeadNurse
HN_6 1/Tue Night Nurse
HN_7 1/Tue Day HeadNurse
HN_8 1/Tue Day Nurse
HN_10 1/Tue Day Nurse
HN_11 1/Tue Late Nurse
HN_12 1/Tue Early HeadNurse
HN_15 1/Tue Early HeadNurse
NU_16 1/Tue Late Nurse
NU_17 1/Tue Early Nurse
NU_19 1/Tue Day Nurse
NU_21 1/Tue Early Nurse
NU_22 1/Tue Day Caretaker
NU_23 1/Tue Day Caretaker
NU_24 1/Tue Late Caretaker
NU_25 1/Tue Night Nurse
NU_26 1/Tue Late Caretaker
NU_28 1/Tue Late Caretaker
