ASSIGNMENTS = 1496
HN_1 0/Mon Early HeadNurse
HN_2 0/Mon Late HeadNurse
HN_3 0/Mon Night HeadNurse
HN_4 0/Mon Early Nurse
HN_5 0/Mon Late Nurse
HN_6 0/Mon Day HeadNurse
HN_8 0/Mon Day Nurse
HN_15 0/Mon Day Nurse
HN_16 0/Mon Night Nurse
HN_17 0/Mon Late Nurse
HN_19 0/Mon Night Nurse
NU_21 0/Mon Early Nurse
NU_22 0/Mon Late Nurse
NU_23 0/Mon Early Nurse
NU_24 0/Mon Late Nurse
NU_25 0/Mon Late Caretaker
NU_28 0/Mon Early Nurse
NU_29 0/Mon Late Caretaker
NU_31 0/Mon Early Caretaker
NU_32 0/Mon Night Nurse
NU_33 0/Mon Early Caretaker
NU_37 0/Mon Day Caretaker
NU_38 0/Mon Late Caretaker
NU_39 0/Mon Day Caretaker
CT_40 0/Mon Late Caretaker
CT_41 0/Mon Day Caretaker
CT_42 0/Mon Day Caretaker
CT_47 0/Mon Early Caretaker
CT_49 0/Mon Day Caretaker
CT_50 0/Mon Early Caretaker
CT_51 0/Mon Early Caretaker
CT_54 0/Mon Night Caretaker
CT_60 0/Mon Late Caretaker
CT_62 0/Mon Night Caretaker
CT_63 0/Mon Early Caretaker
CT_64 0/Mon Night Caretaker
CT_65 0/Mon Night Caretaker
CT_66 0/Mon Night Caretaker
CT_67 0/Mon Day Caretaker
CT_70 0/Mon Early Caretaker
CT_73 0/Mon Late Caretaker
CT_76 0/Mon Night Caretaker
CT_77 0/Mon Night Caretaker
CT_78 0/Mon Late Caretaker
TR_81 0/Mon Day Trainee
TR_83 0/Mon Day Trainee
TR_84 0/Mon Early Trainee
TR_85 0/Mon Day Trainee
TR_89 0/Mon Early Trainee
TR_90 0/Mon Night Trainee
TR_95 0/Mon Late Trainee
TR_96 0/Mon Night Trainee
TR_97 0/Mon Late Trainee
TR_99 0/Mon Night Trainee
TR_100 0/Mon Night Trainee
TR_101 0/Mon Day Trainee
TR_104 0/Mon Early Trainee
TR_105 0/Mon Night Trainee
TR_106 0/Mon Early Trainee
TR_107 0/Mon Early Trainee
TR_109 0/Mon Late Trainee
HN_1 1/Tue Early HeadNurse
HN_2 1/Tue Late HeadNurse
HN_5 1/Tue Late Nurse
HN_6 1/Tue Day HeadNurse
HN_7 1/Tue Day HeadNurse
HN_8 1/Tue Day Nurse
HN_9 1/Tue Early Nurse
HN_10 1/Tue Day Nurse
HN_13 1/Tue Early Nurse
HN_14 1/Tue Night Nurse
HN_16 1/Tue Night Nurse
HN_17 1/Tue Late Nurse
HN_19 1/Tue Night Nurse
NU_20 1/Tue Night Caretaker
NU_22 1/Tue Late Nurse
NU_23 1/Tue Early Caretaker
NU_31 1/Tue Early Caretaker
NU_36 1/Tue Night Caretaker
NU_37 1/Tue Day Nurse
CT_40 1/Tue Late Caretaker
CT_41 1/Tue Day Caretaker
CT_44 1/Tue Day Caretaker
CT_45 1/Tue Early Caretaker
CT_49 1/Tue Day Caretaker
CT_50 1/Tue Night Caretaker
CT_51 1/Tue Early Caretaker
CT_52 1/Tue Day Caretaker
CT_53 1/Tue Late Caretaker
CT_57 1/Tue Day Caretaker
CT_58 1/Tue Late Caretaker
CT_59 1/Tue Late Caretaker
CT_61 1/Tue Late Caretaker
CT_62 1/Tue Night Caretaker
CT_63 1/Tue Early Caretaker
CT_64 1/Tue Night Caretaker
CT_65 1/Tue Night Caretaker
CT_67 1/Tue Day Caretaker
CT_70 1/Tue Early Caretaker
CT_71 1/Tue Early Caretaker
CT_73 1/Tue Late Caretaker
CT_75 1/Tue Day Caretaker
CT_77 1/Tue Night Caretaker
TR_81 1/Tue Day Trainee
TR_84 1/Tue Early Trainee
TR_85 1/Tue Day Trainee
TR_86 1/Tue Early Trainee
TR_88 1/Tue Late Trainee
TR_93 1/Tue Late Trainee
TR_94 1/Tue Early Trainee
TR_95 1/Tue Late Trainee
TR_96 1/Tue Night Trainee
TR_97 1/Tue Late Trainee
TR_98 1/Tue Day Trainee
TR_99 1/Tue Night Trainee
TR_100 1/Tue Night Trainee
TR_101 1/Tue Day Trainee
TR_105 1/Tue Night Trainee
TR_107 1/Tue Early Trainee
TR_109 1/Tue Late Trainee
HN_0 2/Wed Early HeadNurse
HN_5 2/Wed Late HeadNurse
HN_6 2/Wed Day HeadNurse
HN_7 2/Wed Day Nurse
HN_8 2/Wed Late HeadNurse
HN_9 2/Wed Early HeadNurse
HN_10 2/Wed Day Nurse
HN_13 2/Wed Early Nurse
HN_14 2/Wed Night HeadNurse
HN_16 2/Wed Night Nurse
HN_17 2/Wed Late Nurse
HN_18 2/Wed Early Nurse
HN_19 2/Wed Night Nurse
NU_20 2/Wed Night Nurse
NU_22 2/Wed Late Nurse
NU_23 2/Wed Early Caretaker
NU_26 2/Wed Early Caretaker
NU_27 2/Wed Early Caretaker
NU_30 2/Wed Night Caretaker
NU_31 2/Wed Late Nurse
NU_34 2/Wed Day Nurse
NU_35 2/Wed Day Caretaker
NU_36 2/Wed Night Caretaker
CT_42 2/Wed Late Caretaker
CT_44 2/Wed Day Caretaker
CT_45 2/Wed Early Caretaker
CT_46 2/Wed Late Caretaker
CT_49 2/Wed Day Caretaker
CT_50 2/Wed Night Caretaker
CT_51 2/Wed Early Caretaker
CT_52 2/Wed Day Caretaker
CT_53 2/Wed Late Caretaker
CT_57 2/Wed Day Caretaker
CT_58 2/Wed Late Caretaker
CT_59 2/Wed Late Caretaker
CT_61 2/Wed Late Caretaker
CT_62 2/Wed Night Caretaker
CT_63 2/Wed Late Caretaker
CT_65 2/Wed Night Caretaker
CT_70 2/Wed Day Caretaker
CT_71 2/Wed Early Caretaker
CT_75 2/Wed Day Caretaker
CT_77 2/Wed Night Caretaker
TR_80 2/Wed Day Trainee
TR_81 2/Wed Day Trainee
TR_84 2/Wed Early Trainee
TR_86 2/Wed Early Trainee
TR_87 2/Wed Night Trainee
TR_88 2/Wed Late Trainee
TR_91 2/Wed Late Trainee
TR_93 2/Wed Late Trainee
TR_94 2/Wed Early Trainee
TR_96 2/Wed Night Trainee
TR_98 2/Wed Day Trainee
TR_99 2/Wed Night Trainee
TR_100 2/Wed Night Trainee
TR_101 2/Wed Early Trainee
TR_103 2/Wed Early Trainee
TR_104 2/Wed Late Trainee
TR_105 2/Wed Night Trainee
TR_107 2/Wed Late Trainee
HN_0 3/Thu Early HeadNurse
HN_3 3/Thu Day HeadNurse
HN_7 3/Thu Day Nurse
HN_8 3/Thu Late HeadNurse
HN_9 3/Thu Early Nurse
HN_10 3/Thu Day Nurse
HN_13 3/Thu Late Nurse
HN_14 3/Thu Night HeadNurse
HN_16 3/Thu Night HeadNurse
HN_18 3/Thu Early Nurse
NU_20 3/Thu Night Nurse
NU_21 3/Thu Early Nurse
NU_22 3/Thu Late Nurse
NU_26 3/Thu Early Nurse
NU_27 3/Thu Early Caretaker
NU_30 3/Thu Night Nurse
NU_31 3/Thu Late Nurse
NU_32 3/Thu Night Nurse
NU_33 3/Thu Late Caretaker
NU_34 3/Thu Day Nurse
NU_35 3/Thu Day Nurse
NU_36 3/Thu Night Caretaker
NU_38 3/Thu Day Caretaker
CT_42 3/Thu Late Caretaker
CT_43 3/Thu Late Caretaker
CT_44 3/Thu Early Caretaker
CT_45 3/Thu Late Caretaker
CT_46 3/Thu Late Caretaker
CT_47 3/Thu Night Caretaker
CT_49 3/Thu Early Caretaker
CT_50 3/Thu Night Caretaker
CT_51 3/Thu Early Caretaker
CT_52 3/Thu Early Caretaker
CT_53 3/Thu Late Caretaker
CT_54 3/Thu Day Caretaker
CT_55 3/Thu Day Caretaker
CT_57 3/Thu Day Caretaker
CT_59 3/Thu Late Caretaker
CT_62 3/Thu Night Caretaker
CT_63 3/Thu Late Caretaker
CT_65 3/Thu Night Caretaker
CT_70 3/Thu Day Caretaker
CT_72 3/Thu Day Caretaker
CT_75 3/Thu Night Caretaker
CT_76 3/Thu Night Caretaker
CT_77 3/Thu Night Caretaker
CT_78 3/Thu Early Caretaker
TR_80 3/Thu Day Trainee
TR_81 3/Thu Day Trainee
TR_84 3/Thu Early Trainee
TR_86 3/Thu Early Trainee
TR_87 3/Thu Night Trainee
TR_88 3/Thu Late Trainee
TR_89 3/Thu Day Trainee
TR_91 3/Thu Late Trainee
TR_93 3/Thu Late Trainee
TR_94 3/Thu Early Trainee
TR_96 3/Thu Night Trainee
TR_98 3/Thu Late Trainee
TR_99 3/Thu Night Trainee
TR_100 3/Thu Night Trainee
TR_101 3/Thu Early Trainee
TR_102 3/Thu Day Trainee
TR_103 3/Thu Early Trainee
TR_104 3/Thu Late Trainee
TR_106 3/Thu Early Trainee
TR_107 3/Thu Late Trainee
TR_108 3/Thu Day Trainee
HN_0 4/Fri Day HeadNurse
HN_3 4/Fri Day Nurse
HN_7 4/Fri Day Nurse
HN_10 4/Fri Day Nurse
HN_11 4/Fri Late HeadNurse
HN_12 4/Fri Early HeadNurse
HN_13 4/Fri Late Nurse
HN_14 4/Fri Night HeadNurse
HN_15 4/Fri Early Nurse
