ASSIGNMENTS = 3803
HN_0 0/Mon Late HeadNurse
HN_1 0/Mon Late HeadNurse
HN_2 0/Mon Early HeadNurse
HN_3 0/Mon Day HeadNurse
HN_4 0/Mon Late Nurse
HN_9 0/Mon Late Nurse
HN_11 0/Mon Early Nurse
HN_12 0/Mon Night HeadNurse
HN_14 0/Mon Day HeadNurse
HN_15 0/Mon Day Nurse
HN_16 0/Mon Day Nurse
HN_17 0/Mon Night Nurse
HN_18 0/Mon Night Nurse
HN_19 0/Mon Night Nurse
NU_20 0/Mon Day Nurse
NU_21 0/Mon Early Nurse
NU_25 0/Mon Night Nurse
NU_28 0/Mon Night Nurse
NU_29 0/Mon Early Nurse
NU_30 0/Mon Day Nurse
NU_33 0/Mon Day Caretaker
NU_36 0/Mon Day Caretaker
NU_37 0/Mon Late Nurse
NU_39 0/Mon Early Nurse
NU_40 0/Mon Early Caretaker
NU_41 0/Mon Day Caretaker
NU_42 0/Mon Night Caretaker
NU_45 0/Mon Late Nurse
NU_47 0/Mon Late Caretaker
NU_48 0/Mon Early Caretaker
NU_49 0/Mon Late Caretaker
CT_51 0/Mon Late Caretaker
CT_52 0/Mon Night Caretaker
CT_53 0/Mon Day Caretaker
CT_55 0/Mon Night Caretaker
CT_58 0/Mon Night Caretaker
CT_59 0/Mon Early Caretaker
CT_60 0/Mon Late Caretaker
CT_62 0/Mon Late Caretaker
CT_67 0/Mon Early Caretaker
CT_69 0/Mon Early Caretaker
CT_70 0/Mon Night Caretaker
CT_71 0/Mon Day Caretaker
CT_72 0/Mon Night Caretaker
CT_73 0/Mon Late Caretaker
CT_74 0/Mon Night Caretaker
CT_76 0/Mon Day Caretaker
CT_77 0/Mon Night Caretaker
CT_79 0/Mon Night Caretaker
CT_80 0/Mon Early Caretaker
CT_81 0/Mon Early Caretaker
CT_82 0/Mon Early Caretaker
CT_83 0/Mon Late Caretaker
CT_84 0/Mon Day Caretaker
CT_86 0/Mon Night Caretaker
CT_89 0/Mon Late Caretaker
TR_90 0/Mon Early Trainee
TR_91 0/Mon Day Trainee
TR_94 0/Mon Day Trainee
TR_96 0/Mon Late Trainee
TR_98 0/Mon Day Trainee
TR_99 0/Mon Night Trainee
TR_100 0/Mon Late Trainee
TR_102 0/Mon Late Trainee
TR_105 0/Mon Night Trainee
TR_106 0/Mon Night Trainee
TR_107 0/Mon Late Trainee
TR_108 0/Mon Day Trainee
TR_109 0/Mon Late Trainee
TR_110 0/Mon Early Trainee
TR_111 0/Mon Day Trainee
TR_113 0/Mon Day Trainee
TR_114 0/Mon Early Trainee
TR_115 0/Mon Early Trainee
TR_116 0/Mon Night Trainee
TR_117 0/Mon Early Trainee
TR_118 0/Mon Night Trainee
TR_119 0/Mon Night Trainee
HN_0 1/Tue Late HeadNurse
HN_1 1/Tue Late HeadNurse
HN_2 1/Tue Early Nurse
HN_3 1/Tue Day HeadNurse
HN_4 1/Tue Late Nurse
HN_5 1/Tue Night HeadNurse
HN_9 1/Tue Late Nurse
HN_11 1/Tue Early Nurse
HN_12 1/Tue Night HeadNurse
HN_13 1/Tue Early Nurse
HN_15 1/Tue Day HeadNurse
HN_17 1/Tue Night Nurse
HN_19 1/Tue Night Nurse
NU_20 1/Tue Day Nurse
NU_21 1/Tue Early Nurse
NU_22 1/Tue Early Nurse
NU_25 1/Tue Night Nurse
NU_29 1/Tue Early Caretaker
NU_30 1/Tue Day Nurse
NU_33 1/Tue Day Nurse
NU_34 1/Tue Day Nurse
NU_35 1/Tue Late Nurse
NU_36 1/Tue Day Caretaker
NU_37 1/Tue Late Nurse
NU_38 1/Tue Day Caretaker
NU_40 1/Tue Early Caretaker
NU_41 1/Tue Day Caretaker
NU_42 1/Tue Night Nurse
NU_43 1/Tue Night Caretaker
NU_45 1/Tue Late Nurse
NU_47 1/Tue Late Caretaker
NU_48 1/Tue Early Caretaker
NU_49 1/Tue Late Caretaker
CT_51 1/Tue Late Caretaker
CT_52 1/Tue Night Caretaker
CT_53 1/Tue Day Caretaker
CT_56 1/Tue Late Caretaker
CT_57 1/Tue Night Caretaker
CT_58 1/Tue Night Caretaker
CT_61 1/Tue Early Caretaker
CT_62 1/Tue Late Caretaker
CT_64 1/Tue Day Caretaker
CT_66 1/Tue Day Caretaker
CT_67 1/Tue Early Caretaker
CT_69 1/Tue Early Caretaker
CT_70 1/Tue Night Caretaker
CT_71 1/Tue Day Caretaker
CT_73 1/Tue Late Caretaker
CT_74 1/Tue Night Caretaker
CT_75 1/Tue Night Caretaker
CT_76 1/Tue Day Caretaker
CT_77 1/Tue Night Caretaker
CT_79 1/Tue Night Caretaker
CT_80 1/Tue Early Caretaker
CT_81 1/Tue Early Caretaker
CT_82 1/Tue Early Caretaker
CT_83 1/Tue Late Caretaker
CT_84 1/Tue Day Caretaker
CT_85 1/Tue Early Caretaker
CT_86 1/Tue Night Caretaker
CT_87 1/Tue Early Caretaker
CT_88 1/Tue Late Caretaker
CT_89 1/Tue Late Caretaker
TR_91 1/Tue Day Trainee
TR_92 1/Tue Late Trainee
TR_96 1/Tue Late Trainee
TR_98 1/Tue Day Trainee
TR_102 1/Tue Late Trainee
TR_105 1/Tue Night Trainee
TR_106 1/Tue Night Trainee
TR_107 1/Tue Late Trainee
TR_109 1/Tue Late Trainee
TR_110 1/Tue Early Trainee
TR_111 1/Tue Day Trainee
TR_113 1/Tue Day Trainee
TR_114 1/Tue Early Trainee
TR_115 1/Tue Early Trainee
TR_116 1/Tue Night Trainee
TR_117 1/Tue Early Trainee
TR_118 1/Tue Night Trainee
TR_119 1/Tue Night Trainee
HN_0 2/Wed Late HeadNurse
HN_3 2/Wed Early HeadNurse
HN_4 2/Wed Late HeadNurse
HN_5 2/Wed Night HeadNurse
HN_6 2/Wed Early HeadNurse
HN_7 2/Wed Night HeadNurse
HN_8 2/Wed Early Nurse
HN_9 2/Wed Late Nurse
HN_10 2/Wed Day HeadNurse
HN_11 2/Wed Early Nurse
HN_13 2/Wed Early Nurse
HN_15 2/Wed Day HeadNurse
HN_17 2/Wed Night Nurse
HN_19 2/Wed Night Nurse
NU_20 2/Wed Day Nurse
NU_21 2/Wed Early Nurse
NU_22 2/Wed Early Nurse
NU_24 2/Wed Day Nurse
NU_25 2/Wed Night Nurse
NU_30 2/Wed Late Nurse
NU_31 2/Wed Day Nurse
NU_32 2/Wed Night Nurse
NU_33 2/Wed Day Nurse
NU_34 2/Wed Day Nurse
NU_35 2/Wed Late Nurse
NU_36 2/Wed Day Caretaker
NU_37 2/Wed Late Caretaker
NU_38 2/Wed Day Caretaker
NU_40 2/Wed Day Caretaker
NU_41 2/Wed Early Caretaker
NU_42 2/Wed Night Nurse
NU_43 2/Wed Night Caretaker
NU_46 2/Wed Early Caretaker
NU_47 2/Wed Late Caretaker
NU_48 2/Wed Early Caretaker
NU_49 2/Wed Late Caretaker
CT_50 2/Wed Early Caretaker
CT_52 2/Wed Night Caretaker
CT_53 2/Wed Day Caretaker
CT_56 2/Wed Late Caretaker
CT_57 2/Wed Night Caretaker
CT_58 2/Wed Night Caretaker
CT_61 2/Wed Early Caretaker
CT_64 2/Wed Day Caretaker
CT_66 2/Wed Day Caretaker
CT_68 2/Wed Early Caretaker
CT_69 2/Wed Day Caretaker
CT_70 2/Wed Night Caretaker
CT_74 2/Wed Night Caretaker
CT_75 2/Wed Night Caretaker
CT_76 2/Wed Late Caretaker
CT_77 2/Wed Night Caretaker
CT_79 2/Wed Night Caretaker
CT_80 2/Wed Late Caretaker
CT_82 2/Wed Early Caretaker
CT_83 2/Wed Late Caretaker
CT_84 2/Wed Late Caretaker
CT_85 2/Wed Early Caretaker
CT_86 2/Wed Night Caretaker
CT_87 2/Wed Early Caretaker
CT_88 2/Wed Late Caretaker
TR_91 2/Wed Day Trainee
TR_92 2/Wed Late Trainee
TR_96 2/Wed Late Trainee
TR_98 2/Wed Day Trainee
TR_101 2/Wed Day Trainee
TR_102 2/Wed Late Trainee
TR_105 2/Wed Night Trainee
TR_106 2/Wed Night Trainee
TR_107 2/Wed Late Trainee
TR_109 2/Wed Late Trainee
TR_110 2/Wed Early Trainee
TR_111 2/Wed Day Trainee
TR_112 2/Wed Late Trainee
TR_113 2/Wed Day Trainee
TR_114 2/Wed Early Trainee
TR_115 2/Wed Early Trainee
TR_116 2/Wed Night Trainee
TR_117 2/Wed Early Trainee
TR_118 2/Wed Night Trainee
TR_119 2/Wed Night Trainee
HN_0 3/Thu Late HeadNurse
HN_3 3/Thu Early HeadNurse
HN_5 3/Thu Night HeadNurse
HN_6 3/Thu Early Nurse
HN_7 3/Thu Night HeadNurse
HN_8 3/Thu Early Nurse
HN_9 3/Thu Late HeadNurse
HN_10 3/Thu Day HeadNurse
HN_11 3/Thu Early Nurse
HN_13 3/Thu Late HeadNurse
HN_14 3/Thu Late Nurse
HN_15 3/Thu Day HeadNurse
HN_17 3/Thu Night HeadNurse
HN_19 3/Thu Night Nurse
NU_20 3/Thu Day Nurse
NU_22 3/Thu Day Nurse
NU_23 3/Thu Early Nurse
NU_24 3/Thu Day Nurse
NU_27 3/Thu Night Nurse
NU_28 3/Thu Day Nurse
NU_30 3/Thu Late Nurse
NU_31 3/Thu Day Caretaker
