SOLUTION
5 n120w8

ASSIGNMENTS = 476
HN_0 Fri Late HeadNurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Mon Late HeadNurse
HN_1 Tue Late HeadNurse
HN_1 Wed Late HeadNurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_2 Mon Late Nurse
HN_2 Tue Late HeadNurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late HeadNurse
HN_2 Fri Late Nurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Day HeadNurse
HN_3 Fri Day HeadNurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night HeadNurse
HN_6 Tue Late Nurse
HN_6 Wed Late HeadNurse
HN_6 Thu Late Nurse
HN_6 Fri Late Nurse
HN_7 Mon Early HeadNurse
HN_7 Tue Early HeadNurse
HN_7 Wed Early HeadNurse
HN_7 Thu Day Nurse
HN_7 Fri Day HeadNurse
HN_8 Mon Early HeadNurse
HN_8 Tue Early Nurse
HN_8 Wed Day HeadNurse
HN_8 Thu Day Nurse
HN_9 Mon Night Nurse
HN_9 Tue Night Nurse
HN_9 Wed Night HeadNurse
HN_9 Thu Night HeadNurse
HN_9 Fri Night HeadNurse
HN_10 Mon Early Nurse
HN_10 Tue Early Nurse
HN_10 Wed Late Nurse
HN_10 Thu Late Nurse
HN_10 Fri Late Nurse
HN_11 Mon Day Nurse
HN_11 Thu Early HeadNurse
HN_11 Fri Early HeadNurse
HN_11 Sat Early Nurse
HN_11 Sun Early HeadNurse
HN_12 Tue Day HeadNurse
HN_12 Wed Day Nurse
HN_12 Thu Day Nurse
HN_12 Fri Day Nurse
HN_13 Fri Day Nurse
HN_13 Sat Day HeadNurse
HN_13 Sun Day HeadNurse
HN_14 Mon Night Nurse
HN_14 Tue Night Nurse
HN_14 Wed Night Nurse
HN_14 Thu Night HeadNurse
HN_14 Fri Night HeadNurse
HN_15 Mon Late Nurse
HN_15 Thu Early HeadNurse
HN_15 Fri Early Nurse
HN_15 Sat Day HeadNurse
HN_15 Sun Day HeadNurse
HN_16 Wed Night Nurse
HN_16 Thu Night Nurse
HN_16 Fri Night Nurse
HN_16 Sat Night Nurse
HN_16 Sun Night HeadNurse
HN_17 Mon Day Nurse
HN_17 Tue Day Nurse
HN_17 Fri Day Nurse
