SOLUTION
2 n070w4

ASSIGNMENTS = 274
HN_0 Fri Night HeadNurse
HN_0 Sat Night HeadNurse
HN_0 Sun Night Nurse
HN_1 Mon Late Nurse
HN_1 Tue Late HeadNurse
HN_1 Wed Late HeadNurse
HN_1 Sat Early HeadNurse
HN_1 Sun Early HeadNurse
HN_2 Mon Early HeadNurse
HN_2 Tue Early HeadNurse
HN_2 Fri Late HeadNurse
HN_2 Sat Late HeadNurse
HN_2 Sun Late HeadNurse
HN_3 Mon Day Nurse
HN_3 Tue Day HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early Nurse
HN_4 Tue Night Nurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night Nurse
HN_5 Mon Late Nurse
HN_5 Tue Late Nurse
HN_6 Mon Day Nurse
HN_6 Tue Day Nurse
HN_7 Thu Day Nurse
HN_7 Fri Day HeadNurse
HN_7 Sat Day HeadNurse
HN_7 Sun Early Nurse
NU_8 Thu Day Nurse
NU_8 Fri Day Nurse
NU_8 Sat Early Nurse
NU_8 Sun Early Nurse
NU_9 Fri Day Nurse
NU_9 Sat Day Nurse
NU_9 Sun Day Nurse
NU_10 Thu Day Nurse
NU_10 Fri Day Nurse
NU_10 Sat Late Nurse
NU_10 Sun Late Nurse
NU_11 Wed Late Nurse
NU_11 Thu Late Nurse
NU_11 Fri Late Nurse
NU_12 Wed Late Nurse
NU_12 Thu Late Nurse
NU_12 Fri Late Nurse
NU_12 Sat Late Nurse
NU_12 Sun Late Caretaker
NU_13 Fri Night Nurse
NU_13 Sat Night Nurse
NU_13 Sun Night Nurse
NU_14 Wed Day Nurse
NU_14 Thu Day Nurse
NU_14 Fri Day Nurse
NU_15 Mon Late Caretaker
NU_15 Fri Day Caretaker
NU_15 Sat Day Caretaker
NU_15 Sun Day Caretaker
NU_16 Mon Night Nurse
NU_16 Tue Night Nurse
NU_16 Wed Night Nurse
NU_16 Thu Night Nurse
NU_16 Fri Night Nurse
NU_17 Mon Late Caretaker
NU_17 Tue Late Nurse
NU_17 Wed Late Nurse
NU_18 Wed Late Nurse
NU_18 Thu Late Caretaker
NU_18 Fri Late Nurse
NU_19 Wed Night Nurse
NU_19 Thu Night Nurse
NU_19 Fri Night Nurse
NU_19 Sat Night Nurse
NU_19 Sun Night Caretaker
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Late Caretaker
NU_20 Thu Late Caretaker
NU_20 Fri Late Caretaker
NU_21 Tue Early Nurse
NU_21 Wed Early Nurse
NU_21 Thu Day Caretaker
NU_21 Fri Day Caretaker
NU_22 Mon Night Nurse
NU_22 Tue Night Nurse
NU_22 Wed Night Nurse
NU_22 Thu Night Nurse
NU_22 Fri Night Caretaker
NU_23 Mon Day Nurse
NU_23 Tue Day Nurse
NU_23 Wed Day Nurse
NU_23 Thu Late Caretaker
NU_23 Fri Late Caretaker
NU_24 Mon Early Nurse
NU_24 Tue Early Nurse
