ASSIGNMENTS = 1698
HN_0 0/Mon Night HeadNurse
HN_2 0/Mon Night Nurse
HN_3 0/Mon Late HeadNurse
HN_4 0/Mon Early HeadNurse
NU_6 0/Mon Night Nurse
NU_8 0/Mon Day Nurse
NU_9 0/Mon Early Nurse
NU_10 0/Mon Night Nurse
NU_11 0/Mon Late Nurse
NU_13 0/Mon Late Nurse
NU_14 0/Mon Late Nurse
NU_15 0/Mon Day Nurse
NU_16 0/Mon Late Caretaker
NU_17 0/Mon Early Nurse
NU_19 0/Mon Night Nurse
NU_20 0/Mon Day Nurse
NU_21 0/Mon Early Nurse
NU_22 0/Mon Late Caretaker
NU_24 0/Mon Day Caretaker
NU_25 0/Mon Early Nurse
NU_26 0/Mon Night Caretaker
CT_28 0/Mon Day Caretaker
CT_29 0/Mon Early Caretaker
CT_31 0/Mon Early Caretaker
CT_32 0/Mon Night Caretaker
CT_35 0/Mon Early Caretaker
CT_36 0/Mon Night Caretaker
CT_37 0/Mon Late Caretaker
CT_38 0/Mon Night Caretaker
CT_39 0/Mon Day Caretaker
TR_40 0/Mon Night Trainee
TR_41 0/Mon Night Trainee
TR_42 0/Mon Late Trainee
TR_44 0/Mon Day Trainee
TR_48 0/Mon Early Trainee
TR_49 0/Mon Early Trainee
HN_0 1/Tue Night HeadNurse
HN_3 1/Tue Late Nurse
HN_4 1/Tue Early HeadNurse
HN_5 1/Tue Day Nurse
NU_6 1/Tue Night Nurse
NU_7 1/Tue Day Nurse
NU_8 1/Tue Day Nurse
NU_9 1/Tue Early Nurse
NU_10 1/Tue Night Nurse
NU_11 1/Tue Late Nurse
NU_13 1/Tue Late Caretaker
NU_14 1/Tue Late Caretaker
NU_15 1/Tue Day Caretaker
NU_16 1/Tue Late Caretaker
NU_17 1/Tue Early Nurse
NU_20 1/Tue Day Caretaker
NU_22 1/Tue Late Caretaker
NU_25 1/Tue Early Nurse
NU_26 1/Tue Night Nurse
NU_27 1/Tue Day Caretaker
CT_28 1/Tue Day Caretaker
CT_29 1/Tue Early Caretaker
CT_30 1/Tue Night Caretaker
CT_31 1/Tue Early Caretaker
CT_32 1/Tue Night Caretaker
CT_34 1/Tue Early Caretaker
