ASSIGNMENTS = 1102
HN_0 0/Mon Day Caretaker
HN_2 0/Mon Early HeadNurse
HN_3 0/Mon Night Caretaker
HN_4 0/Mon Late Nurse
NU_7 0/Mon Day Nurse
NU_8 0/Mon Early Nurse
NU_9 0/Mon Night Nurse
NU_10 0/Mon Early Nurse
NU_11 0/Mon Night Nurse
NU_12 0/Mon Early Caretaker
NU_14 0/Mon Late Caretaker
CT_19 0/Mon Late Caretaker
CT_20 0/Mon Night Caretaker
CT_21 0/Mon Early Caretaker
CT_23 0/Mon Late Caretaker
CT_24 0/Mon Day Caretaker
CT_26 0/Mon Day Caretaker
TR_29 0/Mon Early Trainee
TR_31 0/Mon Late Trainee
TR_32 0/Mon Late Trainee
TR_33 0/Mon Day Trainee
HN_0 1/Tue Day Caretaker
HN_1 1/Tue Early Nurse
HN_2 1/Tue Early Caretaker
HN_3 1/Tue Night HeadNurse
HN_4 1/Tue Late HeadNurse
HN_5 1/Tue Late Caretaker
NU_6 1/Tue Night Nurse
NU_7 1/Tue Day Nurse
NU_8 1/Tue Early Nurse
NU_9 1/Tue Night Caretaker
NU_10 1/Tue Early Caretaker
NU_15 1/Tue Night Caretaker
NU_16 1/Tue Late Nurse
CT_17 1/Tue Night Caretaker
CT_20 1/Tue Night Caretaker
CT_21 1/Tue Early Caretaker
CT_22 1/Tue Day Caretaker
CT_23 1/Tue Late Caretaker
CT_24 1/Tue Day Caretaker
CT_25 1/Tue Late Caretaker
CT_26 1/Tue Day Caretaker
TR_29 1/Tue Early Trainee
TR_31 1/Tue Late Trainee
TR_32 1/Tue Late Trainee
TR_33 1/Tue Day Trainee
TR_34 1/Tue Night Trainee
HN_1 2/Wed Early HeadNurse
HN_3 2/Wed Night HeadNurse
HN_4 2/Wed Late Nurse
HN_5 2/Wed Late Caretaker
NU_6 2/Wed Night Nurse
NU_7 2/Wed Day Nurse
NU_8 2/Wed Early Nurse
NU_9 2/Wed Night Nurse
NU_10 2/Wed Early Caretaker
NU_15 2/Wed Night Caretaker
NU_16 2/Wed Late Nurse
CT_17 2/Wed Night Caretaker
CT_22 2/Wed Day Caretaker
CT_23 2/Wed Late Caretaker
CT_24 2/Wed Day Caretaker
CT_25 2/Wed Late Caretaker
CT_26 2/Wed Day Caretaker
CT_27 2/Wed Early Caretaker
TR_30 2/Wed Day Trainee
TR_32 2/Wed Late Trainee
TR_33 2/Wed Early Trainee
TR_34 2/Wed Night Trainee
HN_1 3/Thu Early HeadNurse
HN_3 3/Thu Night Caretaker
HN_4 3/Thu Late HeadNurse
HN_5 3/Thu Late Nurse
NU_6 3/Thu Night Nurse
NU_7 3/Thu Day Nurse
NU_10 3/Thu Late Caretaker
NU_11 3/Thu Day Caretaker
NU_12 3/Thu Early Nurse
NU_15 3/Thu Night Caretaker
NU_16 3/Thu Late Caretaker
CT_17 3/Thu Night Caretaker
CT_18 3/Thu Early Caretaker
CT_22 3/Thu Early Caretaker
CT_23 3/Thu Late Caretaker
CT_24 3/Thu Early Caretaker
CT_25 3/Thu Late Caretaker
CT_27 3/Thu Early Caretaker
CT_28 3/Thu Day Caretaker
TR_30 3/Thu Day Trainee
TR_33 3/Thu Early Trainee
TR_34 3/Thu Night Trainee
HN_2 4/Fri Late Nurse
HN_4 4/Fri Late Caretaker
NU_6 4/Fri Night Nurse
NU_7 4/Fri Day Nurse
NU_10 4/Fri Late Caretaker
NU_11 4/Fri Day Caretaker
NU_12 4/Fri Early Nurse
NU_13 4/Fri Night Nurse
NU_15 4/Fri Night Caretaker
CT_17 4/Fri Night Caretaker
CT_18 4/Fri Early Caretaker
CT_20 4/Fri Night Caretaker
CT_22 4/Fri Early Caretaker
CT_24 4/Fri Early Caretaker
CT_27 4/Fri Late Caretaker
CT_28 4/Fri Day Caretaker
TR_30 4/Fri Day Trainee
TR_31 4/Fri Early Trainee
TR_33 4/Fri Early Trainee
TR_34 4/Fri Night Trainee
HN_0 5/Sat Day HeadNurse
HN_2 5/Sat Late Caretaker
NU_11 5/Sat Late Nurse
NU_12 5/Sat Day Nurse
NU_13 5/Sat Night Nurse
NU_14 5/Sat Early Nurse
CT_18 5/Sat Early Caretaker
CT_20 5/Sat Night Caretaker
CT_27 5/Sat Late Caretaker
CT_28 5/Sat Day Caretaker
TR_29 5/Sat Day Trainee
TR_30 5/Sat Late Trainee
TR_31 5/Sat Early Trainee
TR_32 5/Sat Night Trainee
HN_0 6/Sun Day HeadNurse
HN_2 6/Sun Late HeadNurse
NU_11 6/Sun Late Nurse
NU_12 6/Sun Day Nurse
NU_13 6/Sun Night Nurse
NU_14 6/Sun Early Nurse
CT_18 6/Sun Early Caretaker
CT_19 6/Sun Late Caretaker
CT_20 6/Sun Night Caretaker
CT_27 6/Sun Late Caretaker
CT_28 6/Sun Day Caretaker
TR_29 6/Sun Day Trainee
TR_30 6/Sun Late Trainee
TR_31 6/Sun Early Trainee
TR_32 6/Sun Night Trainee
HN_0 7/Mon Early HeadNurse
HN_2 7/Mon Late HeadNurse
HN_4 7/Mon Night HeadNurse
NU_7 7/Mon Early Nurse
NU_8 7/Mon Early Caretaker
NU_9 7/Mon Day Nurse
NU_10 7/Mon Night Nurse
NU_12 7/Mon Day Caretaker
NU_13 7/Mon Night Caretaker
NU_14 7/Mon Early Caretaker
NU_15 7/Mon Late Nurse
CT_19 7/Mon Late Caretaker
CT_20 7/Mon Night Caretaker
CT_21 7/Mon Day Caretaker
CT_26 7/Mon Night Caretaker
CT_28 7/Mon Day Caretaker
TR_29 7/Mon Day Trainee
TR_31 7/Mon Late Trainee
TR_32 7/Mon Night Trainee
TR_33 7/Mon Early Trainee
HN_0 8/Tue Early Nurse
HN_1 8/Tue Late HeadNurse
HN_3 8/Tue Early Nurse
HN_4 8/Tue Night Nurse
HN_5 8/Tue Early Caretaker
NU_7 8/Tue Early Caretaker
NU_8 8/Tue Early Caretaker
NU_9 8/Tue Day Nurse
NU_10 8/Tue Night Nurse
NU_14 8/Tue Early Caretaker
NU_15 8/Tue Late Nurse
CT_17 8/Tue Late Caretaker
CT_19 8/Tue Late Caretaker
CT_21 8/Tue Day Caretaker
CT_22 8/Tue Day Caretaker
CT_23 8/Tue Day Caretaker
CT_24 8/Tue Night Caretaker
CT_25 8/Tue Day Caretaker
CT_26 8/Tue Night Caretaker
TR_29 8/Tue Early Trainee
TR_31 8/Tue Late Trainee
TR_32 8/Tue Night Trainee
TR_33 8/Tue Early Trainee
HN_0 9/Wed Early Nurse
HN_1 9/Wed Late HeadNurse
HN_3 9/Wed Early Caretaker
HN_4 9/Wed Night Caretaker
HN_5 9/Wed Early Caretaker
NU_6 9/Wed Early Caretaker
NU_7 9/Wed Day Nurse
NU_8 9/Wed Late Nurse
NU_9 9/Wed Day Nurse
NU_10 9/Wed Night Nurse
NU_11 9/Wed Day Caretaker
NU_14 9/Wed Early Caretaker
NU_15 9/Wed Late Caretaker
NU_16 9/Wed Late Caretaker
CT_17 9/Wed Late Caretaker
CT_21 9/Wed Day Caretaker
CT_22 9/Wed Day Caretaker
CT_23 9/Wed Day Caretaker
CT_24 9/Wed Night Caretaker
CT_25 9/Wed Day Caretaker
CT_26 9/Wed Night Caretaker
TR_29 9/Wed Early Trainee
TR_32 9/Wed Night Trainee
TR_33 9/Wed Late Trainee
TR_34 9/Wed Night Trainee
HN_1 10/Thu Late Nurse
HN_3 10/Thu Day HeadNurse
HN_4 10/Thu Night Nurse
HN_5 10/Thu Early HeadNurse
NU_6 10/Thu Early Nurse
NU_7 10/Thu Day Nurse
NU_8 10/Thu Late Nurse
NU_10 10/Thu Night Nurse
NU_11 10/Thu Day Caretaker
NU_12 10/Thu Early Caretaker
NU_16 10/Thu Late Caretaker
CT_17 10/Thu Late Caretaker
CT_20 10/Thu Night Caretaker
CT_22 10/Thu Early Caretaker
CT_23 10/Thu Early Caretaker
CT_24 10/Thu Night Caretaker
CT_25 10/Thu Day Caretaker
CT_26 10/Thu Night Caretaker
CT_28 10/Thu Late Caretaker
TR_29 10/Thu Early Trainee
TR_33 10/Thu Late Trainee
TR_34 10/Thu Night Trainee
HN_2 11/Fri Early Caretaker
HN_3 11/Fri Day Nurse
HN_4 11/Fri Night Nurse
NU_6 11/Fri Early Nurse
NU_7 11/Fri Day Caretaker
NU_8 11/Fri Late Nurse
NU_10 11/Fri Night Caretaker
NU_11 11/Fri Day Caretaker
NU_12 11/Fri Early Caretaker
NU_16 11/Fri Late Caretaker
CT_17 11/Fri Late Caretaker
CT_20 11/Fri Night Caretaker
CT_22 11/Fri Early Caretaker
CT_23 11/Fri Early Caretaker
CT_24 11/Fri Night Caretaker
CT_27 11/Fri Day Caretaker
CT_28 11/Fri Late Caretaker
TR_30 11/Fri Day Trainee
TR_33 11/Fri Late Trainee
TR_34 11/Fri Night Trainee
HN_2 12/Sat Early HeadNurse
HN_3 12/Sat Late Caretaker
NU_6 12/Sat Early Nurse
NU_12 12/Sat Day Nurse
NU_13 12/Sat Night Nurse
NU_15 12/Sat Late Nurse
CT_18 12/Sat Early Caretaker
CT_20 12/Sat Night Caretaker
CT_27 12/Sat Day Caretaker
CT_28 12/Sat Late Caretaker
TR_30 12/Sat Day Trainee
TR_31 12/Sat Late Trainee
TR_32 12/Sat Early Trainee
TR_34 12/Sat Night Trainee
HN_2 13/Sun Early HeadNurse
HN_3 13/Sun Late HeadNurse
NU_6 13/Sun Early Nurse
NU_12 13/Sun Day Nurse
NU_13 13/Sun Night Nurse
NU_15 13/Sun Late Nurse
CT_18 13/Sun Early Caretaker
CT_20 13/Sun Night Caretaker
CT_27 13/Sun Day Caretaker
CT_28 13/Sun Late Caretaker
TR_30 13/Sun Day Trainee
TR_31 13/Sun Late Trainee
TR_32 13/Sun Early Trainee
TR_34 13/Sun Night Trainee
HN_0 14/Mon Night HeadNurse
HN_2 14/Mon Day HeadNurse
NU_7 14/Mon Night Nurse
NU_9 14/Mon Early Nurse
NU_10 14/Mon Day Nurse
NU_11 14/Mon Late Nurse
NU_13 14/Mon Night Caretaker
NU_14 14/Mon Early Caretaker
NU_15 14/Mon Late Nurse
CT_18 14/Mon Early Caretaker
CT_19 14/Mon Late Caretaker
CT_20 14/Mon Night Caretaker
CT_21 14/Mon Day Caretaker
CT_22 14/Mon Night Caretaker
CT_24 14/Mon Late Caretaker
CT_26 14/Mon Night Caretaker
CT_27 14/Mon Day Caretaker
TR_30 14/Mon Day Trainee
TR_31 14/Mon Late Trainee
TR_32 14/Mon Early Trainee
HN_0 15/Tue Night Nurse
HN_2 15/Tue Day Caretaker
HN_4 15/Tue Early Nurse
NU_7 15/Tue Night Nurse
NU_9 15/Tue Early Nurse
NU_10 15/Tue Day Nurse
NU_11 15/Tue Late Nurse
NU_13 15/Tue Night Caretaker
NU_14 15/Tue Early Caretaker
NU_15 15/Tue Late Caretaker
CT_17 15/Tue Early Caretaker
CT_18 15/Tue Early Caretaker
CT_19 15/Tue Late Caretaker
CT_21 15/Tue Day Caretaker
CT_22 15/Tue Night Caretaker
CT_24 15/Tue Late Caretaker
CT_26 15/Tue Night Caretaker
TR_29 15/Tue Night Trainee
TR_30 15/Tue Day Trainee
TR_31 15/Tue Late Trainee
TR_32 15/Tue Early Trainee
TR_33 15/Tue Early Trainee
HN_0 16/Wed Night Nurse
HN_1 16/Wed Day Nurse
HN_4 16/Wed Early Caretaker
HN_5 16/Wed Late HeadNurse
NU_7 16/Wed Night Nurse
NU_8 16/Wed Day Caretaker
NU_9 16/Wed Early Nurse
NU_10 16/Wed Day Caretaker
NU_11 16/Wed Late Nurse
