ASSIGNMENTS = 814
HN_0 0/Mon Early Nurse
HN_1 0/Mon Night Nurse
HN_4 0/Mon Early Nurse
NU_6 0/Mon Early Caretaker
NU_9 0/Mon Early Caretaker
NU_10 0/Mon Late Nurse
NU_11 0/Mon Day Nurse
NU_12 0/Mon Night Nurse
NU_14 0/Mon Day Nurse
NU_15 0/Mon Early Caretaker
NU_16 0/Mon Night Nurse
NU_18 0/Mon Early Caretaker
NU_19 0/Mon Late Nurse
NU_21 0/Mon Day Nurse
NU_22 0/Mon Late Caretaker
NU_23 0/Mon Day Caretaker
NU_24 0/Mon Day Caretaker
NU_25 0/Mon Late Caretaker
CT_28 0/Mon Late Caretaker
CT_29 0/Mon Night Caretaker
CT_31 0/Mon Night Caretaker
CT_32 0/Mon Day Caretaker
CT_33 0/Mon Night Caretaker
CT_34 0/Mon Night Caretaker
CT_35 0/Mon Day Caretaker
CT_37 0/Mon Day Caretaker
CT_38 0/Mon Late Caretaker
TR_40 0/Mon Day Trainee
TR_43 0/Mon Night Trainee
TR_44 0/Mon Early Trainee
TR_45 0/Mon Late Trainee
TR_49 0/Mon Day Trainee
HN_1 1/Tue Night HeadNurse
HN_4 1/Tue Early Nurse
HN_5 1/Tue Night Nurse
NU_6 1/Tue Early Nurse
NU_9 1/Tue Early Caretaker
NU_10 1/Tue Late Nurse
NU_11 1/Tue Day Nurse
NU_12 1/Tue Night Nurse
NU_14 1/Tue Day Nurse
NU_18 1/Tue Early Caretaker
NU_19 1/Tue Late Nurse
NU_21 1/Tue Day Caretaker
NU_22 1/Tue Late Nurse
NU_24 1/Tue Day Caretaker
NU_25 1/Tue Late Caretaker
NU_27 1/Tue Early Caretaker
CT_28 1/Tue Late Caretaker
CT_31 1/Tue Night Caretaker
CT_32 1/Tue Day Caretaker
CT_33 1/Tue Night Caretaker
CT_34 1/Tue Night Caretaker
CT_35 1/Tue Day Caretaker
CT_36 1/Tue Late Caretaker
CT_37 1/Tue Early Caretaker
CT_38 1/Tue Late Caretaker
TR_43 1/Tue Night Trainee
TR_45 1/Tue Late Trainee
TR_46 1/Tue Late Trainee
TR_47 1/Tue Early Trainee
TR_49 1/Tue Day Trainee
HN_1 2/Wed Night HeadNurse
HN_3 2/Wed Early HeadNurse
HN_4 2/Wed Late Nurse
HN_5 2/Wed Night Nurse
NU_6 2/Wed Day Nurse
NU_7 2/Wed Late Nurse
NU_8 2/Wed Late Nurse
NU_9 2/Wed Early Nurse
NU_10 2/Wed Late Caretaker
NU_11 2/Wed Day Nurse
NU_12 2/Wed Night Nurse
NU_17 2/Wed Day Caretaker
NU_18 2/Wed Early Nurse
NU_20 2/Wed Early Nurse
NU_21 2/Wed Day Caretaker
NU_24 2/Wed Early Caretaker
NU_26 2/Wed Night Caretaker
NU_27 2/Wed Early Caretaker
CT_30 2/Wed Early Caretaker
CT_31 2/Wed Night Caretaker
CT_32 2/Wed Day Caretaker
CT_33 2/Wed Night Caretaker
CT_34 2/Wed Night Caretaker
CT_35 2/Wed Day Caretaker
CT_36 2/Wed Late Caretaker
CT_37 2/Wed Early Caretaker
CT_38 2/Wed Late Caretaker
TR_41 2/Wed Night Trainee
TR_43 2/Wed Night Trainee
TR_45 2/Wed Late Trainee
TR_46 2/Wed Late Trainee
TR_47 2/Wed Early Trainee
TR_48 2/Wed Early Trainee
TR_49 2/Wed Day Trainee
HN_0 3/Thu Day Nurse
HN_2 3/Thu Late Nurse
HN_3 3/Thu Early Nurse
HN_4 3/Thu Late Nurse
HN_5 3/Thu Night HeadNurse
NU_6 3/Thu Day Nurse
NU_7 3/Thu Late Nurse
NU_8 3/Thu Late Nurse
NU_10 3/Thu Late Caretaker
NU_12 3/Thu Night Nurse
NU_16 3/Thu Early Nurse
NU_17 3/Thu Day Caretaker
NU_20 3/Thu Early Caretaker
NU_21 3/Thu Early Caretaker
NU_23 3/Thu Day Caretaker
NU_24 3/Thu Early Caretaker
NU_26 3/Thu Night Caretaker
NU_27 3/Thu Day Caretaker
CT_29 3/Thu Late Caretaker
CT_30 3/Thu Early Caretaker
CT_31 3/Thu Night Caretaker
CT_32 3/Thu Day Caretaker
CT_33 3/Thu Night Caretaker
CT_34 3/Thu Night Caretaker
CT_36 3/Thu Late Caretaker
CT_38 3/Thu Late Caretaker
TR_41 3/Thu Night Trainee
TR_42 3/Thu Day Trainee
TR_45 3/Thu Late Trainee
TR_46 3/Thu Late Trainee
TR_47 3/Thu Early Trainee
TR_48 3/Thu Early Trainee
HN_0 4/Fri Day Nurse
HN_2 4/Fri Late HeadNurse
HN_3 4/Fri Early HeadNurse
HN_5 4/Fri Night Nurse
NU_6 4/Fri Day Nurse
NU_7 4/Fri Late Nurse
NU_8 4/Fri Late Nurse
NU_10 4/Fri Late Caretaker
NU_12 4/Fri Night Nurse
NU_14 4/Fri Early Nurse
NU_15 4/Fri Day Caretaker
NU_16 4/Fri Early Nurse
NU_17 4/Fri Day Caretaker
NU_19 4/Fri Late Caretaker
NU_20 4/Fri Early Nurse
NU_21 4/Fri Early Caretaker
NU_22 4/Fri Early Caretaker
NU_23 4/Fri Day Caretaker
NU_24 4/Fri Early Caretaker
NU_25 4/Fri Late Caretaker
NU_26 4/Fri Night Nurse
NU_27 4/Fri Day Caretaker
CT_28 4/Fri Day Caretaker
CT_29 4/Fri Late Caretaker
CT_30 4/Fri Early Caretaker
CT_31 4/Fri Night Caretaker
CT_32 4/Fri Day Caretaker
CT_33 4/Fri Night Caretaker
CT_38 4/Fri Late Caretaker
CT_39 4/Fri Night Caretaker
TR_40 4/Fri Night Trainee
TR_41 4/Fri Night Trainee
TR_42 4/Fri Day Trainee
TR_44 4/Fri Night Trainee
TR_45 4/Fri Late Trainee
TR_48 4/Fri Early Trainee
HN_0 5/Sat Early Nurse
HN_1 5/Sat Day Nurse
HN_2 5/Sat Late HeadNurse
NU_11 5/Sat Late Nurse
NU_13 5/Sat Night Nurse
NU_14 5/Sat Early Nurse
NU_15 5/Sat Day Nurse
NU_16 5/Sat Late Nurse
NU_19 5/Sat Late Caretaker
NU_22 5/Sat Early Caretaker
NU_23 5/Sat Day Caretaker
NU_25 5/Sat Late Caretaker
NU_26 5/Sat Night Nurse
CT_28 5/Sat Day Caretaker
CT_29 5/Sat Late Caretaker
CT_35 5/Sat Night Caretaker
CT_37 5/Sat Early Caretaker
CT_39 5/Sat Night Caretaker
TR_40 5/Sat Night Trainee
TR_42 5/Sat Early Trainee
TR_43 5/Sat Day Trainee
TR_44 5/Sat Night Trainee
HN_0 6/Sun Early HeadNurse
HN_1 6/Sun Day HeadNurse
HN_2 6/Sun Late Nurse
NU_11 6/Sun Late Caretaker
NU_13 6/Sun Night Nurse
NU_14 6/Sun Early Nurse
NU_15 6/Sun Day Nurse
NU_16 6/Sun Late Caretaker
NU_19 6/Sun Late Caretaker
NU_22 6/Sun Day Caretaker
NU_23 6/Sun Day Caretaker
NU_25 6/Sun Late Caretaker
NU_26 6/Sun Night Caretaker
CT_28 6/Sun Early Caretaker
CT_29 6/Sun Late Caretaker
CT_35 6/Sun Night Caretaker
CT_37 6/Sun Early Caretaker
CT_39 6/Sun Night Caretaker
TR_40 6/Sun Night Trainee
TR_42 6/Sun Early Trainee
TR_43 6/Sun Day Trainee
TR_44 6/Sun Night Trainee
HN_0 7/Mon Early Nurse
HN_1 7/Mon Early Nurse
HN_2 7/Mon Late HeadNurse
HN_3 7/Mon Late Nurse
HN_4 7/Mon Night Nurse
NU_6 7/Mon Early Caretaker
NU_9 7/Mon Late Nurse
NU_10 7/Mon Day Nurse
NU_11 7/Mon Late Nurse
NU_12 7/Mon Day Nurse
NU_13 7/Mon Night Nurse
NU_14 7/Mon Late Caretaker
NU_18 7/Mon Day Caretaker
NU_19 7/Mon Late Caretaker
NU_20 7/Mon Night Nurse
NU_21 7/Mon Day Caretaker
NU_22 7/Mon Day Caretaker
NU_24 7/Mon Day Caretaker
NU_25 7/Mon Late Caretaker
NU_27 7/Mon Late Caretaker
CT_28 7/Mon Early Caretaker
CT_29 7/Mon Late Caretaker
CT_31 7/Mon Night Caretaker
CT_33 7/Mon Early Caretaker
CT_34 7/Mon Early Caretaker
CT_35 7/Mon Night Caretaker
CT_36 7/Mon Day Caretaker
CT_37 7/Mon Night Caretaker
CT_38 7/Mon Day Caretaker
CT_39 7/Mon Night Caretaker
TR_40 7/Mon Night Trainee
TR_41 7/Mon Late Trainee
TR_43 7/Mon Day Trainee
HN_1 8/Tue Early Nurse
HN_3 8/Tue Late Nurse
HN_4 8/Tue Night HeadNurse
NU_6 8/Tue Early Nurse
NU_8 8/Tue Night Nurse
NU_9 8/Tue Late Nurse
NU_10 8/Tue Day Nurse
NU_11 8/Tue Late Caretaker
NU_12 8/Tue Day Nurse
NU_13 8/Tue Night Nurse
NU_14 8/Tue Late Caretaker
NU_17 8/Tue Night Nurse
NU_18 8/Tue Day Caretaker
NU_20 8/Tue Night Caretaker
NU_21 8/Tue Day Caretaker
NU_24 8/Tue Day Caretaker
NU_27 8/Tue Late Caretaker
CT_28 8/Tue Early Caretaker
CT_30 8/Tue Early Caretaker
CT_31 8/Tue Night Caretaker
CT_33 8/Tue Early Caretaker
CT_34 8/Tue Early Caretaker
CT_35 8/Tue Night Caretaker
CT_36 8/Tue Day Caretaker
CT_37 8/Tue Night Caretaker
CT_38 8/Tue Day Caretaker
CT_39 8/Tue Night Caretaker
TR_40 8/Tue Night Trainee
TR_41 8/Tue Late Trainee
TR_45 8/Tue Late Trainee
TR_49 8/Tue Day Trainee
HN_3 9/Wed Late HeadNurse
HN_4 9/Wed Night HeadNurse
HN_5 9/Wed Early HeadNurse
NU_6 9/Wed Early Nurse
NU_7 9/Wed Late Nurse
NU_8 9/Wed Night Nurse
NU_9 9/Wed Late Nurse
NU_10 9/Wed Day Nurse
NU_11 9/Wed Late Nurse
NU_12 9/Wed Late Caretaker
NU_15 9/Wed Early Nurse
NU_16 9/Wed Late Caretaker
NU_17 9/Wed Night Nurse
NU_18 9/Wed Day Nurse
NU_20 9/Wed Night Caretaker
NU_21 9/Wed Early Nurse
NU_23 9/Wed Day Caretaker
NU_24 9/Wed Early Caretaker
NU_26 9/Wed Day Caretaker
NU_27 9/Wed Late Caretaker
CT_30 9/Wed Early Caretaker
CT_31 9/Wed Night Caretaker
CT_33 9/Wed Early Caretaker
CT_34 9/Wed Early Caretaker
CT_36 9/Wed Day Caretaker
CT_37 9/Wed Night Caretaker
CT_38 9/Wed Late Caretaker
TR_41 9/Wed Late Trainee
TR_44 9/Wed Day Trainee
TR_45 9/Wed Late Trainee
TR_46 9/Wed Early Trainee
TR_47 9/Wed Night Trainee
TR_48 9/Wed Night Trainee
TR_49 9/Wed Day Trainee
HN_0 10/Thu Day HeadNurse
HN_4 10/Thu Night Nurse
HN_5 10/Thu Early Nurse
NU_6 10/Thu Day Nurse
NU_7 10/Thu Late Nurse
NU_8 10/Thu Night Nurse
NU_10 10/Thu Late Nurse
NU_12 10/Thu Late Caretaker
NU_15 10/Thu Early Caretaker
NU_16 10/Thu Late Caretaker
