SOLUTION
0 n035w4

ASSIGNMENTS = 135
HN_0 Tue Night Nurse
HN_0 Wed Night Nurse
HN_0 Thu Night HeadNurse
HN_0 Fri Night Caretaker
HN_1 Mon Day HeadNurse
HN_1 Tue Day Caretaker
HN_1 Wed Day Caretaker
HN_1 Thu Day HeadNurse
HN_1 Fri Day Nurse
HN_2 Mon Late Caretaker
HN_2 Tue Late Caretaker
HN_2 Fri Late HeadNurse
HN_2 Sat Late Nurse
HN_2 Sun Late Nurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early Caretaker
HN_4 Mon Night Nurse
HN_4 Tue Night Caretaker
HN_4 Wed Night Caretaker
HN_4 Thu Night Nurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late Nurse
HN_5 Fri Late Nurse
NU_6 Thu Day Nurse
NU_6 Fri Day Nurse
NU_6 Sat Day Nurse
NU_6 Sun Early Nurse
NU_7 Mon Night Caretaker
NU_7 Tue Night Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Nurse
NU_8 Fri Night Nurse
NU_8 Sat Night Nurse
NU_8 Sun Night Nurse
NU_9 Mon Day Nurse
NU_9 Tue Day Nurse
NU_9 Wed Late Nurse
NU_9 Thu Late Nurse
NU_9 Fri Late Caretaker
NU_10 Mon Night Caretaker
NU_10 Tue Night Caretaker
NU_10 Wed Night Nurse
NU_10 Thu Night Caretaker
NU_10 Fri Night Caretaker
NU_11 Mon Early Nurse
NU_11 Tue Early Nurse
NU_11 Wed Day Nurse
NU_11 Thu Day Nurse
NU_12 Mon Day Caretaker
NU_12 Tue Day Caretaker
NU_12 Wed Day Caretaker
NU_12 Thu Day Caretaker
NU_13 Mon Early Caretaker
NU_13 Sat Early Nurse
NU_13 Sun Early Nurse
NU_14 Wed Early Nurse
NU_14 Thu Early Nurse
NU_14 Fri Early Nurse
NU_15 Mon Early Caretaker
NU_15 Tue Early Caretaker
NU_15 Wed Early Caretaker
NU_15 Thu Day Caretaker
NU_15 Fri Day Caretaker
NU_16 Thu Early Caretaker
NU_16 Fri Early Caretaker
NU_16 Sat Early Caretaker
NU_16 Sun Day Nurse
CT_17 Wed Late Caretaker
CT_17 Thu Late Caretaker
CT_17 Fri Late Caretaker
CT_18 Mon Late Caretaker
CT_18 Tue Late Caretaker
CT_18 Wed Late Caretaker
CT_18 Thu Late Caretaker
CT_18 Fri Late Caretaker
CT_19 Mon Late Caretaker
CT_19 Tue Late Caretaker
CT_19 Wed Late Caretaker
CT_20 Mon Day Caretaker
CT_20 Thu Day Caretaker
CT_20 Fri Day Caretaker
CT_20 Sat Day Caretaker
CT_20 Sun Late Caretaker
CT_21 Thu Early Caretaker
CT_21 Fri Early Caretaker
CT_21 Sat Early Caretaker
CT_21 Sun Early Caretaker
CT_22 Tue Late Caretaker
CT_22 Wed Late Caretaker
CT_22 Thu Late Caretaker
CT_23 Mon Night Caretaker
CT_23 Sat Day Caretaker
CT_23 Sun Day Caretaker
CT_24 Fri Late Caretaker
CT_24 Sat Late Caretaker
CT_24 Sun Late Caretaker
CT_25 Mon Day Caretaker
CT_25 Thu Night Caretaker
CT_25 Fri Night Caretaker
CT_25 Sat Night Caretaker
CT_25 Sun Night Caretaker
CT_26 Wed Early Caretaker
CT_26 Thu Early Caretaker
CT_26 Fri Early Caretaker
CT_27 Tue Night Caretaker
CT_27 Wed Night Caretaker
CT_27 Thu Night Caretaker
CT_27 Fri Night Caretaker
CT_28 Mon Early Caretaker
CT_28 Tue Early Caretaker
CT_28 Wed Early Caretaker
TR_29 Fri Early Trainee
TR_29 Sat Early Trainee
TR_29 Sun Day Trainee
TR_30 Wed Early Trainee
TR_30 Thu Late Trainee
TR_30 Fri Late Trainee
TR_31 Mon Day Trainee
TR_31 Fri Early Trainee
TR_31 Sat Early Trainee
TR_31 Sun Early Trainee
TR_32 Mon Night Trainee
TR_32 Tue Night Trainee
TR_32 Wed Night Trainee
TR_32 Thu Night Trainee
TR_32 Fri Night Trainee
TR_33 Tue Day Trainee
TR_33 Wed Day Trainee
TR_33 Thu Day Trainee
TR_33 Fri Day Trainee
TR_34 Mon Late Trainee
TR_34 Tue Late Trainee
TR_34 Wed Late Trainee
TR_34 Sat Late Trainee
TR_34 Sun Night Trainee
