ASSIGNMENTS = 501
HN_0 0/Mon Night HeadNurse
HN_2 0/Mon Early HeadNurse
HN_3 0/Mon Day Nurse
NU_5 0/Mon Late Nurse
NU_7 0/Mon Late Caretaker
NU_8 0/Mon Early Nurse
NU_9 0/Mon Late Caretaker
NU_10 0/Mon Late Caretaker
NU_12 0/Mon Night Nurse
NU_14 0/Mon Night Caretaker
NU_15 0/Mon Early Caretaker
NU_16 0/Mon Day Caretaker
CT_17 0/Mon Night Caretaker
CT_19 0/Mon Night Caretaker
CT_20 0/Mon Late Caretaker
CT_21 0/Mon Early Caretaker
CT_22 0/Mon Day Caretaker
CT_24 0/Mon Early Caretaker
TR_25 0/Mon Early Trainee
TR_26 0/Mon Late Trainee
HN_1 1/Tue Early Nurse
HN_2 1/Tue Early HeadNurse
HN_3 1/Tue Day Nurse
NU_5 1/Tue Late Nurse
NU_7 1/Tue Late Caretaker
NU_8 1/Tue Early Caretaker
NU_10 1/Tue Late Caretaker
NU_12 1/Tue Night Nurse
NU_14 1/Tue Night Caretaker
NU_16 1/Tue Day Caretaker
CT_17 1/Tue Night Caretaker
CT_18 1/Tue Day Caretaker
CT_19 1/Tue Night Caretaker
CT_20 1/Tue Late Caretaker
CT_21 1/Tue Early Caretaker
CT_22 1/Tue Day Caretaker
CT_24 1/Tue Early Caretaker
TR_25 1/Tue Early Trainee
TR_26 1/Tue Late Trainee
TR_28 1/Tue Night Trainee
HN_1 2/Wed Early Nurse
HN_2 2/Wed Early HeadNurse
NU_4 2/Wed Early Nurse
NU_6 2/Wed Late Nurse
NU_8 2/Wed Day Nurse
NU_10 2/Wed Late Nurse
NU_11 2/Wed Early Caretaker
NU_12 2/Wed Night Nurse
NU_16 2/Wed Late Caretaker
CT_17 2/Wed Night Caretaker
CT_18 2/Wed Day Caretaker
CT_19 2/Wed Night Caretaker
CT_20 2/Wed Late Caretaker
CT_21 2/Wed Early Caretaker
CT_22 2/Wed Day Caretaker
CT_23 2/Wed Late Caretaker
CT_24 2/Wed Early Caretaker
TR_25 2/Wed Early Trainee
TR_27 2/Wed Late Trainee
TR_28 2/Wed Night Trainee
HN_0 3/Thu Late HeadNurse
HN_1 3/Thu Day Caretaker
HN_2 3/Thu Early Nurse
NU_4 3/Thu Early Nurse
NU_6 3/Thu Late Nurse
NU_8 3/Thu Day Nurse
NU_9 3/Thu Early Caretaker
NU_11 3/Thu Early Caretaker
NU_12 3/Thu Night Nurse
NU_13 3/Thu Day Caretaker
NU_15 3/Thu Early Caretaker
NU_16 3/Thu Late Nurse
CT_17 3/Thu Night Caretaker
CT_19 3/Thu Night Caretaker
CT_20 3/Thu Late Caretaker
CT_22 3/Thu Day Caretaker
CT_23 3/Thu Late Caretaker
CT_24 3/Thu Late Caretaker
TR_27 3/Thu Late Trainee
TR_28 3/Thu Night Trainee
TR_29 3/Thu Day Trainee
HN_0 4/Fri Late Nurse
HN_1 4/Fri Day HeadNurse
HN_3 4/Fri Day Nurse
NU_4 4/Fri Early Nurse
NU_5 4/Fri Early Caretaker
NU_6 4/Fri Late Caretaker
NU_7 4/Fri Night Nurse
NU_8 4/Fri Day Nurse
NU_9 4/Fri Early Caretaker
NU_11 4/Fri Night Caretaker
NU_12 4/Fri Night Caretaker
NU_13 4/Fri Day Caretaker
NU_14 4/Fri Day Caretaker
NU_15 4/Fri Early Caretaker
CT_17 4/Fri Night Caretaker
CT_19 4/Fri Night Caretaker
CT_22 4/Fri Day Caretaker
CT_23 4/Fri Late Caretaker
CT_24 4/Fri Late Caretaker
TR_26 4/Fri Late Trainee
TR_29 4/Fri Day Trainee
HN_0 5/Sat Late Nurse
HN_3 5/Sat Day Nurse
NU_5 5/Sat Early Nurse
NU_7 5/Sat Night Nurse
NU_10 5/Sat Late Caretaker
NU_11 5/Sat Night Caretaker
NU_14 5/Sat Day Caretaker
NU_15 5/Sat Early Caretaker
CT_21 5/Sat Day Caretaker
CT_23 5/Sat Late Caretaker
TR_25 5/Sat Early Trainee
TR_26 5/Sat Late Trainee
TR_28 5/Sat Day Trainee
HN_0 6/Sun Late Nurse
HN_3 6/Sun Late Nurse
NU_5 6/Sun Early Nurse
NU_7 6/Sun Night Nurse
NU_10 6/Sun Late Caretaker
NU_11 6/Sun Night Nurse
NU_14 6/Sun Day Nurse
NU_15 6/Sun Early Caretaker
CT_21 6/Sun Day Caretaker
CT_23 6/Sun Late Caretaker
TR_25 6/Sun Early Trainee
TR_26 6/Sun Night Trainee
TR_28 6/Sun Day Trainee
HN_0 7/Mon Late Nurse
HN_2 7/Mon Night Nurse
HN_3 7/Mon Late HeadNurse
NU_4 7/Mon Day Nurse
NU_6 7/Mon Day Caretaker
NU_7 7/Mon Night Caretaker
NU_8 7/Mon Late Nurse
NU_9 7/Mon Early Nurse
NU_10 7/Mon Late Caretaker
NU_12 7/Mon Early Nurse
NU_13 7/Mon Day Caretaker
NU_14 7/Mon Late Caretaker
NU_15 7/Mon Early Caretaker
