SOLUTION
1 n050w8

ASSIGNMENTS = 217
HN_0 Mon Night Nurse
HN_0 Tue Night Nurse
HN_0 Wed Night HeadNurse
HN_0 Thu Night Nurse
HN_0 Fri Night Nurse
HN_1 Mon Early Nurse
HN_1 Tue Early HeadNurse
HN_1 Wed Late Nurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_2 Mon Night Nurse
HN_2 Fri Day Nurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day HeadNurse
HN_3 Mon Day HeadNurse
HN_3 Thu Early HeadNurse
HN_3 Fri Early Nurse
HN_3 Sat Early HeadNurse
HN_3 Sun Late Nurse
HN_4 Mon Late HeadNurse
HN_4 Tue Late Nurse
HN_4 Fri Night Nurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night Nurse
HN_5 Wed Day Nurse
HN_5 Thu Day Nurse
HN_5 Fri Day Nurse
NU_6 Mon Night Caretaker
NU_6 Tue Night Nurse
NU_6 Wed Night Nurse
NU_6 Thu Night Nurse
NU_6 Fri Night Nurse
NU_7 Tue Early Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_8 Thu Early Nurse
NU_8 Fri Early Nurse
NU_8 Sat Early Nurse
NU_8 Sun Late Nurse
NU_9 Mon Late Nurse
NU_9 Tue Late Nurse
NU_9 Wed Late Nurse
NU_9 Thu Late Nurse
NU_9 Fri Late Nurse
NU_10 Mon Late Nurse
NU_10 Tue Late Nurse
NU_10 Fri Night Caretaker
NU_10 Sat Night Nurse
NU_10 Sun Night Nurse
NU_11 Mon Night Caretaker
NU_11 Tue Night Nurse
NU_11 Wed Night Nurse
NU_11 Thu Night Nurse
NU_11 Fri Night Caretaker
NU_12 Mon Day Nurse
NU_12 Tue Day Nurse
NU_12 Wed Day Nurse
NU_12 Thu Early Nurse
NU_12 Fri Early Nurse
NU_13 Mon Late Caretaker
NU_13 Tue Late Caretaker
NU_13 Wed Late Nurse
NU_13 Thu Late Nurse
NU_13 Fri Late Nurse
NU_14 Mon Late Caretaker
NU_14 Sat Night Caretaker
NU_14 Sun Night Caretaker
NU_15 Wed Day Nurse
NU_15 Thu Day Nurse
NU_15 Fri Day Caretaker
NU_16 Mon Late Caretaker
NU_16 Tue Late Caretaker
NU_16 Wed Late Caretaker
NU_16 Thu Late Nurse
NU_17 Mon Early Nurse
NU_17 Tue Early Nurse
NU_17 Wed Day Caretaker
NU_17 Thu Day Nurse
NU_18 Mon Night Caretaker
NU_18 Sat Day Nurse
NU_18 Sun Day Nurse
NU_19 Mon Late Caretaker
NU_19 Thu Day Caretaker
NU_19 Fri Day Caretaker
NU_19 Sat Day Caretaker
NU_19 Sun Early Nurse
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Late Caretaker
NU_20 Thu Late Nurse
NU_20 Fri Late Caretaker
NU_21 Wed Day Caretaker
NU_21 Thu Day Caretaker
NU_21 Fri Day Caretaker
NU_21 Sat Day Caretaker
NU_21 Sun Day Caretaker
NU_22 Mon Day Nurse
NU_22 Thu Early Caretaker
NU_22 Fri Early Caretaker
NU_22 Sat Early Caretaker
NU_22 Sun Early Nurse
NU_23 Mon Early Nurse
NU_23 Tue Early Caretaker
NU_23 Wed Early Nurse
NU_23 Thu Early Caretaker
NU_23 Fri Early Caretaker
NU_24 Mon Day Caretaker
NU_24 Thu Early Caretaker
NU_24 Fri Early Caretaker
NU_24 Sat Late Nurse
NU_24 Sun Late Caretaker
NU_25 Mon Night Caretaker
NU_25 Tue Night Nurse
NU_25 Wed Night Caretaker
NU_25 Thu Night Nurse
NU_25 Fri Night Caretaker
NU_26 Mon Day Caretaker
NU_26 Tue Day Nurse
NU_26 Wed Late Caretaker
NU_26 Thu Late Caretaker
