ASSIGNMENTS = 2030
HN_0 0/Mon Night Nurse
HN_1 0/Mon Late HeadNurse
HN_3 0/Mon Day HeadNurse
NU_8 0/Mon Late Nurse
NU_10 0/Mon Early Nurse
NU_12 0/Mon Night Nurse
NU_13 0/Mon Early Nurse
NU_17 0/Mon Day Nurse
NU_18 0/Mon Early Nurse
NU_19 0/Mon Day Nurse
NU_20 0/Mon Late Nurse
NU_25 0/Mon Night Nurse
NU_26 0/Mon Day Nurse
NU_27 0/Mon Night Caretaker
NU_28 0/Mon Early Caretaker
NU_32 0/Mon Late Nurse
NU_33 0/Mon Night Caretaker
NU_34 0/Mon Day Caretaker
NU_36 0/Mon Late Caretaker
NU_37 0/Mon Day Caretaker
NU_39 0/Mon Night Caretaker
CT_40 0/Mon Night Caretaker
CT_41 0/Mon Early Caretaker
CT_43 0/Mon Day Caretaker
CT_44 0/Mon Day Caretaker
CT_48 0/Mon Late Caretaker
CT_49 0/Mon Early Caretaker
CT_51 0/Mon Early Caretaker
CT_52 0/Mon Late Caretaker
CT_53 0/Mon Day Caretaker
CT_54 0/Mon Night Caretaker
CT_56 0/Mon Late Caretaker
TR_60 0/Mon Day Trainee
TR_62 0/Mon Night Trainee
TR_64 0/Mon Night Trainee
TR_67 0/Mon Early Trainee
TR_69 0/Mon Late Trainee
HN_0 1/Tue Night Nurse
HN_1 1/Tue Late HeadNurse
HN_7 1/Tue Late Nurse
NU_8 1/Tue Late Nurse
NU_9 1/Tue Day Nurse
NU_10 1/Tue Early Nurse
NU_12 1/Tue Night Nurse
NU_13 1/Tue Early Nurse
NU_17 1/Tue Day Nurse
NU_19 1/Tue Day Nurse
NU_20 1/Tue Late Nurse
NU_25 1/Tue Night Nurse
NU_26 1/Tue Day Nurse
NU_27 1/Tue Night Caretaker
NU_28 1/Tue Early Nurse
NU_33 1/Tue Night Caretaker
NU_35 1/Tue Early Caretaker
NU_36 1/Tue Late Caretaker
NU_37 1/Tue Day Caretaker
NU_38 1/Tue Day Caretaker
NU_39 1/Tue Night Caretaker
CT_40 1/Tue Night Caretaker
CT_41 1/Tue Early Caretaker
CT_42 1/Tue Early Caretaker
CT_43 1/Tue Day Caretaker
CT_44 1/Tue Day Caretaker
CT_48 1/Tue Late Caretaker
CT_49 1/Tue Early Caretaker
CT_51 1/Tue Early Caretaker
CT_52 1/Tue Late Caretaker
CT_53 1/Tue Day Caretaker
CT_54 1/Tue Night Caretaker
CT_56 1/Tue Late Caretaker
CT_57 1/Tue Early Caretaker
CT_59 1/Tue Late Caretaker
TR_60 1/Tue Day Trainee
TR_61 1/Tue Day Trainee
TR_62 1/Tue Night Trainee
TR_64 1/Tue Night Trainee
TR_67 1/Tue Early Trainee
TR_69 1/Tue Late Trainee
HN_0 2/Wed Night Nurse
HN_4 2/Wed Day Nurse
HN_7 2/Wed Late HeadNurse
NU_8 2/Wed Late Nurse
NU_9 2/Wed Day Nurse
NU_10 2/Wed Early Nurse
NU_11 2/Wed Day Caretaker
NU_12 2/Wed Night Nurse
NU_13 2/Wed Early Nurse
NU_16 2/Wed Day Caretaker
NU_17 2/Wed Early Nurse
NU_19 2/Wed Day Caretaker
NU_25 2/Wed Night Nurse
NU_27 2/Wed Night Caretaker
NU_28 2/Wed Day Caretaker
NU_35 2/Wed Early Nurse
NU_37 2/Wed Late Nurse
NU_38 2/Wed Day Caretaker
NU_39 2/Wed Night Caretaker
CT_40 2/Wed Night Caretaker
CT_41 2/Wed Early Caretaker
CT_42 2/Wed Early Caretaker
CT_43 2/Wed Day Caretaker
CT_44 2/Wed Early Caretaker
CT_45 2/Wed Early Caretaker
CT_46 2/Wed Night Caretaker
CT_48 2/Wed Late Caretaker
CT_52 2/Wed Late Caretaker
CT_54 2/Wed Night Caretaker
CT_55 2/Wed Night Caretaker
CT_56 2/Wed Late Caretaker
CT_57 2/Wed Early Caretaker
CT_59 2/Wed Late Caretaker
TR_60 2/Wed Day Trainee
TR_61 2/Wed Day Trainee
TR_62 2/Wed Night Trainee
TR_63 2/Wed Early Trainee
TR_64 2/Wed Night Trainee
TR_66 2/Wed Late Trainee
TR_69 2/Wed Late Trainee
HN_0 3/Thu Night HeadNurse
HN_4 3/Thu Day HeadNurse
HN_6 3/Thu Early HeadNurse
HN_7 3/Thu Late Nurse
NU_8 3/Thu Late Nurse
NU_9 3/Thu Day Nurse
NU_10 3/Thu Day Nurse
NU_11 3/Thu Day Nurse
NU_12 3/Thu Night Nurse
NU_13 3/Thu Early Nurse
NU_16 3/Thu Day Caretaker
NU_17 3/Thu Early Nurse
NU_18 3/Thu Late Caretaker
NU_19 3/Thu Day Caretaker
NU_21 3/Thu Night Nurse
NU_23 3/Thu Day Caretaker
NU_24 3/Thu Early Nurse
NU_25 3/Thu Night Nurse
NU_27 3/Thu Night Nurse
NU_28 3/Thu Day Caretaker
NU_30 3/Thu Day Caretaker
NU_32 3/Thu Night Caretaker
NU_35 3/Thu Early Caretaker
NU_37 3/Thu Late Caretaker
NU_38 3/Thu Day Caretaker
CT_40 3/Thu Night Caretaker
CT_41 3/Thu Early Caretaker
CT_42 3/Thu Early Caretaker
CT_43 3/Thu Early Caretaker
CT_44 3/Thu Early Caretaker
CT_45 3/Thu Early Caretaker
CT_46 3/Thu Night Caretaker
CT_48 3/Thu Late Caretaker
CT_52 3/Thu Late Caretaker
CT_54 3/Thu Night Caretaker
CT_55 3/Thu Night Caretaker
CT_56 3/Thu Late Caretaker
CT_57 3/Thu Early Caretaker
CT_58 3/Thu Day Caretaker
CT_59 3/Thu Late Caretaker
TR_60 3/Thu Day Trainee
TR_61 3/Thu Day Trainee
TR_63 3/Thu Early Trainee
TR_64 3/Thu Night Trainee
TR_65 3/Thu Early Trainee
TR_66 3/Thu Late Trainee
HN_1 4/Fri Night Nurse
HN_3 4/Fri Late HeadNurse
HN_4 4/Fri Day HeadNurse
HN_5 4/Fri Early HeadNurse
HN_6 4/Fri Early Nurse
NU_8 4/Fri Late Nurse
NU_10 4/Fri Day Nurse
NU_11 4/Fri Day Nurse
NU_14 4/Fri Day Nurse
NU_16 4/Fri Day Nurse
NU_18 4/Fri Late Nurse
NU_19 4/Fri Day Caretaker
NU_21 4/Fri Night Nurse
NU_22 4/Fri Late Nurse
NU_23 4/Fri Day Caretaker
NU_24 4/Fri Early Nurse
NU_25 4/Fri Night Nurse
NU_30 4/Fri Day Caretaker
NU_31 4/Fri Early Caretaker
NU_32 4/Fri Night Caretaker
NU_37 4/Fri Late Caretaker
CT_40 4/Fri Night Caretaker
CT_42 4/Fri Early Caretaker
CT_43 4/Fri Early Caretaker
CT_44 4/Fri Early Caretaker
CT_45 4/Fri Early Caretaker
CT_46 4/Fri Night Caretaker
CT_47 4/Fri Day Caretaker
CT_48 4/Fri Late Caretaker
CT_50 4/Fri Late Caretaker
CT_54 4/Fri Night Caretaker
CT_55 4/Fri Night Caretaker
CT_56 4/Fri Late Caretaker
CT_58 4/Fri Day Caretaker
CT_59 4/Fri Late Caretaker
TR_61 4/Fri Day Trainee
TR_63 4/Fri Day Trainee
TR_64 4/Fri Night Trainee
TR_65 4/Fri Early Trainee
TR_66 4/Fri Late Trainee
HN_1 5/Sat Night HeadNurse
HN_3 5/Sat Late HeadNurse
HN_5 5/Sat Early HeadNurse
HN_6 5/Sat Day HeadNurse
NU_14 5/Sat Day Nurse
NU_15 5/Sat Early Nurse
NU_18 5/Sat Late Nurse
NU_21 5/Sat Night Nurse
NU_22 5/Sat Late Nurse
NU_23 5/Sat Early Caretaker
NU_24 5/Sat Early Caretaker
