ASSIGNMENTS = 1259
HN_0 0/Mon Early HeadNurse
HN_1 0/Mon Day Caretaker
HN_2 0/Mon Late Caretaker
HN_3 0/Mon Early Nurse
HN_4 0/Mon Night Caretaker
NU_9 0/Mon Night Nurse
NU_10 0/Mon Late Nurse
NU_12 0/Mon Day Nurse
NU_13 0/Mon Late Caretaker
NU_14 0/Mon Late Caretaker
NU_15 0/Mon Early Caretaker
NU_16 0/Mon Day Caretaker
NU_17 0/Mon Late Caretaker
CT_19 0/Mon Night Caretaker
CT_22 0/Mon Late Caretaker
CT_24 0/Mon Night Caretaker
CT_25 0/Mon Day Caretaker
CT_26 0/Mon Early Caretaker
CT_27 0/Mon Night Caretaker
CT_29 0/Mon Day Caretaker
CT_31 0/Mon Early Caretaker
TR_32 0/Mon Day Trainee
TR_33 0/Mon Day Trainee
TR_35 0/Mon Early Trainee
TR_37 0/Mon Night Trainee
TR_38 0/Mon Late Trainee
HN_0 1/Tue Early Nurse
HN_1 1/Tue Day HeadNurse
HN_3 1/Tue Early Caretaker
HN_4 1/Tue Night HeadNurse
NU_7 1/Tue Day Nurse
NU_9 1/Tue Night Nurse
NU_12 1/Tue Day Nurse
NU_14 1/Tue Late Nurse
NU_15 1/Tue Early Caretaker
NU_16 1/Tue Day Caretaker
NU_17 1/Tue Late Caretaker
CT_18 1/Tue Late Caretaker
CT_19 1/Tue Night Caretaker
CT_22 1/Tue Late Caretaker
CT_23 1/Tue Late Caretaker
CT_24 1/Tue Night Caretaker
CT_25 1/Tue Day Caretaker
CT_27 1/Tue Night Caretaker
CT_28 1/Tue Night Caretaker
CT_29 1/Tue Day Caretaker
CT_31 1/Tue Early Caretaker
TR_33 1/Tue Day Trainee
TR_35 1/Tue Early Trainee
TR_38 1/Tue Late Trainee
TR_39 1/Tue Night Trainee
HN_1 2/Wed Early Nurse
HN_3 2/Wed Early Caretaker
HN_5 2/Wed Night Nurse
NU_6 2/Wed Early Nurse
NU_7 2/Wed Day Nurse
NU_8 2/Wed Day Nurse
NU_9 2/Wed Night Nurse
NU_12 2/Wed Day Caretaker
NU_14 2/Wed Late Nurse
NU_15 2/Wed Day Caretaker
NU_17 2/Wed Late Caretaker
CT_18 2/Wed Late Caretaker
CT_20 2/Wed Day Caretaker
CT_23 2/Wed Late Caretaker
CT_24 2/Wed Night Caretaker
CT_25 2/Wed Night Caretaker
CT_28 2/Wed Night Caretaker
CT_29 2/Wed Early Caretaker
CT_30 2/Wed Late Caretaker
CT_31 2/Wed Early Caretaker
TR_33 2/Wed Day Trainee
TR_34 2/Wed Night Trainee
TR_35 2/Wed Early Trainee
TR_38 2/Wed Late Trainee
TR_39 2/Wed Night Trainee
HN_1 3/Thu Early HeadNurse
HN_5 3/Thu Night HeadNurse
NU_6 3/Thu Early Nurse
NU_7 3/Thu Day Nurse
NU_8 3/Thu Day Caretaker
NU_9 3/Thu Night Nurse
NU_10 3/Thu Night Nurse
NU_11 3/Thu Late Nurse
NU_12 3/Thu Day Caretaker
NU_13 3/Thu Early Caretaker
NU_14 3/Thu Late Nurse
NU_15 3/Thu Day Caretaker
NU_17 3/Thu Late Caretaker
CT_18 3/Thu Late Caretaker
CT_20 3/Thu Day Caretaker
CT_23 3/Thu Late Caretaker
CT_24 3/Thu Night Caretaker
CT_25 3/Thu Night Caretaker
CT_26 3/Thu Early Caretaker
CT_28 3/Thu Night Caretaker
CT_29 3/Thu Early Caretaker
CT_30 3/Thu Late Caretaker
CT_31 3/Thu Early Caretaker
TR_33 3/Thu Day Trainee
TR_34 3/Thu Night Trainee
TR_35 3/Thu Late Trainee
TR_36 3/Thu Day Trainee
TR_39 3/Thu Night Trainee
HN_0 4/Fri Late Nurse
HN_5 4/Fri Night HeadNurse
NU_6 4/Fri Early Nurse
NU_8 4/Fri Day Nurse
NU_10 4/Fri Night Nurse
NU_11 4/Fri Late Caretaker
NU_12 4/Fri Day Nurse
NU_13 4/Fri Early Caretaker
NU_16 4/Fri Day Caretaker
CT_20 4/Fri Day Caretaker
CT_22 4/Fri Day Caretaker
CT_25 4/Fri Night Caretaker
CT_26 4/Fri Early Caretaker
CT_28 4/Fri Night Caretaker
CT_29 4/Fri Early Caretaker
CT_30 4/Fri Late Caretaker
TR_32 4/Fri Early Trainee
TR_34 4/Fri Night Trainee
TR_35 4/Fri Late Trainee
TR_36 4/Fri Day Trainee
TR_39 4/Fri Night Trainee
HN_0 5/Sat Late Caretaker
HN_2 5/Sat Early Nurse
HN_4 5/Sat Early Caretaker
HN_5 5/Sat Night Caretaker
NU_10 5/Sat Night Nurse
NU_11 5/Sat Late Nurse
NU_13 5/Sat Late Caretaker
NU_16 5/Sat Day Nurse
CT_20 5/Sat Late Caretaker
CT_21 5/Sat Day Caretaker
CT_22 5/Sat Day Caretaker
CT_26 5/Sat Early Caretaker
TR_32 5/Sat Early Trainee
TR_36 5/Sat Late Trainee
TR_37 5/Sat Day Trainee
TR_38 5/Sat Night Trainee
HN_0 6/Sun Late HeadNurse
HN_2 6/Sun Early HeadNurse
HN_4 6/Sun Early Nurse
HN_5 6/Sun Night Caretaker
NU_10 6/Sun Night Nurse
NU_11 6/Sun Late Nurse
NU_13 6/Sun Late Caretaker
NU_16 6/Sun Day Nurse
CT_20 6/Sun Late Caretaker
CT_21 6/Sun Day Caretaker
CT_22 6/Sun Day Caretaker
CT_26 6/Sun Early Caretaker
TR_32 6/Sun Early Trainee
TR_36 6/Sun Late Trainee
TR_37 6/Sun Day Trainee
TR_38 6/Sun Night Trainee
HN_2 7/Mon Early HeadNurse
HN_3 7/Mon Late Nurse
HN_4 7/Mon Day Nurse
NU_10 7/Mon Night Nurse
NU_14 7/Mon Early Nurse
NU_15 7/Mon Early Caretaker
NU_16 7/Mon Late Caretaker
CT_19 7/Mon Early Caretaker
CT_21 7/Mon Late Caretaker
CT_22 7/Mon Early Caretaker
CT_24 7/Mon Night Caretaker
CT_25 7/Mon Night Caretaker
CT_27 7/Mon Early Caretaker
CT_28 7/Mon Day Caretaker
CT_30 7/Mon Day Caretaker
CT_31 7/Mon Day Caretaker
TR_32 7/Mon Early Trainee
TR_33 7/Mon Late Trainee
TR_37 7/Mon Day Trainee
TR_38 7/Mon Night Trainee
HN_2 8/Tue Late Nurse
HN_3 8/Tue Late Caretaker
HN_4 8/Tue Day HeadNurse
NU_8 8/Tue Night Nurse
NU_9 8/Tue Day Nurse
NU_12 8/Tue Day Caretaker
NU_14 8/Tue Early Nurse
NU_15 8/Tue Early Nurse
NU_16 8/Tue Late Caretaker
NU_17 8/Tue Late Caretaker
CT_18 8/Tue Late Caretaker
CT_19 8/Tue Early Caretaker
CT_21 8/Tue Late Caretaker
CT_22 8/Tue Early Caretaker
CT_24 8/Tue Night Caretaker
CT_25 8/Tue Night Caretaker
CT_27 8/Tue Early Caretaker
CT_28 8/Tue Day Caretaker
CT_29 8/Tue Day Caretaker
CT_30 8/Tue Day Caretaker
CT_31 8/Tue Day Caretaker
TR_33 8/Tue Late Trainee
TR_35 8/Tue Day Trainee
TR_38 8/Tue Night Trainee
HN_1 9/Wed Late Caretaker
HN_2 9/Wed Late Caretaker
HN_3 9/Wed Night Nurse
NU_7 9/Wed Night Caretaker
NU_8 9/Wed Night Caretaker
NU_9 9/Wed Day Nurse
NU_12 9/Wed Day Caretaker
NU_13 9/Wed Early Nurse
NU_14 9/Wed Day Caretaker
NU_15 9/Wed Early Caretaker
NU_17 9/Wed Late Nurse
CT_18 9/Wed Late Caretaker
CT_19 9/Wed Early Caretaker
CT_23 9/Wed Late Caretaker
CT_24 9/Wed Night Caretaker
CT_25 9/Wed Night Caretaker
CT_27 9/Wed Early Caretaker
CT_28 9/Wed Day Caretaker
CT_29 9/Wed Day Caretaker
CT_30 9/Wed Day Caretaker
CT_31 9/Wed Early Caretaker
TR_33 9/Wed Late Trainee
TR_34 9/Wed Early Trainee
TR_35 9/Wed Day Trainee
TR_39 9/Wed Day Trainee
HN_0 10/Thu Early Nurse
HN_1 10/Thu Late HeadNurse
HN_3 10/Thu Night Nurse
NU_6 10/Thu Early Nurse
NU_7 10/Thu Night Caretaker
NU_8 10/Thu Night Caretaker
NU_9 10/Thu Day Nurse
NU_12 10/Thu Day Caretaker
NU_13 10/Thu Early Caretaker
NU_14 10/Thu Day Caretaker
NU_15 10/Thu Early Caretaker
NU_17 10/Thu Late Nurse
CT_18 10/Thu Late Caretaker
CT_23 10/Thu Late Caretaker
CT_24 10/Thu Night Caretaker
CT_26 10/Thu Early Caretaker
CT_29 10/Thu Day Caretaker
CT_30 10/Thu Late Caretaker
CT_31 10/Thu Early Caretaker
TR_33 10/Thu Late Trainee
TR_34 10/Thu Early Trainee
TR_35 10/Thu Day Trainee
TR_39 10/Thu Night Trainee
HN_0 11/Fri Early Nurse
HN_1 11/Fri Late Nurse
HN_3 11/Fri Night Nurse
HN_4 11/Fri Day HeadNurse
HN_5 11/Fri Late Caretaker
NU_6 11/Fri Early Caretaker
NU_7 11/Fri Night Nurse
NU_8 11/Fri Night Caretaker
NU_9 11/Fri Day Nurse
NU_10 11/Fri Late Nurse
NU_12 11/Fri Day Nurse
NU_13 11/Fri Early Caretaker
NU_14 11/Fri Day Caretaker
NU_16 11/Fri Night Caretaker
NU_17 11/Fri Late Caretaker
CT_20 11/Fri Night Caretaker
CT_22 11/Fri Day Caretaker
CT_23 11/Fri Late Caretaker
CT_24 11/Fri Night Caretaker
CT_26 11/Fri Early Caretaker
CT_29 11/Fri Day Caretaker
CT_30 11/Fri Late Caretaker
CT_31 11/Fri Early Caretaker
TR_32 11/Fri Late Trainee
TR_34 11/Fri Early Trainee
TR_38 11/Fri Early Trainee
TR_39 11/Fri Night Trainee
HN_0 12/Sat Early HeadNurse
HN_3 12/Sat Night HeadNurse
HN_4 12/Sat Day Nurse
HN_5 12/Sat Late Caretaker
NU_6 12/Sat Early Nurse
NU_7 12/Sat Night Nurse
NU_10 12/Sat Late Nurse
NU_11 12/Sat Day Nurse
NU_16 12/Sat Night Caretaker
CT_20 12/Sat Night Caretaker
CT_22 12/Sat Day Caretaker
CT_25 12/Sat Early Caretaker
CT_26 12/Sat Early Caretaker
CT_28 12/Sat Late Caretaker
TR_32 12/Sat Late Trainee
TR_36 12/Sat Day Trainee
TR_37 12/Sat Night Trainee
TR_38 12/Sat Early Trainee
TR_39 12/Sat Night Trainee
HN_0 13/Sun Day Nurse
HN_3 13/Sun Night Caretaker
HN_4 13/Sun Day Caretaker
HN_5 13/Sun Night Caretaker
NU_6 13/Sun Early Nurse
NU_7 13/Sun Night Nurse
NU_10 13/Sun Late Nurse
NU_11 13/Sun Day Nurse
NU_16 13/Sun Night Nurse
CT_20 13/Sun Night Caretaker
CT_22 13/Sun Day Caretaker
CT_25 13/Sun Early Caretaker
CT_26 13/Sun Early Caretaker
CT_28 13/Sun Late Caretaker
TR_32 13/Sun Late Trainee
TR_36 13/Sun Day Trainee
TR_37 13/Sun Night Trainee
TR_38 13/Sun Day Trainee
TR_39 13/Sun Night Trainee
HN_0 14/Mon Day HeadNurse
HN_2 14/Mon Early Nurse
HN_4 14/Mon Day Caretaker
HN_5 14/Mon Night Caretaker
NU_8 14/Mon Late Nurse
NU_10 14/Mon Late Caretaker
NU_11 14/Mon Day Nurse
NU_12 14/Mon Night Nurse
NU_13 14/Mon Day Caretaker
NU_15 14/Mon Late Caretaker
NU_16 14/Mon Night Caretaker
CT_18 14/Mon Early Caretaker
CT_20 14/Mon Night Caretaker
CT_21 14/Mon Early Caretaker
CT_22 14/Mon Day Caretaker
CT_24 14/Mon Day Caretaker
CT_25 14/Mon Late Caretaker
CT_28 14/Mon Late Caretaker
CT_29 14/Mon Early Caretaker
CT_30 14/Mon Day Caretaker
CT_31 14/Mon Night Caretaker
TR_32 14/Mon Late Trainee
TR_35 14/Mon Early Trainee
TR_36 14/Mon Early Trainee
TR_37 14/Mon Night Trainee
TR_38 14/Mon Day Trainee
HN_1 15/Tue Late Nurse
HN_2 15/Tue Early Nurse
HN_5 15/Tue Night Caretaker
NU_8 15/Tue Late Nurse
NU_9 15/Tue Early Nurse
NU_10 15/Tue Late Caretaker
NU_11 15/Tue Day Nurse
NU_12 15/Tue Night Nurse
NU_13 15/Tue Day Caretaker
NU_14 15/Tue Early Caretaker
NU_15 15/Tue Late Caretaker
NU_17 15/Tue Night Caretaker
CT_18 15/Tue Early Caretaker
CT_19 15/Tue Early Caretaker
CT_21 15/Tue Early Caretaker
CT_24 15/Tue Day Caretaker
CT_25 15/Tue Late Caretaker
CT_27 15/Tue Day Caretaker
CT_29 15/Tue Early Caretaker
CT_30 15/Tue Day Caretaker
CT_31 15/Tue Night Caretaker
TR_33 15/Tue Day Trainee
TR_35 15/Tue Early Trainee
TR_36 15/Tue Early Trainee
TR_37 15/Tue Night Trainee
TR_38 15/Tue Day Trainee
HN_1 16/Wed Late Nurse
HN_2 16/Wed Day Nurse
HN_5 16/Wed Night Caretaker
NU_8 16/Wed Late Caretaker
NU_9 16/Wed Early Nurse
NU_12 16/Wed Night Nurse
NU_13 16/Wed Late Caretaker
NU_14 16/Wed Early Nurse
NU_15 16/Wed Late Caretaker
NU_17 16/Wed Night Nurse
CT_18 16/Wed Early Caretaker
CT_19 16/Wed Early Caretaker
CT_21 16/Wed Early Caretaker
CT_24 16/Wed Day Caretaker
CT_26 16/Wed Late Caretaker
CT_27 16/Wed Day Caretaker
CT_29 16/Wed Day Caretaker
CT_30 16/Wed Late Caretaker
CT_31 16/Wed Night Caretaker
TR_33 16/Wed Day Trainee
TR_34 16/Wed Early Trainee
TR_35 16/Wed Early Trainee
HN_0 17/Thu Night HeadNurse
HN_1 17/Thu Late Caretaker
HN_2 17/Thu Day HeadNurse
HN_4 17/Thu Day Nurse
HN_5 17/Thu Night Caretaker
NU_8 17/Thu Late Nurse
NU_9 17/Thu Early Nurse
NU_12 17/Thu Night Nurse
NU_13 17/Thu Late Caretaker
NU_14 17/Thu Day Nurse
NU_15 17/Thu Late Caretaker
NU_16 17/Thu Early Nurse
NU_17 17/Thu Night Caretaker
CT_19 17/Thu Early Caretaker
CT_22 17/Thu Day Caretaker
CT_23 17/Thu Day Caretaker
CT_24 17/Thu Day Caretaker
CT_26 17/Thu Late Caretaker
CT_27 17/Thu Early Caretaker
CT_28 17/Thu Early Caretaker
CT_29 17/Thu Day Caretaker
CT_30 17/Thu Late Caretaker
CT_31 17/Thu Night Caretaker
TR_33 17/Thu Late Trainee
TR_34 17/Thu Early Trainee
TR_35 17/Thu Early Trainee
TR_39 17/Thu Night Trainee
HN_0 18/Fri Night Caretaker
HN_3 18/Fri Late HeadNurse
HN_4 18/Fri Day Nurse
NU_8 18/Fri Late Nurse
NU_9 18/Fri Early Nurse
NU_10 18/Fri Late Caretaker
NU_13 18/Fri Late Caretaker
NU_14 18/Fri Day Caretaker
NU_16 18/Fri Early Caretaker
NU_17 18/Fri Night Nurse
CT_22 18/Fri Day Caretaker
CT_23 18/Fri Day Caretaker
CT_25 18/Fri Night Caretaker
CT_26 18/Fri Late Caretaker
CT_27 18/Fri Early Caretaker
CT_28 18/Fri Early Caretaker
CT_30 18/Fri Late Caretaker
CT_31 18/Fri Night Caretaker
TR_33 18/Fri Late Trainee
TR_34 18/Fri Early Trainee
TR_35 18/Fri Early Trainee
TR_38 18/Fri Late Trainee
TR_39 18/Fri Night Trainee
HN_0 19/Sat Night Caretaker
HN_3 19/Sat Late HeadNurse
HN_4 19/Sat Day Nurse
NU_6 19/Sat Night Nurse
NU_7 19/Sat Early Nurse
NU_10 19/Sat Late Nurse
NU_16 19/Sat Day Caretaker
CT_20 19/Sat Day Caretaker
CT_22 19/Sat Early Caretaker
CT_23 19/Sat Late Caretaker
CT_25 19/Sat Night Caretaker
CT_28 19/Sat Day Caretaker
TR_32 19/Sat Early Trainee
TR_38 19/Sat Late Trainee
TR_39 19/Sat Night Trainee
HN_0 20/Sun Night HeadNurse
HN_3 20/Sun Late HeadNurse
HN_4 20/Sun Early Nurse
NU_6 20/Sun Night Nurse
NU_7 20/Sun Early Caretaker
NU_10 20/Sun Late Nurse
NU_16 20/Sun Day Nurse
CT_20 20/Sun Day Caretaker
CT_22 20/Sun Early Caretaker
CT_23 20/Sun Late Caretaker
CT_25 20/Sun Night Caretaker
CT_28 20/Sun Day Caretaker
TR_32 20/Sun Day Trainee
TR_38 20/Sun Late Trainee
TR_39 20/Sun Night Trainee
HN_2 21/Mon Day Nurse
HN_3 21/Mon Late HeadNurse
HN_4 21/Mon Early HeadNurse
HN_5 21/Mon Night Caretaker
NU_6 21/Mon Night Nurse
NU_7 21/Mon Late Nurse
NU_8 21/Mon Early Nurse
NU_10 21/Mon Late Nurse
NU_11 21/Mon Late Caretaker
NU_12 21/Mon Late Caretaker
NU_13 21/Mon Early Nurse
NU_14 21/Mon Early Caretaker
NU_15 21/Mon Night Caretaker
NU_16 21/Mon Day Nurse
CT_18 21/Mon Day Caretaker
CT_20 21/Mon Day Caretaker
CT_21 21/Mon Late Caretaker
CT_22 21/Mon Early Caretaker
CT_24 21/Mon Early Caretaker
CT_25 21/Mon Night Caretaker
CT_26 21/Mon Early Caretaker
CT_28 21/Mon Day Caretaker
CT_29 21/Mon Day Caretaker
CT_30 21/Mon Day Caretaker
CT_31 21/Mon Night Caretaker
TR_32 21/Mon Day Trainee
TR_35 21/Mon Early Trainee
TR_36 21/Mon Late Trainee
TR_37 21/Mon Early Trainee
TR_38 21/Mon Late Trainee
HN_1 22/Tue Late Caretaker
HN_2 22/Tue Day Nurse
HN_5 22/Tue Night HeadNurse
NU_6 22/Tue Night Nurse
NU_7 22/Tue Late Nurse
NU_8 22/Tue Early Nurse
NU_9 22/Tue Night Caretaker
NU_10 22/Tue Late Nurse
NU_11 22/Tue Late Caretaker
NU_12 22/Tue Late Caretaker
NU_13 22/Tue Early Caretaker
NU_14 22/Tue Early Caretaker
NU_15 22/Tue Night Caretaker
CT_18 22/Tue Day Caretaker
CT_20 22/Tue Late Caretaker
CT_21 22/Tue Late Caretaker
CT_24 22/Tue Early Caretaker
CT_25 22/Tue Night Caretaker
CT_26 22/Tue Early Caretaker
CT_29 22/Tue Day Caretaker
CT_30 22/Tue Day Caretaker
CT_31 22/Tue Night Caretaker
TR_32 22/Tue Day Trainee
TR_35 22/Tue Night Trainee
TR_36 22/Tue Late Trainee
TR_37 22/Tue Early Trainee
HN_0 23/Wed Early Nurse
HN_1 23/Wed Late Nurse
HN_2 23/Wed Day HeadNurse
HN_5 23/Wed Night Caretaker
NU_8 23/Wed Early Caretaker
NU_9 23/Wed Night Nurse
NU_11 23/Wed Late Nurse
NU_12 23/Wed Late Caretaker
NU_13 23/Wed Late Caretaker
NU_14 23/Wed Late Caretaker
NU_15 23/Wed Night Caretaker
NU_17 23/Wed Day Nurse
CT_18 23/Wed Day Caretaker
CT_19 23/Wed Late Caretaker
CT_20 23/Wed Late Caretaker
CT_21 23/Wed Late Caretaker
CT_24 23/Wed Day Caretaker
CT_26 23/Wed Early Caretaker
CT_29 23/Wed Early Caretaker
CT_30 23/Wed Late Caretaker
CT_31 23/Wed Night Caretaker
TR_32 23/Wed Day Trainee
TR_33 23/Wed Early Trainee
TR_34 23/Wed Day Trainee
