ASSIGNMENTS = 535
HN_1 0/Mon Late Nurse
HN_2 0/Mon Day HeadNurse
HN_3 0/Mon Early Caretaker
HN_4 0/Mon Late Nurse
HN_5 0/Mon Night Caretaker
NU_6 0/Mon Day Nurse
NU_7 0/Mon Day Caretaker
NU_8 0/Mon Night Nurse
NU_9 0/Mon Night Caretaker
NU_14 0/Mon Early Nurse
NU_15 0/Mon Late Caretaker
NU_16 0/Mon Night Caretaker
CT_17 0/Mon Late Caretaker
CT_18 0/Mon Day Caretaker
CT_19 0/Mon Day Caretaker
CT_20 0/Mon Late Caretaker
CT_21 0/Mon Early Caretaker
CT_23 0/Mon Day Caretaker
CT_25 0/Mon Night Caretaker
CT_26 0/Mon Early Caretaker
CT_27 0/Mon Late Caretaker
TR_29 0/Mon Early Trainee
TR_30 0/Mon Late Trainee
TR_34 0/Mon Day Trainee
HN_1 1/Tue Late Nurse
HN_2 1/Tue Day Caretaker
HN_3 1/Tue Early HeadNurse
HN_4 1/Tue Late Caretaker
NU_7 1/Tue Day Nurse
NU_9 1/Tue Night Nurse
NU_11 1/Tue Late Nurse
NU_12 1/Tue Early Nurse
NU_13 1/Tue Early Caretaker
NU_14 1/Tue Early Caretaker
NU_15 1/Tue Late Caretaker
NU_16 1/Tue Night Caretaker
CT_17 1/Tue Late Caretaker
CT_18 1/Tue Day Caretaker
CT_19 1/Tue Day Caretaker
CT_21 1/Tue Early Caretaker
CT_25 1/Tue Night Caretaker
CT_26 1/Tue Early Caretaker
CT_27 1/Tue Late Caretaker
TR_29 1/Tue Early Trainee
TR_34 1/Tue Night Trainee
HN_3 2/Wed Early Nurse
HN_4 2/Wed Late Nurse
NU_7 2/Wed Day Nurse
NU_11 2/Wed Late Caretaker
NU_12 2/Wed Early Nurse
NU_13 2/Wed Early Caretaker
NU_14 2/Wed Early Caretaker
NU_15 2/Wed Late Caretaker
NU_16 2/Wed Night Nurse
CT_18 2/Wed Night Caretaker
CT_19 2/Wed Day Caretaker
CT_21 2/Wed Early Caretaker
CT_22 2/Wed Day Caretaker
CT_24 2/Wed Late Caretaker
CT_25 2/Wed Night Caretaker
CT_26 2/Wed Early Caretaker
CT_27 2/Wed Late Caretaker
TR_29 2/Wed Late Trainee
TR_32 2/Wed Late Trainee
TR_33 2/Wed Day Trainee
TR_34 2/Wed Night Trainee
HN_0 3/Thu Day HeadNurse
HN_3 3/Thu Late Nurse
NU_7 3/Thu Day Nurse
NU_8 3/Thu Early Nurse
NU_10 3/Thu Day Caretaker
NU_11 3/Thu Late Caretaker
NU_12 3/Thu Early Caretaker
NU_13 3/Thu Early Caretaker
