ASSIGNMENTS = 1912
HN_1 0/Mon Night HeadNurse
HN_3 0/Mon Day Nurse
HN_4 0/Mon Early Nurse
HN_5 0/Mon Day Nurse
HN_6 0/Mon Late Nurse
NU_7 0/Mon Late Nurse
NU_8 0/Mon Early Nurse
NU_15 0/Mon Day Caretaker
NU_16 0/Mon Night Nurse
NU_18 0/Mon Early Caretaker
NU_20 0/Mon Late Nurse
NU_21 0/Mon Late Caretaker
NU_25 0/Mon Night Nurse
NU_26 0/Mon Night Caretaker
NU_28 0/Mon Day Caretaker
CT_30 0/Mon Night Caretaker
CT_32 0/Mon Day Caretaker
CT_33 0/Mon Day Caretaker
CT_34 0/Mon Late Caretaker
CT_35 0/Mon Late Caretaker
CT_37 0/Mon Late Caretaker
CT_38 0/Mon Early Caretaker
CT_39 0/Mon Night Caretaker
CT_41 0/Mon Day Caretaker
CT_42 0/Mon Early Caretaker
CT_45 0/Mon Early Caretaker
CT_47 0/Mon Night Caretaker
TR_52 0/Mon Late Trainee
TR_54 0/Mon Day Trainee
TR_55 0/Mon Night Trainee
TR_56 0/Mon Late Trainee
TR_57 0/Mon Early Trainee
TR_58 0/Mon Day Trainee
TR_59 0/Mon Early Trainee
HN_1 1/Tue Night HeadNurse
HN_3 1/Tue Day HeadNurse
HN_4 1/Tue Early HeadNurse
HN_5 1/Tue Day Nurse
HN_6 1/Tue Late HeadNurse
NU_7 1/Tue Late Nurse
NU_8 1/Tue Early Nurse
NU_10 1/Tue Day Nurse
NU_13 1/Tue Night Nurse
NU_14 1/Tue Early Nurse
NU_15 1/Tue Day Nurse
NU_16 1/Tue Night Nurse
NU_17 1/Tue Night Nurse
NU_18 1/Tue Early Caretaker
NU_19 1/Tue Day Caretaker
NU_20 1/Tue Late Nurse
NU_21 1/Tue Late Nurse
NU_25 1/Tue Night Caretaker
NU_26 1/Tue Night Caretaker
NU_28 1/Tue Day Caretaker
CT_30 1/Tue Night Caretaker
CT_31 1/Tue Late Caretaker
CT_32 1/Tue Day Caretaker
CT_33 1/Tue Day Caretaker
CT_34 1/Tue Late Caretaker
CT_35 1/Tue Late Caretaker
CT_37 1/Tue Late Caretaker
CT_39 1/Tue Night Caretaker
CT_40 1/Tue Early Caretaker
CT_41 1/Tue Day Caretaker
CT_42 1/Tue Early Caretaker
CT_44 1/Tue Early Caretaker
CT_45 1/Tue Early Caretaker
CT_47 1/Tue Night Caretaker
CT_48 1/Tue Late Caretaker
CT_49 1/Tue Late Caretaker
TR_50 1/Tue Night Trainee
TR_54 1/Tue Day Trainee
TR_56 1/Tue Late Trainee
TR_57 1/Tue Night Trainee
TR_58 1/Tue Day Trainee
TR_59 1/Tue Early Trainee
HN_1 2/Wed Night Nurse
HN_3 2/Wed Late HeadNurse
HN_4 2/Wed Day HeadNurse
NU_8 2/Wed Early Nurse
NU_9 2/Wed Night Caretaker
NU_10 2/Wed Day Nurse
NU_13 2/Wed Night Caretaker
NU_14 2/Wed Early Nurse
NU_15 2/Wed Day Nurse
NU_17 2/Wed Night Caretaker
NU_18 2/Wed Early Nurse
NU_19 2/Wed Day Caretaker
NU_20 2/Wed Late Nurse
NU_21 2/Wed Late Nurse
NU_22 2/Wed Early Caretaker
NU_24 2/Wed Early Caretaker
NU_26 2/Wed Night Caretaker
NU_27 2/Wed Night Caretaker
NU_28 2/Wed Day Caretaker
CT_31 2/Wed Late Caretaker
CT_32 2/Wed Early Caretaker
CT_33 2/Wed Late Caretaker
CT_34 2/Wed Late Caretaker
CT_36 2/Wed Day Caretaker
CT_37 2/Wed Late Caretaker
CT_39 2/Wed Night Caretaker
CT_40 2/Wed Early Caretaker
CT_42 2/Wed Day Caretaker
CT_44 2/Wed Early Caretaker
CT_45 2/Wed Early Caretaker
CT_46 2/Wed Day Caretaker
CT_47 2/Wed Night Caretaker
CT_48 2/Wed Late Caretaker
CT_49 2/Wed Late Caretaker
TR_50 2/Wed Night Trainee
TR_53 2/Wed Day Trainee
TR_54 2/Wed Late Trainee
TR_56 2/Wed Late Trainee
TR_57 2/Wed Night Trainee
TR_58 2/Wed Early Trainee
TR_59 2/Wed Early Trainee
HN_0 3/Thu Early Nurse
HN_1 3/Thu Night Nurse
HN_2 3/Thu Late HeadNurse
HN_3 3/Thu Late Nurse
HN_4 3/Thu Day HeadNurse
NU_9 3/Thu Night Nurse
NU_10 3/Thu Day Nurse
NU_13 3/Thu Night Nurse
NU_14 3/Thu Early Nurse
NU_15 3/Thu Day Nurse
NU_17 3/Thu Night Caretaker
NU_18 3/Thu Day Nurse
NU_19 3/Thu Day Caretaker
NU_21 3/Thu Late Nurse
NU_22 3/Thu Early Caretaker
NU_23 3/Thu Late Caretaker
NU_24 3/Thu Early Caretaker
NU_26 3/Thu Night Caretaker
NU_27 3/Thu Night Caretaker
CT_31 3/Thu Late Caretaker
CT_32 3/Thu Early Caretaker
CT_33 3/Thu Late Caretaker
CT_34 3/Thu Late Caretaker
CT_36 3/Thu Day Caretaker
CT_37 3/Thu Late Caretaker
CT_38 3/Thu Day Caretaker
CT_39 3/Thu Night Caretaker
CT_40 3/Thu Early Caretaker
CT_42 3/Thu Day Caretaker
CT_44 3/Thu Early Caretaker
CT_46 3/Thu Day Caretaker
CT_48 3/Thu Late Caretaker
CT_49 3/Thu Late Caretaker
TR_50 3/Thu Night Trainee
TR_51 3/Thu Late Trainee
TR_53 3/Thu Day Trainee
TR_54 3/Thu Late Trainee
TR_55 3/Thu Day Trainee
TR_56 3/Thu Late Trainee
TR_57 3/Thu Night Trainee
TR_58 3/Thu Early Trainee
HN_0 4/Fri Early Nurse
HN_1 4/Fri Night HeadNurse
HN_2 4/Fri Late Nurse
HN_3 4/Fri Late Nurse
HN_4 4/Fri Day Nurse
HN_6 4/Fri Early Nurse
NU_7 4/Fri Early Nurse
NU_9 4/Fri Night Nurse
NU_11 4/Fri Day Nurse
NU_13 4/Fri Night Nurse
NU_15 4/Fri Day Caretaker
NU_17 4/Fri Night Caretaker
NU_18 4/Fri Day Caretaker
NU_21 4/Fri Late Caretaker
NU_22 4/Fri Early Caretaker
NU_23 4/Fri Late Caretaker
NU_24 4/Fri Early Caretaker
NU_25 4/Fri Early Caretaker
NU_27 4/Fri Night Caretaker
NU_29 4/Fri Late Caretaker
CT_32 4/Fri Early Caretaker
CT_33 4/Fri Late Caretaker
CT_34 4/Fri Late Caretaker
CT_35 4/Fri Night Caretaker
CT_36 4/Fri Day Caretaker
CT_37 4/Fri Late Caretaker
CT_38 4/Fri Day Caretaker
CT_39 4/Fri Night Caretaker
CT_42 4/Fri Day Caretaker
CT_46 4/Fri Early Caretaker
TR_51 4/Fri Late Trainee
TR_53 4/Fri Early Trainee
TR_55 4/Fri Day Trainee
TR_57 4/Fri Night Trainee
TR_58 4/Fri Early Trainee
HN_0 5/Sat Day HeadNurse
HN_2 5/Sat Late HeadNurse
HN_6 5/Sat Early HeadNurse
NU_7 5/Sat Early Nurse
NU_9 5/Sat Night Nurse
NU_11 5/Sat Day Nurse
NU_12 5/Sat Night Nurse
NU_16 5/Sat Day Caretaker
NU_20 5/Sat Day Caretaker
NU_23 5/Sat Late Nurse
NU_25 5/Sat Early Nurse
NU_27 5/Sat Night Caretaker
NU_29 5/Sat Late Caretaker
CT_35 5/Sat Night Caretaker
CT_38 5/Sat Late Caretaker
CT_43 5/Sat Night Caretaker
CT_46 5/Sat Early Caretaker
CT_47 5/Sat Early Caretaker
TR_51 5/Sat Late Trainee
TR_52 5/Sat Night Trainee
TR_53 5/Sat Early Trainee
TR_55 5/Sat Day Trainee
TR_59 5/Sat Early Trainee
HN_0 6/Sun Day HeadNurse
HN_2 6/Sun Late HeadNurse
HN_6 6/Sun Night HeadNurse
NU_7 6/Sun Day Nurse
NU_9 6/Sun Night Nurse
