ASSIGNMENTS = 1097
HN_2 0/Mon Late Nurse
HN_3 0/Mon Night Nurse
HN_4 0/Mon Night Caretaker
HN_5 0/Mon Late Caretaker
NU_6 0/Mon Night Nurse
NU_7 0/Mon Late Caretaker
NU_9 0/Mon Day Nurse
NU_10 0/Mon Early Nurse
NU_12 0/Mon Day Caretaker
NU_15 0/Mon Late Caretaker
CT_17 0/Mon Early Caretaker
CT_18 0/Mon Day Caretaker
CT_24 0/Mon Night Caretaker
CT_27 0/Mon Early Caretaker
CT_28 0/Mon Day Caretaker
TR_29 0/Mon Night Trainee
TR_30 0/Mon Early Trainee
TR_31 0/Mon Late Trainee
TR_32 0/Mon Day Trainee
TR_33 0/Mon Day Trainee
TR_34 0/Mon Early Trainee
HN_1 1/Tue Early HeadNurse
HN_2 1/Tue Late HeadNurse
HN_4 1/Tue Night HeadNurse
HN_5 1/Tue Late Nurse
NU_6 1/Tue Night Nurse
NU_9 1/Tue Day Nurse
NU_10 1/Tue Early Nurse
NU_12 1/Tue Day Caretaker
NU_13 1/Tue Early Caretaker
NU_15 1/Tue Late Nurse
CT_17 1/Tue Late Caretaker
CT_18 1/Tue Day Caretaker
CT_19 1/Tue Late Caretaker
CT_20 1/Tue Night Caretaker
CT_21 1/Tue Early Caretaker
CT_22 1/Tue Night Caretaker
CT_23 1/Tue Early Caretaker
CT_24 1/Tue Night Caretaker
CT_25 1/Tue Day Caretaker
CT_27 1/Tue Early Caretaker
CT_28 1/Tue Day Caretaker
TR_29 1/Tue Night Trainee
TR_30 1/Tue Early Trainee
TR_31 1/Tue Late Trainee
TR_33 1/Tue Day Trainee
TR_34 1/Tue Night Trainee
HN_1 2/Wed Early Nurse
HN_4 2/Wed Night Caretaker
HN_5 2/Wed Late HeadNurse
NU_6 2/Wed Night Nurse
NU_8 2/Wed Day Nurse
NU_9 2/Wed Day Nurse
NU_10 2/Wed Early Caretaker
NU_11 2/Wed Early Caretaker
NU_13 2/Wed Early Caretaker
NU_14 2/Wed Day Caretaker
NU_16 2/Wed Late Nurse
CT_17 2/Wed Late Caretaker
CT_19 2/Wed Late Caretaker
CT_20 2/Wed Night Caretaker
CT_21 2/Wed Early Caretaker
CT_22 2/Wed Night Caretaker
CT_23 2/Wed Early Caretaker
CT_25 2/Wed Day Caretaker
CT_27 2/Wed Late Caretaker
CT_28 2/Wed Day Caretaker
TR_29 2/Wed Night Trainee
TR_30 2/Wed Late Trainee
TR_33 2/Wed Early Trainee
