ASSIGNMENTS = 1910
HN_0 0/Mon Late Nurse
HN_1 0/Mon Late Nurse
HN_2 0/Mon Day Nurse
HN_4 0/Mon Night Nurse
HN_6 0/Mon Early HeadNurse
NU_7 0/Mon Night Nurse
NU_8 0/Mon Night Nurse
NU_9 0/Mon Day Nurse
NU_15 0/Mon Early Nurse
NU_18 0/Mon Early Nurse
NU_19 0/Mon Late Nurse
NU_20 0/Mon Late Caretaker
NU_22 0/Mon Day Caretaker
NU_24 0/Mon Night Caretaker
NU_25 0/Mon Late Caretaker
NU_27 0/Mon Early Caretaker
NU_29 0/Mon Night Caretaker
CT_30 0/Mon Day Caretaker
CT_32 0/Mon Early Caretaker
CT_33 0/Mon Night Caretaker
CT_34 0/Mon Early Caretaker
CT_35 0/Mon Night Caretaker
CT_36 0/Mon Late Caretaker
CT_37 0/Mon Early Caretaker
CT_38 0/Mon Night Caretaker
CT_39 0/Mon Early Caretaker
CT_40 0/Mon Day Caretaker
CT_41 0/Mon Late Caretaker
CT_42 0/Mon Early Caretaker
CT_43 0/Mon Day Caretaker
CT_45 0/Mon Day Caretaker
CT_47 0/Mon Late Caretaker
CT_49 0/Mon Late Caretaker
TR_50 0/Mon Day Trainee
TR_51 0/Mon Night Trainee
TR_52 0/Mon Early Trainee
TR_56 0/Mon Day Trainee
TR_57 0/Mon Night Trainee
HN_0 1/Tue Late HeadNurse
HN_2 1/Tue Day HeadNurse
HN_4 1/Tue Night HeadNurse
HN_6 1/Tue Early Nurse
NU_9 1/Tue Day Nurse
NU_11 1/Tue Night Nurse
NU_12 1/Tue Night Nurse
NU_13 1/Tue Day Nurse
NU_14 1/Tue Night Nurse
NU_17 1/Tue Late Nurse
NU_18 1/Tue Early Nurse
NU_19 1/Tue Late Nurse
NU_20 1/Tue Late Caretaker
NU_22 1/Tue Day Nurse
NU_24 1/Tue Night Caretaker
NU_27 1/Tue Early Caretaker
NU_28 1/Tue Night Caretaker
NU_29 1/Tue Night Caretaker
CT_30 1/Tue Day Caretaker
CT_31 1/Tue Day Caretaker
CT_32 1/Tue Early Caretaker
CT_33 1/Tue Night Caretaker
CT_34 1/Tue Early Caretaker
CT_36 1/Tue Late Caretaker
CT_37 1/Tue Early Caretaker
CT_38 1/Tue Night Caretaker
CT_40 1/Tue Day Caretaker
CT_41 1/Tue Late Caretaker
CT_42 1/Tue Early Caretaker
CT_43 1/Tue Day Caretaker
CT_44 1/Tue Day Caretaker
CT_45 1/Tue Day Caretaker
CT_47 1/Tue Late Caretaker
CT_49 1/Tue Late Caretaker
TR_50 1/Tue Day Trainee
TR_51 1/Tue Night Trainee
TR_52 1/Tue Early Trainee
TR_56 1/Tue Day Trainee
TR_57 1/Tue Night Trainee
HN_3 2/Wed Early HeadNurse
HN_4 2/Wed Night HeadNurse
HN_6 2/Wed Early Nurse
NU_11 2/Wed Night Nurse
NU_12 2/Wed Night Nurse
NU_13 2/Wed Day Nurse
NU_14 2/Wed Night Nurse
NU_16 2/Wed Late Nurse
NU_17 2/Wed Late Nurse
NU_18 2/Wed Day Nurse
NU_21 2/Wed Early Nurse
NU_22 2/Wed Day Nurse
NU_23 2/Wed Early Caretaker
NU_24 2/Wed Night Caretaker
NU_26 2/Wed Late Caretaker
NU_27 2/Wed Early Caretaker
NU_28 2/Wed Night Caretaker
NU_29 2/Wed Night Caretaker
CT_30 2/Wed Day Caretaker
CT_31 2/Wed Day Caretaker
CT_32 2/Wed Early Caretaker
CT_33 2/Wed Night Caretaker
CT_34 2/Wed Early Caretaker
CT_36 2/Wed Late Caretaker
CT_37 2/Wed Day Caretaker
CT_40 2/Wed Day Caretaker
CT_41 2/Wed Late Caretaker
CT_42 2/Wed Early Caretaker
CT_44 2/Wed Day Caretaker
CT_45 2/Wed Day Caretaker
CT_46 2/Wed Early Caretaker
CT_49 2/Wed Late Caretaker
