SOLUTION
2 n035w4

ASSIGNMENTS = 135
HN_0 Tue Late Nurse
HN_0 Wed Late HeadNurse
HN_0 Thu Late Nurse
HN_0 Fri Late Nurse
HN_1 Mon Early Nurse
HN_1 Tue Early HeadNurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early Caretaker
HN_2 Thu Day Caretaker
HN_2 Fri Day Caretaker
HN_2 Sat Day Caretaker
HN_2 Sun Early HeadNurse
HN_3 Mon Day Nurse
HN_3 Fri Early Caretaker
HN_3 Sat Early Nurse
HN_3 Sun Early Caretaker
HN_4 Mon Day Caretaker
HN_4 Tue Day Caretaker
HN_4 Wed Day Caretaker
HN_5 Mon Late HeadNurse
HN_5 Tue Late Caretaker
HN_5 Wed Late Nurse
NU_6 Mon Night Nurse
NU_6 Tue Night Nurse
NU_6 Wed Night Nurse
NU_6 Thu Night Nurse
NU_6 Fri Night Nurse
NU_7 Mon Late Nurse
NU_7 Fri Night Nurse
NU_7 Sat Night Nurse
NU_7 Sun Night Nurse
NU_8 Mon Day Caretaker
NU_8 Thu Day Nurse
NU_8 Fri Day Nurse
NU_8 Sat Day Nurse
NU_8 Sun Early Nurse
NU_9 Mon Late Caretaker
NU_9 Tue Late Caretaker
NU_9 Fri Late Caretaker
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Early Caretaker
NU_10 Fri Night Caretaker
NU_10 Sat Night Nurse
NU_10 Sun Night Caretaker
NU_11 Tue Early Nurse
NU_11 Wed Early Nurse
NU_11 Thu Late Caretaker
NU_11 Fri Late Caretaker
NU_12 Tue Early Caretaker
NU_12 Wed Early Caretaker
NU_12 Thu Early Nurse
NU_12 Fri Early Nurse
NU_13 Wed Early Caretaker
NU_13 Thu Early Caretaker
NU_13 Fri Early Caretaker
NU_14 Mon Day Caretaker
NU_14 Tue Day Nurse
NU_14 Wed Day Nurse
NU_15 Mon Night Nurse
NU_15 Tue Night Caretaker
NU_15 Wed Night Caretaker
NU_15 Thu Night Caretaker
NU_15 Fri Night Caretaker
NU_16 Mon Night Caretaker
NU_16 Fri Day Nurse
NU_16 Sat Day Caretaker
NU_16 Sun Day Nurse
CT_17 Wed Day Caretaker
CT_17 Thu Day Caretaker
CT_17 Fri Day Caretaker
CT_18 Mon Night Caretaker
CT_18 Tue Night Caretaker
CT_18 Wed Night Caretaker
CT_18 Thu Night Caretaker
CT_18 Fri Night Caretaker
CT_19 Mon Day Caretaker
CT_19 Tue Day Caretaker
CT_19 Wed Day Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Mon Night Caretaker
CT_21 Fri Late Caretaker
CT_21 Sat Late Caretaker
CT_21 Sun Late Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Early Caretaker
CT_23 Mon Late Caretaker
CT_23 Tue Late Caretaker
CT_23 Wed Late Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Late Caretaker
CT_25 Wed Day Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Day Caretaker
CT_26 Mon Early Caretaker
CT_26 Tue Early Caretaker
CT_26 Wed Early Caretaker
CT_27 Mon Late Caretaker
CT_27 Tue Late Caretaker
CT_27 Wed Late Caretaker
CT_28 Wed Late Caretaker
CT_28 Thu Late Caretaker
CT_28 Fri Late Caretaker
TR_29 Tue Late Trainee
TR_29 Wed Late Trainee
TR_29 Thu Late Trainee
TR_30 Wed Early Trainee
TR_30 Thu Early Trainee
TR_30 Fri Early Trainee
TR_31 Mon Night Trainee
TR_31 Tue Night Trainee
TR_31 Fri Night Trainee
TR_31 Sat Night Trainee
TR_31 Sun Night Trainee
TR_32 Mon Early Trainee
TR_32 Thu Day Trainee
TR_32 Fri Day Trainee
TR_32 Sat Day Trainee
TR_32 Sun Late Trainee
TR_33 Mon Day Trainee
TR_33 Tue Day Trainee
TR_33 Wed Early Trainee
TR_33 Thu Early Trainee
TR_33 Sun Day Trainee
TR_34 Mon Early Trainee
TR_34 Tue Day Trainee
TR_34 Wed Day Trainee
TR_34 Sat Early Trainee
TR_34 Sun Early Trainee
