SOLUTION
4 n030w8

ASSIGNMENTS = 116
HN_0 Mon Early HeadNurse
HN_0 Tue Early Nurse
HN_0 Wed Early HeadNurse
HN_0 Sat Day Nurse
HN_0 Sun Day HeadNurse
HN_1 Mon Early Nurse
HN_1 Tue Early Caretaker
HN_1 Sat Day Caretaker
HN_1 Sun Day Nurse
HN_2 Mon Late Nurse
HN_2 Thu Day Nurse
HN_2 Fri Day Nurse
HN_3 Tue Night HeadNurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night Nurse
HN_3 Fri Night Nurse
NU_4 Wed Late Nurse
NU_4 Thu Late Nurse
NU_5 Mon Late Nurse
NU_5 Thu Day Nurse
NU_5 Fri Day Caretaker
NU_6 Wed Early Nurse
NU_6 Thu Early Nurse
NU_6 Fri Early Nurse
NU_7 Wed Early Caretaker
NU_7 Thu Early Nurse
NU_7 Fri Night Nurse
NU_7 Sat Night Nurse
NU_7 Sun Night Nurse
NU_8 Wed Day Nurse
NU_8 Thu Day Caretaker
NU_8 Fri Day Caretaker
NU_9 Mon Late Caretaker
NU_9 Tue Late Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Late Caretaker
NU_10 Thu Early Caretaker
NU_10 Fri Early Caretaker
NU_10 Sat Late Caretaker
NU_10 Sun Late Caretaker
NU_11 Mon Early Caretaker
NU_11 Tue Early Caretaker
NU_11 Wed Early Caretaker
NU_11 Thu Early Caretaker
NU_11 Fri Early Caretaker
NU_12 Mon Early Caretaker
NU_12 Thu Day Caretaker
NU_12 Fri Day Caretaker
NU_12 Sat Day Caretaker
NU_12 Sun Day Caretaker
NU_13 Mon Night Nurse
NU_13 Tue Night Nurse
NU_14 Mon Day Nurse
NU_14 Tue Day Nurse
NU_14 Wed Day Nurse
NU_14 Thu Late Caretaker
NU_14 Fri Late Nurse
NU_15 Mon Night Caretaker
NU_15 Tue Night Caretaker
NU_15 Wed Night Nurse
NU_15 Sat Early Nurse
NU_15 Sun Early Nurse
NU_16 Mon Day Caretaker
NU_16 Thu Day Caretaker
NU_16 Fri Day Caretaker
CT_17 Mon Day Caretaker
CT_17 Tue Day Caretaker
CT_17 Wed Day Caretaker
CT_17 Sat Early Caretaker
CT_17 Sun Early Caretaker
CT_18 Thu Late Caretaker
CT_18 Fri Late Caretaker
CT_19 Wed Early Caretaker
CT_19 Thu Early Caretaker
CT_19 Fri Early Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Mon Late Caretaker
CT_21 Tue Late Caretaker
CT_21 Wed Late Caretaker
CT_21 Thu Late Caretaker
CT_22 Mon Night Caretaker
CT_22 Tue Night Caretaker
CT_22 Wed Night Caretaker
CT_22 Thu Night Caretaker
CT_22 Fri Night Caretaker
CT_23 Mon Late Caretaker
CT_23 Tue Late Caretaker
CT_23 Wed Late Caretaker
CT_23 Sat Night Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Wed Day Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
TR_25 Wed Night Trainee
TR_25 Thu Night Trainee
TR_25 Fri Night Trainee
TR_26 Mon Night Trainee
TR_26 Tue Night Trainee
TR_26 Fri Early Trainee
TR_26 Sat Early Trainee
TR_26 Sun Day Trainee
TR_27 Wed Early Trainee
TR_27 Thu Early Trainee
TR_28 Mon Late Trainee
TR_28 Tue Late Trainee
TR_28 Fri Late Trainee
TR_28 Sat Late Trainee
TR_28 Sun Late Trainee
TR_29 Mon Day Trainee
TR_29 Tue Day Trainee
