ASSIGNMENTS = 2021
HN_0 0/Mon Day HeadNurse
HN_1 0/Mon Late HeadNurse
HN_2 0/Mon Night HeadNurse
NU_8 0/Mon Late Nurse
NU_9 0/Mon Late Nurse
NU_10 0/Mon Day Nurse
NU_12 0/Mon Day Nurse
NU_13 0/Mon Night Nurse
NU_14 0/Mon Day Nurse
NU_17 0/Mon Late Caretaker
NU_18 0/Mon Day Caretaker
NU_19 0/Mon Early Nurse
NU_20 0/Mon Late Caretaker
NU_25 0/Mon Early Nurse
NU_26 0/Mon Early Nurse
NU_27 0/Mon Night Nurse
NU_28 0/Mon Night Nurse
NU_32 0/Mon Late Caretaker
NU_33 0/Mon Night Caretaker
NU_34 0/Mon Day Caretaker
NU_36 0/Mon Late Caretaker
NU_37 0/Mon Early Caretaker
NU_38 0/Mon Late Caretaker
NU_39 0/Mon Night Caretaker
CT_40 0/Mon Night Caretaker
CT_43 0/Mon Day Caretaker
CT_44 0/Mon Early Caretaker
CT_45 0/Mon Night Caretaker
CT_48 0/Mon Night Caretaker
CT_49 0/Mon Early Caretaker
CT_52 0/Mon Night Caretaker
CT_53 0/Mon Day Caretaker
CT_54 0/Mon Early Caretaker
CT_55 0/Mon Early Caretaker
CT_56 0/Mon Day Caretaker
CT_57 0/Mon Early Caretaker
TR_60 0/Mon Early Trainee
TR_62 0/Mon Late Trainee
TR_64 0/Mon Night Trainee
TR_67 0/Mon Late Trainee
TR_69 0/Mon Day Trainee
HN_0 1/Tue Day Nurse
HN_1 1/Tue Late HeadNurse
HN_7 1/Tue Day Nurse
NU_8 1/Tue Late Nurse
NU_9 1/Tue Late Nurse
NU_10 1/Tue Day Caretaker
NU_12 1/Tue Day Caretaker
NU_13 1/Tue Night Nurse
NU_16 1/Tue Day Caretaker
NU_17 1/Tue Late Nurse
NU_18 1/Tue Day Caretaker
NU_19 1/Tue Early Nurse
NU_20 1/Tue Late Caretaker
NU_25 1/Tue Early Nurse
NU_27 1/Tue Night Nurse
NU_28 1/Tue Night Caretaker
NU_32 1/Tue Late Caretaker
NU_33 1/Tue Night Caretaker
NU_36 1/Tue Late Caretaker
NU_37 1/Tue Early Caretaker
NU_38 1/Tue Late Caretaker
CT_40 1/Tue Night Caretaker
CT_42 1/Tue Early Caretaker
CT_43 1/Tue Day Caretaker
CT_44 1/Tue Early Caretaker
CT_45 1/Tue Night Caretaker
CT_48 1/Tue Night Caretaker
CT_49 1/Tue Early Caretaker
CT_52 1/Tue Night Caretaker
CT_54 1/Tue Early Caretaker
CT_55 1/Tue Early Caretaker
CT_56 1/Tue Day Caretaker
CT_57 1/Tue Early Caretaker
CT_59 1/Tue Late Caretaker
TR_60 1/Tue Early Trainee
TR_61 1/Tue Night Trainee
TR_62 1/Tue Late Trainee
TR_64 1/Tue Night Trainee
TR_65 1/Tue Early Trainee
TR_69 1/Tue Day Trainee
HN_0 2/Wed Late HeadNurse
HN_3 2/Wed Early HeadNurse
HN_4 2/Wed Night HeadNurse
HN_6 2/Wed Early Nurse
HN_7 2/Wed Day HeadNurse
NU_8 2/Wed Late Nurse
NU_9 2/Wed Late Nurse
NU_10 2/Wed Day Nurse
NU_12 2/Wed Day Nurse
NU_13 2/Wed Night Nurse
NU_16 2/Wed Day Nurse
NU_17 2/Wed Late Nurse
NU_19 2/Wed Late Nurse
NU_21 2/Wed Day Caretaker
NU_23 2/Wed Day Caretaker
NU_25 2/Wed Early Nurse
NU_27 2/Wed Night Nurse
NU_28 2/Wed Night Nurse
NU_29 2/Wed Early Nurse
NU_32 2/Wed Late Caretaker
NU_33 2/Wed Night Caretaker
NU_35 2/Wed Day Caretaker
NU_37 2/Wed Late Caretaker
NU_38 2/Wed Late Caretaker
CT_40 2/Wed Night Caretaker
CT_41 2/Wed Early Caretaker
CT_42 2/Wed Early Caretaker
CT_43 2/Wed Late Caretaker
CT_44 2/Wed Day Caretaker
CT_45 2/Wed Night Caretaker
CT_46 2/Wed Night Caretaker
CT_48 2/Wed Night Caretaker
CT_52 2/Wed Night Caretaker
CT_54 2/Wed Day Caretaker
CT_55 2/Wed Early Caretaker
CT_56 2/Wed Early Caretaker
CT_57 2/Wed Early Caretaker
CT_59 2/Wed Late Caretaker
TR_60 2/Wed Early Trainee
TR_61 2/Wed Night Trainee
TR_62 2/Wed Late Trainee
TR_63 2/Wed Day Trainee
TR_64 2/Wed Night Trainee
TR_65 2/Wed Early Trainee
HN_0 3/Thu Late Nurse
HN_3 3/Thu Early Nurse
HN_4 3/Thu Night HeadNurse
HN_6 3/Thu Early Nurse
HN_7 3/Thu Day HeadNurse
NU_8 3/Thu Late Nurse
NU_11 3/Thu Night Nurse
NU_12 3/Thu Day Nurse
NU_13 3/Thu Night Nurse
NU_16 3/Thu Day Nurse
NU_19 3/Thu Late Caretaker
NU_21 3/Thu Day Nurse
NU_23 3/Thu Day Nurse
NU_24 3/Thu Night Nurse
NU_25 3/Thu Early Caretaker
NU_27 3/Thu Night Nurse
NU_28 3/Thu Night Caretaker
NU_29 3/Thu Early Caretaker
NU_30 3/Thu Day Caretaker
NU_35 3/Thu Day Caretaker
NU_37 3/Thu Late Caretaker
NU_39 3/Thu Day Caretaker
CT_40 3/Thu Night Caretaker
CT_41 3/Thu Early Caretaker
CT_42 3/Thu Day Caretaker
CT_43 3/Thu Late Caretaker
CT_44 3/Thu Day Caretaker
CT_45 3/Thu Night Caretaker
CT_46 3/Thu Night Caretaker
CT_48 3/Thu Night Caretaker
CT_52 3/Thu Night Caretaker
CT_54 3/Thu Day Caretaker
CT_56 3/Thu Early Caretaker
CT_58 3/Thu Early Caretaker
CT_59 3/Thu Late Caretaker
TR_60 3/Thu Day Trainee
TR_61 3/Thu Night Trainee
TR_62 3/Thu Late Trainee
TR_63 3/Thu Day Trainee
TR_64 3/Thu Night Trainee
TR_65 3/Thu Early Trainee
TR_66 3/Thu Early Trainee
HN_0 4/Fri Late Nurse
HN_1 4/Fri Late Nurse
HN_3 4/Fri Early HeadNurse
HN_4 4/Fri Night Nurse
HN_5 4/Fri Day HeadNurse
HN_6 4/Fri Early Nurse
NU_8 4/Fri Late Nurse
NU_11 4/Fri Night Nurse
NU_14 4/Fri Late Caretaker
NU_15 4/Fri Early Nurse
NU_18 4/Fri Day Nurse
NU_19 4/Fri Late Caretaker
NU_21 4/Fri Day Nurse
NU_22 4/Fri Early Caretaker
NU_23 4/Fri Late Caretaker
NU_24 4/Fri Night Nurse
NU_25 4/Fri Early Caretaker
NU_29 4/Fri Early Caretaker
NU_30 4/Fri Day Nurse
NU_35 4/Fri Day Caretaker
NU_37 4/Fri Late Caretaker
NU_39 4/Fri Day Caretaker
CT_40 4/Fri Night Caretaker
CT_41 4/Fri Early Caretaker
CT_42 4/Fri Day Caretaker
CT_43 4/Fri Late Caretaker
CT_44 4/Fri Day Caretaker
CT_46 4/Fri Night Caretaker
CT_47 4/Fri Day Caretaker
CT_50 4/Fri Early Caretaker
CT_53 4/Fri Night Caretaker
CT_54 4/Fri Day Caretaker
CT_56 4/Fri Early Caretaker
CT_58 4/Fri Early Caretaker
CT_59 4/Fri Late Caretaker
TR_60 4/Fri Day Trainee
TR_61 4/Fri Night Trainee
TR_62 4/Fri Late Trainee
TR_63 4/Fri Late Trainee
TR_64 4/Fri Night Trainee
TR_66 4/Fri Early Trainee
TR_69 4/Fri Early Trainee
HN_1 5/Sat Late HeadNurse
HN_4 5/Sat Night Nurse
HN_5 5/Sat Day HeadNurse
NU_11 5/Sat Night Caretaker
NU_14 5/Sat Late Nurse
NU_15 5/Sat Early Nurse
NU_18 5/Sat Day Nurse
NU_22 5/Sat Early Nurse
NU_23 5/Sat Late Caretaker
NU_24 5/Sat Night Caretaker
NU_30 5/Sat Day Nurse
NU_31 5/Sat Late Caretaker
NU_32 5/Sat Early Nurse
NU_34 5/Sat Day Caretaker
NU_39 5/Sat Day Caretaker
CT_46 5/Sat Night Caretaker
CT_47 5/Sat Day Caretaker
CT_50 5/Sat Early Caretaker
CT_51 5/Sat Night Caretaker
CT_53 5/Sat Night Caretaker
CT_58 5/Sat Early Caretaker
TR_63 5/Sat Late Trainee
TR_66 5/Sat Night Trainee
TR_68 5/Sat Day Trainee
TR_69 5/Sat Early Trainee
HN_1 6/Sun Late HeadNurse
HN_4 6/Sun Night HeadNurse
HN_5 6/Sun Day HeadNurse
NU_11 6/Sun Night Nurse
NU_14 6/Sun Late Nurse
NU_15 6/Sun Early Nurse
NU_18 6/Sun Day Nurse
NU_22 6/Sun Day Caretaker
NU_23 6/Sun Late Nurse
NU_24 6/Sun Night Caretaker
NU_30 6/Sun Early Nurse
NU_31 6/Sun Late Caretaker
