SOLUTION
2 n110w4

ASSIGNMENTS = 369
HN_0 Mon Late HeadNurse
HN_0 Tue Late HeadNurse
HN_0 Wed Late HeadNurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late HeadNurse
HN_2 Wed Early HeadNurse
HN_2 Thu Early HeadNurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Day HeadNurse
HN_3 Fri Day HeadNurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night HeadNurse
HN_5 Fri Day HeadNurse
HN_5 Sat Day Nurse
HN_5 Sun Day HeadNurse
HN_6 Mon Day HeadNurse
HN_6 Tue Day HeadNurse
HN_6 Wed Day HeadNurse
HN_6 Thu Day HeadNurse
HN_7 Tue Day HeadNurse
HN_7 Wed Day HeadNurse
HN_7 Thu Early Nurse
HN_7 Fri Early Nurse
HN_7 Sat Late HeadNurse
HN_7 Sun Late HeadNurse
HN_8 Tue Late Nurse
HN_8 Wed Late Nurse
HN_8 Thu Late Nurse
HN_8 Fri Late Nurse
HN_9 Fri Night HeadNurse
HN_9 Sat Night HeadNurse
HN_9 Sun Night HeadNurse
HN_10 Mon Night Nurse
HN_10 Tue Night Nurse
HN_10 Wed Night HeadNurse
HN_11 Thu Day Nurse
HN_11 Fri Day Nurse
HN_12 Mon Night Nurse
HN_12 Tue Night Nurse
HN_12 Wed Night Nurse
HN_12 Thu Night Nurse
HN_12 Fri Night HeadNurse
HN_13 Mon Night Nurse
HN_13 Tue Night Nurse
HN_13 Wed Night Nurse
HN_13 Thu Night Nurse
HN_14 Wed Early Nurse
HN_14 Thu Early Nurse
HN_14 Fri Early Nurse
HN_15 Mon Late HeadNurse
HN_15 Tue Late Nurse
HN_15 Wed Late Nurse
HN_16 Mon Early Nurse
HN_16 Tue Early HeadNurse
HN_16 Wed Early Nurse
HN_16 Sat Day Nurse
HN_16 Sun Day Nurse
HN_17 Mon Late Nurse
HN_18 Mon Late Nurse
HN_18 Tue Late Nurse
HN_18 Wed Late Nurse
HN_18 Sat Early HeadNurse
HN_18 Sun Early HeadNurse
HN_19 Wed Night Nurse
HN_19 Thu Night Nurse
HN_19 Fri Night Nurse
HN_19 Sat Night Nurse
HN_19 Sun Night Nurse
NU_20 Fri Day Nurse
NU_20 Sat Day Caretaker
NU_20 Sun Early Nurse
NU_21 Mon Early Nurse
NU_21 Tue Early Nurse
NU_21 Wed Early Nurse
NU_21 Sat Late Nurse
NU_21 Sun Late Nurse
NU_22 Mon Day Nurse
NU_22 Tue Day Nurse
NU_22 Wed Day Nurse
NU_22 Sat Early Nurse
NU_22 Sun Early Caretaker
NU_23 Mon Day Nurse
NU_23 Tue Day Nurse
NU_24 Mon Night Caretaker
NU_24 Tue Night Caretaker
NU_24 Wed Night Caretaker
NU_24 Thu Night Caretaker
NU_24 Fri Night Nurse
NU_25 Fri Night Caretaker
NU_25 Sat Night Caretaker
NU_25 Sun Night Caretaker
NU_26 Thu Day Nurse
NU_26 Fri Day Nurse
NU_27 Wed Early Caretaker
NU_27 Thu Early Nurse
NU_27 Fri Early Nurse
NU_28 Fri Early Caretaker
NU_28 Sat Early Caretaker
NU_28 Sun Early Caretaker
NU_29 Mon Night Caretaker
NU_29 Tue Night Caretaker
NU_29 Wed Night Caretaker
NU_29 Thu Night Caretaker
NU_30 Wed Late Nurse
NU_30 Thu Late Nurse
NU_30 Fri Late Nurse
NU_31 Mon Day Caretaker
NU_32 Mon Early Nurse
NU_32 Tue Early Nurse
NU_32 Wed Day Nurse
NU_32 Thu Day Nurse
NU_32 Fri Day Nurse
NU_33 Mon Early Nurse
NU_33 Tue Early Nurse
NU_33 Wed Day Nurse
NU_33 Thu Day Caretaker
NU_33 Fri Day Caretaker
NU_34 Mon Early Caretaker
NU_34 Tue Early Caretaker
NU_34 Sun Day Caretaker
NU_35 Mon Night Caretaker
NU_35 Sat Day Caretaker
NU_35 Sun Day Caretaker
NU_36 Mon Day Caretaker
NU_36 Tue Day Nurse
NU_36 Wed Day Caretaker
NU_37 Fri Day Caretaker
NU_37 Sat Day Caretaker
NU_37 Sun Day Caretaker
NU_38 Wed Late Caretaker
NU_38 Thu Late Nurse
NU_38 Fri Late Caretaker
NU_39 Tue Early Caretaker
NU_39 Wed Early Caretaker
NU_39 Thu Early Caretaker
NU_39 Fri Early Caretaker
CT_40 Thu Day Caretaker
CT_40 Fri Day Caretaker
CT_41 Wed Day Caretaker
CT_41 Thu Day Caretaker
CT_42 Mon Night Caretaker
CT_42 Tue Night Caretaker
CT_42 Wed Night Caretaker
CT_42 Thu Night Caretaker
CT_42 Fri Night Caretaker
CT_43 Thu Day Caretaker
CT_43 Fri Day Caretaker
CT_44 Mon Late Caretaker
CT_44 Tue Late Caretaker
CT_44 Wed Late Caretaker
CT_45 Mon Early Caretaker
CT_45 Tue Early Caretaker
CT_45 Wed Late Caretaker
CT_45 Thu Late Caretaker
CT_46 Mon Early Caretaker
CT_46 Tue Early Caretaker
CT_46 Wed Late Caretaker
CT_46 Thu Late Caretaker
CT_47 Wed Late Caretaker
CT_47 Thu Late Caretaker
CT_47 Fri Late Caretaker
CT_48 Mon Late Caretaker
CT_48 Tue Late Caretaker
CT_48 Wed Late Caretaker
CT_49 Mon Day Caretaker
CT_49 Tue Day Caretaker
CT_49 Wed Day Caretaker
CT_49 Sat Night Caretaker
CT_49 Sun Night Caretaker
CT_50 Wed Night Caretaker
CT_50 Thu Night Caretaker
CT_50 Fri Night Caretaker
CT_50 Sat Night Caretaker
CT_50 Sun Night Caretaker
CT_51 Mon Night Caretaker
CT_52 Fri Late Caretaker
CT_52 Sat Late Caretaker
CT_52 Sun Night Caretaker
CT_53 Mon Early Caretaker
CT_53 Tue Early Caretaker
CT_53 Wed Early Caretaker
CT_53 Thu Early Caretaker
CT_54 Wed Early Caretaker
CT_54 Thu Early Caretaker
CT_54 Fri Early Caretaker
CT_55 Thu Late Caretaker
CT_55 Fri Late Caretaker
CT_56 Mon Late Caretaker
CT_56 Tue Late Caretaker
CT_57 Mon Night Caretaker
CT_57 Tue Night Caretaker
CT_57 Wed Night Caretaker
CT_57 Thu Night Caretaker
CT_57 Fri Night Caretaker
CT_58 Mon Day Caretaker
CT_58 Tue Day Caretaker
CT_59 Mon Night Caretaker
CT_59 Tue Night Caretaker
CT_59 Wed Night Caretaker
CT_60 Wed Night Caretaker
CT_60 Thu Night Caretaker
CT_60 Fri Night Caretaker
CT_61 Fri Late Caretaker
