SOLUTION
5 n030w8

ASSIGNMENTS = 113
HN_0 Mon Day HeadNurse
HN_0 Tue Day Caretaker
HN_0 Wed Day HeadNurse
HN_0 Sat Day Caretaker
HN_0 Sun Day HeadNurse
HN_1 Thu Late Nurse
HN_1 Fri Late HeadNurse
HN_2 Thu Day Nurse
HN_2 Fri Day HeadNurse
HN_3 Tue Early Nurse
HN_3 Wed Early Nurse
HN_3 Thu Early Nurse
HN_3 Fri Early Nurse
NU_4 Mon Late Nurse
NU_4 Tue Late Nurse
NU_5 Mon Day Nurse
NU_5 Tue Day Nurse
NU_5 Sat Early Nurse
NU_5 Sun Early Nurse
NU_6 Mon Night Nurse
NU_6 Tue Night Nurse
NU_6 Wed Night Nurse
NU_6 Thu Night Nurse
NU_6 Fri Night Nurse
NU_7 Fri Late Nurse
NU_7 Sat Late Nurse
NU_7 Sun Late Nurse
NU_8 Mon Early Nurse
NU_8 Tue Early Caretaker
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Caretaker
NU_9 Thu Day Caretaker
NU_9 Fri Day Nurse
NU_10 Mon Day Nurse
NU_10 Sat Day Nurse
NU_10 Sun Day Nurse
NU_11 Mon Day Caretaker
NU_11 Tue Day Nurse
NU_11 Wed Day Nurse
NU_11 Sat Night Nurse
NU_11 Sun Night Nurse
NU_12 Wed Early Caretaker
NU_12 Thu Early Caretaker
NU_12 Fri Early Caretaker
NU_13 Tue Late Caretaker
NU_13 Wed Late Nurse
NU_14 Mon Day Caretaker
NU_14 Tue Day Caretaker
NU_14 Wed Day Caretaker
NU_14 Thu Day Caretaker
NU_14 Fri Day Caretaker
NU_15 Mon Early Caretaker
NU_15 Thu Early Caretaker
NU_15 Fri Early Caretaker
NU_15 Sat Early Caretaker
NU_15 Sun Late Caretaker
NU_16 Wed Late Nurse
NU_16 Thu Late Caretaker
NU_16 Fri Late Nurse
CT_17 Mon Late Caretaker
CT_17 Tue Late Caretaker
CT_17 Wed Late Caretaker
CT_17 Sat Early Caretaker
CT_17 Sun Early Caretaker
CT_18 Wed Early Caretaker
CT_18 Thu Early Caretaker
CT_19 Mon Night Caretaker
CT_19 Tue Night Caretaker
CT_19 Wed Night Caretaker
CT_19 Thu Night Caretaker
CT_19 Fri Night Caretaker
CT_20 Tue Late Caretaker
CT_20 Wed Late Caretaker
CT_20 Thu Late Caretaker
CT_20 Fri Late Caretaker
CT_21 Mon Early Caretaker
CT_21 Tue Early Caretaker
CT_21 Wed Early Caretaker
CT_21 Thu Early Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Day Caretaker
CT_22 Thu Day Caretaker
CT_22 Fri Day Caretaker
CT_23 Mon Night Caretaker
CT_23 Tue Night Caretaker
CT_23 Fri Late Caretaker
CT_23 Sat Late Caretaker
CT_23 Sun Late Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Fri Night Caretaker
CT_24 Sat Night Caretaker
CT_24 Sun Night Caretaker
TR_25 Fri Night Trainee
TR_25 Sat Night Trainee
TR_25 Sun Night Trainee
TR_26 Mon Early Trainee
TR_26 Thu Early Trainee
TR_26 Fri Early Trainee
TR_26 Sat Day Trainee
TR_26 Sun Day Trainee
TR_27 Mon Late Trainee
TR_27 Tue Late Trainee
TR_28 Mon Night Trainee
TR_28 Tue Night Trainee
TR_28 Wed Night Trainee
TR_28 Sat Late Trainee
TR_28 Sun Late Trainee
TR_29 Wed Late Trainee
TR_29 Thu Late Trainee
TR_29 Fri Late Trainee
