ASSIGNMENTS = 922
HN_0 0/Mon Early Caretaker
HN_1 0/Mon Late Caretaker
HN_2 0/Mon Late Nurse
NU_4 0/Mon Early Nurse
NU_6 0/Mon Night Nurse
NU_7 0/Mon Day Nurse
NU_8 0/Mon Late Caretaker
NU_9 0/Mon Late Caretaker
NU_12 0/Mon Early Caretaker
NU_14 0/Mon Night Caretaker
NU_15 0/Mon Day Caretaker
NU_16 0/Mon Early Caretaker
CT_19 0/Mon Late Caretaker
CT_21 0/Mon Day Caretaker
CT_22 0/Mon Day Caretaker
CT_23 0/Mon Night Caretaker
TR_26 0/Mon Night Trainee
TR_27 0/Mon Early Trainee
TR_28 0/Mon Late Trainee
HN_0 1/Tue Early Nurse
HN_1 1/Tue Late Nurse
HN_2 1/Tue Late HeadNurse
NU_4 1/Tue Early Nurse
NU_5 1/Tue Night Nurse
NU_7 1/Tue Day Nurse
NU_9 1/Tue Late Caretaker
NU_10 1/Tue Early Caretaker
NU_12 1/Tue Early Caretaker
NU_13 1/Tue Early Caretaker
NU_14 1/Tue Night Caretaker
NU_15 1/Tue Day Nurse
CT_18 1/Tue Day Caretaker
CT_19 1/Tue Late Caretaker
CT_20 1/Tue Early Caretaker
CT_21 1/Tue Day Caretaker
CT_22 1/Tue Day Caretaker
CT_23 1/Tue Night Caretaker
TR_27 1/Tue Early Trainee
HN_0 2/Wed Late Nurse
NU_5 2/Wed Night Nurse
NU_7 2/Wed Day Nurse
NU_9 2/Wed Late Caretaker
NU_10 2/Wed Early Nurse
NU_11 2/Wed Late Caretaker
NU_12 2/Wed Early Caretaker
NU_13 2/Wed Early Caretaker
NU_15 2/Wed Day Caretaker
CT_17 2/Wed Night Caretaker
CT_18 2/Wed Day Caretaker
CT_19 2/Wed Late Caretaker
CT_20 2/Wed Early Caretaker
CT_21 2/Wed Day Caretaker
CT_23 2/Wed Night Caretaker
CT_24 2/Wed Late Caretaker
TR_25 2/Wed Day Trainee
TR_27 2/Wed Early Trainee
TR_29 2/Wed Night Trainee
HN_0 3/Thu Late Nurse
NU_5 3/Thu Night Nurse
NU_6 3/Thu Early Nurse
NU_8 3/Thu Day Nurse
NU_10 3/Thu Early Nurse
NU_11 3/Thu Late Caretaker
NU_12 3/Thu Early Caretaker
NU_13 3/Thu Late Caretaker
NU_15 3/Thu Day Caretaker
NU_16 3/Thu Day Caretaker
CT_17 3/Thu Night Caretaker
CT_20 3/Thu Early Caretaker
CT_23 3/Thu Night Caretaker
CT_24 3/Thu Late Caretaker
TR_25 3/Thu Day Trainee
TR_27 3/Thu Early Trainee
TR_28 3/Thu Late Trainee
TR_29 3/Thu Night Trainee
HN_0 4/Fri Late Nurse
HN_3 4/Fri Early Nurse
NU_5 4/Fri Night Nurse
NU_6 4/Fri Early Caretaker
NU_8 4/Fri Day Nurse
NU_11 4/Fri Night Caretaker
NU_12 4/Fri Early Caretaker
NU_13 4/Fri Late Caretaker
NU_14 4/Fri Day Caretaker
NU_15 4/Fri Day Caretaker
NU_16 4/Fri Day Caretaker
CT_17 4/Fri Night Caretaker
CT_20 4/Fri Early Caretaker
CT_22 4/Fri Night Caretaker
CT_23 4/Fri Night Caretaker
CT_24 4/Fri Late Caretaker
TR_25 4/Fri Day Trainee
TR_28 4/Fri Late Trainee
HN_1 5/Sat Late HeadNurse
HN_3 5/Sat Early HeadNurse
NU_6 5/Sat Early Nurse
NU_8 5/Sat Late Nurse
NU_11 5/Sat Night Nurse
NU_14 5/Sat Day Nurse
CT_19 5/Sat Late Caretaker
CT_21 5/Sat Early Caretaker
CT_22 5/Sat Night Caretaker
TR_26 5/Sat Night Trainee
TR_28 5/Sat Late Trainee
HN_1 6/Sun Late Caretaker
HN_3 6/Sun Day Nurse
NU_6 6/Sun Early Nurse
NU_8 6/Sun Late Nurse
NU_11 6/Sun Night Nurse
NU_14 6/Sun Day Caretaker
CT_19 6/Sun Late Caretaker
CT_21 6/Sun Early Caretaker
CT_22 6/Sun Night Caretaker
TR_26 6/Sun Night Trainee
TR_28 6/Sun Late Trainee
HN_0 7/Mon Night Caretaker
HN_2 7/Mon Late Nurse
HN_3 7/Mon Day Nurse
NU_4 7/Mon Late Caretaker
NU_6 7/Mon Early Nurse
NU_7 7/Mon Night Nurse
NU_14 7/Mon Late Caretaker
NU_15 7/Mon Early Caretaker
CT_17 7/Mon Day Caretaker
CT_19 7/Mon Night Caretaker
CT_21 7/Mon Early Caretaker
CT_22 7/Mon Night Caretaker
CT_23 7/Mon Early Caretaker
CT_24 7/Mon Day Caretaker
TR_25 7/Mon Early Trainee
TR_26 7/Mon Night Trainee
TR_29 7/Mon Day Trainee
HN_0 8/Tue Night Caretaker
HN_2 8/Tue Late HeadNurse
HN_3 8/Tue Day Nurse
NU_4 8/Tue Late Nurse
NU_7 8/Tue Night Nurse
NU_9 8/Tue Night Nurse
NU_10 8/Tue Late Nurse
NU_13 8/Tue Late Caretaker
NU_14 8/Tue Late Caretaker
NU_15 8/Tue Early Nurse
CT_17 8/Tue Day Caretaker
CT_18 8/Tue Late Caretaker
CT_19 8/Tue Night Caretaker
CT_21 8/Tue Early Caretaker
CT_22 8/Tue Night Caretaker
CT_23 8/Tue Early Caretaker
CT_24 8/Tue Day Caretaker
TR_25 8/Tue Late Trainee
TR_29 8/Tue Day Trainee
HN_0 9/Wed Night Nurse
HN_1 9/Wed Early Nurse
NU_4 9/Wed Late Nurse
NU_5 9/Wed Day Nurse
NU_7 9/Wed Night Caretaker
NU_8 9/Wed Early Nurse
NU_9 9/Wed Night Caretaker
NU_10 9/Wed Late Nurse
NU_11 9/Wed Day Caretaker
NU_12 9/Wed Day Caretaker
NU_13 9/Wed Late Caretaker
NU_15 9/Wed Early Caretaker
NU_16 9/Wed Early Caretaker
CT_17 9/Wed Late Caretaker
CT_18 9/Wed Late Caretaker
CT_19 9/Wed Night Caretaker
CT_20 9/Wed Early Caretaker
CT_23 9/Wed Day Caretaker
CT_24 9/Wed Day Caretaker
TR_25 9/Wed Late Trainee
TR_27 9/Wed Early Trainee
TR_28 9/Wed Night Trainee
HN_0 10/Thu Night HeadNurse
HN_1 10/Thu Early HeadNurse
NU_5 10/Thu Day Nurse
NU_6 10/Thu Night Nurse
NU_7 10/Thu Night Caretaker
NU_8 10/Thu Early Nurse
NU_9 10/Thu Night Caretaker
NU_10 10/Thu Late Nurse
NU_11 10/Thu Day Caretaker
NU_12 10/Thu Day Caretaker
NU_15 10/Thu Late Nurse
NU_16 10/Thu Early Nurse
CT_17 10/Thu Late Caretaker
CT_20 10/Thu Early Caretaker
CT_23 10/Thu Day Caretaker
CT_24 10/Thu Late Caretaker
TR_25 10/Thu Late Trainee
TR_26 10/Thu Day Trainee
TR_27 10/Thu Early Trainee
TR_28 10/Thu Night Trainee
HN_0 11/Fri Night Caretaker
NU_6 11/Fri Night Nurse
NU_7 11/Fri Night Caretaker
NU_8 11/Fri Early Nurse
NU_11 11/Fri Day Nurse
NU_12 11/Fri Late Nurse
NU_14 11/Fri Early Caretaker
NU_15 11/Fri Late Nurse
CT_17 11/Fri Late Caretaker
CT_20 11/Fri Early Caretaker
CT_21 11/Fri Late Caretaker
CT_22 11/Fri Day Caretaker
CT_23 11/Fri Day Caretaker
CT_24 11/Fri Late Caretaker
TR_26 11/Fri Day Trainee
TR_28 11/Fri Night Trainee
HN_3 12/Sat Day HeadNurse
NU_4 12/Sat Day Nurse
NU_6 12/Sat Night Nurse
NU_8 12/Sat Early Nurse
NU_12 12/Sat Late Nurse
NU_14 12/Sat Early Caretaker
CT_19 12/Sat Night Caretaker
CT_21 12/Sat Late Caretaker
CT_22 12/Sat Day Caretaker
TR_26 12/Sat Late Trainee
TR_29 12/Sat Early Trainee
HN_3 13/Sun Day HeadNurse
NU_4 13/Sun Day Nurse
NU_6 13/Sun Night Nurse
NU_8 13/Sun Early Nurse
NU_12 13/Sun Late Nurse
NU_14 13/Sun Early Caretaker
CT_19 13/Sun Night Caretaker
CT_21 13/Sun Late Caretaker
CT_22 13/Sun Day Caretaker
TR_26 13/Sun Late Trainee
TR_27 13/Sun Night Trainee
TR_29 13/Sun Early Trainee
HN_0 14/Mon Night HeadNurse
HN_2 14/Mon Late Nurse
HN_3 14/Mon Day Nurse
NU_6 14/Mon Night Nurse
NU_7 14/Mon Late Caretaker
NU_9 14/Mon Night Caretaker
NU_10 14/Mon Late Caretaker
NU_11 14/Mon Early Nurse
NU_14 14/Mon Early Caretaker
NU_15 14/Mon Early Caretaker
CT_17 14/Mon Day Caretaker
CT_19 14/Mon Night Caretaker
CT_21 14/Mon Late Caretaker
CT_23 14/Mon Night Caretaker
CT_24 14/Mon Day Caretaker
TR_25 14/Mon Late Trainee
TR_27 14/Mon Night Trainee
TR_28 14/Mon Early Trainee
HN_0 15/Tue Night Caretaker
HN_1 15/Tue Day Nurse
HN_2 15/Tue Late Nurse
HN_3 15/Tue Day Nurse
NU_5 15/Tue Early Nurse
NU_7 15/Tue Late Caretaker
NU_9 15/Tue Night Nurse
NU_10 15/Tue Late Caretaker
NU_11 15/Tue Early Nurse
NU_13 15/Tue Day Caretaker
NU_14 15/Tue Early Caretaker
NU_15 15/Tue Early Caretaker
NU_16 15/Tue Early Caretaker
CT_17 15/Tue Day Caretaker
CT_18 15/Tue Early Caretaker
CT_19 15/Tue Night Caretaker
CT_20 15/Tue Day Caretaker
CT_23 15/Tue Night Caretaker
CT_24 15/Tue Day Caretaker
TR_25 15/Tue Late Trainee
TR_27 15/Tue Night Trainee
TR_28 15/Tue Early Trainee
HN_0 16/Wed Night HeadNurse
HN_1 16/Wed Day Nurse
HN_2 16/Wed Late HeadNurse
NU_5 16/Wed Early Nurse
NU_7 16/Wed Late Nurse
NU_8 16/Wed Early Caretaker
NU_9 16/Wed Night Nurse
NU_10 16/Wed Late Nurse
NU_11 16/Wed Late Caretaker
NU_13 16/Wed Day Caretaker
NU_15 16/Wed Early Caretaker
NU_16 16/Wed Early Caretaker
CT_17 16/Wed Late Caretaker
CT_18 16/Wed Early Caretaker
