ASSIGNMENTS = 506
HN_0 0/Mon Night HeadNurse
HN_2 0/Mon Early HeadNurse
HN_3 0/Mon Late Nurse
NU_5 0/Mon Late Caretaker
NU_7 0/Mon Late Caretaker
NU_8 0/Mon Night Nurse
NU_10 0/Mon Early Nurse
NU_11 0/Mon Late Caretaker
NU_12 0/Mon Day Nurse
NU_14 0/Mon Night Caretaker
NU_15 0/Mon Early Caretaker
NU_16 0/Mon Late Caretaker
CT_17 0/Mon Night Caretaker
CT_19 0/Mon Night Caretaker
CT_20 0/Mon Day Caretaker
CT_21 0/Mon Early Caretaker
CT_22 0/Mon Day Caretaker
CT_24 0/Mon Early Caretaker
TR_25 0/Mon Night Trainee
TR_26 0/Mon Late Trainee
TR_28 0/Mon Early Trainee
HN_1 1/Tue Early Nurse
HN_2 1/Tue Early HeadNurse
HN_3 1/Tue Late Nurse
NU_5 1/Tue Late Caretaker
NU_7 1/Tue Late Caretaker
NU_8 1/Tue Night Nurse
NU_10 1/Tue Early Caretaker
NU_12 1/Tue Day Nurse
NU_14 1/Tue Night Caretaker
NU_16 1/Tue Late Caretaker
CT_17 1/Tue Night Caretaker
CT_18 1/Tue Day Caretaker
CT_19 1/Tue Night Caretaker
CT_20 1/Tue Day Caretaker
CT_21 1/Tue Early Caretaker
CT_22 1/Tue Day Caretaker
CT_24 1/Tue Early Caretaker
TR_25 1/Tue Night Trainee
TR_26 1/Tue Late Trainee
TR_28 1/Tue Early Trainee
HN_1 2/Wed Early Nurse
HN_2 2/Wed Early HeadNurse
HN_3 2/Wed Late Nurse
NU_6 2/Wed Early Nurse
NU_8 2/Wed Night Nurse
NU_10 2/Wed Late Nurse
NU_12 2/Wed Day Nurse
NU_13 2/Wed Late Caretaker
NU_16 2/Wed Late Caretaker
CT_17 2/Wed Night Caretaker
CT_18 2/Wed Day Caretaker
CT_19 2/Wed Night Caretaker
CT_20 2/Wed Late Caretaker
CT_21 2/Wed Early Caretaker
CT_22 2/Wed Day Caretaker
CT_23 2/Wed Early Caretaker
CT_24 2/Wed Early Caretaker
TR_25 2/Wed Night Trainee
TR_26 2/Wed Late Trainee
TR_28 2/Wed Early Trainee
HN_0 3/Thu Late HeadNurse
HN_1 3/Thu Day Nurse
NU_6 3/Thu Early Nurse
NU_8 3/Thu Night Nurse
NU_9 3/Thu Late Nurse
NU_10 3/Thu Late Nurse
NU_11 3/Thu Early Nurse
NU_12 3/Thu Day Caretaker
NU_13 3/Thu Late Caretaker
NU_15 3/Thu Early Caretaker
CT_17 3/Thu Night Caretaker
CT_18 3/Thu Late Caretaker
CT_19 3/Thu Night Caretaker
CT_20 3/Thu Late Caretaker
CT_21 3/Thu Day Caretaker
CT_22 3/Thu Day Caretaker
CT_23 3/Thu Early Caretaker
CT_24 3/Thu Early Caretaker
TR_25 3/Thu Night Trainee
TR_28 3/Thu Day Trainee
TR_29 3/Thu Late Trainee
HN_0 4/Fri Late Caretaker
HN_1 4/Fri Day HeadNurse
NU_4 4/Fri Night Nurse
NU_6 4/Fri Early Nurse
NU_7 4/Fri Day Nurse
NU_8 4/Fri Night Caretaker
NU_9 4/Fri Late Nurse
NU_11 4/Fri Early Caretaker
NU_12 4/Fri Day Nurse
NU_14 4/Fri Day Caretaker
NU_15 4/Fri Early Caretaker
CT_17 4/Fri Night Caretaker
CT_18 4/Fri Late Caretaker
CT_19 4/Fri Night Caretaker
CT_20 4/Fri Late Caretaker
CT_21 4/Fri Day Caretaker
CT_22 4/Fri Day Caretaker
CT_23 4/Fri Night Caretaker
CT_24 4/Fri Early Caretaker
TR_28 4/Fri Day Trainee
TR_29 4/Fri Late Trainee
HN_0 5/Sat Late Nurse
NU_4 5/Sat Night Nurse
NU_5 5/Sat Late Caretaker
NU_6 5/Sat Early Nurse
NU_7 5/Sat Day Nurse
NU_11 5/Sat Day Caretaker
NU_14 5/Sat Day Caretaker
NU_15 5/Sat Late Caretaker
NU_16 5/Sat Early Nurse
CT_23 5/Sat Night Caretaker
TR_26 5/Sat Day Trainee
TR_27 5/Sat Early Trainee
TR_29 5/Sat Late Trainee
HN_0 6/Sun Late Nurse
NU_4 6/Sun Night Nurse
NU_5 6/Sun Late Caretaker
NU_6 6/Sun Early Nurse
NU_7 6/Sun Night Nurse
NU_11 6/Sun Day Nurse
NU_14 6/Sun Day Caretaker
NU_15 6/Sun Late Caretaker
NU_16 6/Sun Early Caretaker
CT_23 6/Sun Night Caretaker
TR_26 6/Sun Day Trainee
TR_27 6/Sun Early Trainee
HN_1 7/Mon Night Nurse
HN_3 7/Mon Day HeadNurse
NU_4 7/Mon Night Caretaker
NU_7 7/Mon Night Caretaker
NU_8 7/Mon Day Nurse
NU_10 7/Mon Early Nurse
NU_11 7/Mon Day Nurse
NU_14 7/Mon Day Caretaker
NU_15 7/Mon Late Nurse
CT_17 7/Mon Early Caretaker
CT_18 7/Mon Late Caretaker
CT_19 7/Mon Day Caretaker
CT_21 7/Mon Late Caretaker
