SOLUTION
1 n100w4

ASSIGNMENTS = 326
HN_1 Fri Early Nurse
HN_1 Sat Early HeadNurse
HN_1 Sun Early HeadNurse
HN_2 Mon Night HeadNurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day HeadNurse
HN_3 Fri Late HeadNurse
HN_3 Sat Late Nurse
HN_3 Sun Late HeadNurse
HN_4 Mon Night Nurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night HeadNurse
HN_5 Mon Early HeadNurse
HN_5 Tue Late HeadNurse
HN_5 Wed Late Nurse
HN_6 Wed Day HeadNurse
HN_6 Thu Day HeadNurse
HN_6 Fri Day Nurse
HN_6 Sat Day Nurse
HN_6 Sun Day Nurse
HN_7 Mon Night Nurse
HN_7 Tue Night Nurse
HN_7 Wed Night HeadNurse
HN_7 Thu Night Nurse
HN_8 Tue Early Nurse
HN_8 Wed Early HeadNurse
HN_8 Thu Late HeadNurse
HN_8 Fri Late Nurse
HN_9 Mon Day HeadNurse
HN_9 Tue Day Nurse
HN_9 Wed Day Nurse
HN_9 Thu Day HeadNurse
HN_9 Fri Day Nurse
HN_10 Wed Early HeadNurse
HN_10 Thu Early HeadNurse
HN_11 Mon Day Nurse
HN_11 Tue Day Nurse
HN_11 Wed Day Nurse
HN_12 Mon Late HeadNurse
HN_12 Tue Late HeadNurse
HN_14 Mon Late Nurse
HN_14 Tue Late Nurse
HN_14 Wed Late Nurse
HN_14 Thu Late Nurse
HN_14 Fri Late Nurse
HN_15 Mon Late Nurse
HN_15 Tue Late Nurse
HN_15 Fri Night HeadNurse
HN_15 Sat Night HeadNurse
HN_15 Sun Night Nurse
NU_16 Wed Early Nurse
NU_16 Thu Early Nurse
NU_16 Fri Night Nurse
NU_16 Sat Night Nurse
NU_16 Sun Night Nurse
NU_17 Tue Night Nurse
NU_17 Wed Night Nurse
NU_17 Thu Night Nurse
NU_17 Fri Night Nurse
NU_18 Mon Night Caretaker
NU_18 Tue Night Caretaker
NU_18 Wed Night Caretaker
NU_18 Thu Night Nurse
NU_18 Fri Night Nurse
NU_19 Wed Late Nurse
NU_19 Thu Late Caretaker
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Day Caretaker
NU_20 Thu Day Nurse
NU_20 Fri Day Nurse
NU_21 Mon Day Nurse
NU_21 Tue Day Caretaker
NU_21 Fri Day Caretaker
NU_21 Sat Day Nurse
NU_21 Sun Day Caretaker
NU_22 Mon Day Caretaker
NU_22 Tue Day Caretaker
NU_23 Mon Early Nurse
NU_23 Tue Early Nurse
NU_24 Wed Early Nurse
NU_24 Thu Early Nurse
NU_25 Mon Early Nurse
NU_25 Tue Early Nurse
NU_25 Wed Day Caretaker
NU_25 Thu Day Nurse
NU_26 Mon Day Caretaker
NU_26 Tue Day Caretaker
NU_26 Wed Day Caretaker
NU_26 Thu Day Nurse
NU_26 Fri Late Caretaker
NU_26 Sat Late Caretaker
NU_26 Sun Late Nurse
NU_28 Mon Late Caretaker
NU_28 Tue Late Nurse
NU_28 Wed Late Caretaker
NU_29 Wed Early Nurse
NU_29 Thu Early Nurse
NU_30 Wed Late Caretaker
NU_30 Thu Late Caretaker
NU_30 Fri Late Caretaker
NU_31 Wed Day Caretaker
NU_31 Thu Day Nurse
NU_31 Fri Day Caretaker
NU_32 Mon Late Caretaker
NU_32 Sat Day Caretaker
NU_32 Sun Day Caretaker
NU_33 Fri Early Nurse
NU_33 Sat Early Nurse
NU_33 Sun Early Nurse
NU_34 Fri Early Caretaker
NU_34 Sat Early Caretaker
NU_34 Sun Early Caretaker
CT_35 Mon Early Caretaker
CT_35 Tue Early Caretaker
CT_35 Wed Day Caretaker
CT_35 Thu Day Caretaker
CT_35 Fri Day Caretaker
CT_36 Thu Night Caretaker
CT_36 Fri Night Caretaker
CT_36 Sat Night Caretaker
CT_36 Sun Night Caretaker
CT_37 Mon Day Caretaker
CT_37 Thu Early Caretaker
CT_37 Fri Early Caretaker
CT_37 Sat Day Caretaker
CT_37 Sun Day Caretaker
CT_38 Mon Early Caretaker
CT_38 Thu Day Caretaker
CT_38 Fri Day Caretaker
CT_38 Sat Late Caretaker
CT_38 Sun Late Caretaker
CT_39 Tue Early Caretaker
CT_39 Wed Early Caretaker
CT_39 Thu Late Caretaker
CT_39 Fri Late Caretaker
CT_40 Mon Early Caretaker
CT_40 Thu Day Caretaker
CT_40 Fri Day Caretaker
CT_40 Sat Day Caretaker
CT_40 Sun Day Caretaker
CT_41 Tue Late Caretaker
CT_41 Wed Late Caretaker
CT_42 Mon Night Caretaker
CT_42 Thu Night Caretaker
CT_42 Fri Night Caretaker
CT_42 Sat Night Caretaker
CT_42 Sun Night Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Day Caretaker
CT_43 Thu Early Caretaker
CT_43 Fri Early Caretaker
CT_44 Mon Late Caretaker
CT_44 Tue Late Caretaker
CT_44 Wed Late Caretaker
CT_44 Thu Late Caretaker
CT_44 Fri Late Caretaker
CT_45 Wed Early Caretaker
CT_45 Thu Early Caretaker
CT_46 Mon Night Caretaker
CT_46 Tue Night Caretaker
CT_46 Wed Night Caretaker
CT_46 Thu Night Caretaker
CT_46 Fri Night Caretaker
CT_47 Sat Late Caretaker
CT_47 Sun Late Caretaker
CT_48 Mon Early Caretaker
CT_48 Sat Early Caretaker
CT_48 Sun Early Caretaker
CT_49 Thu Late Caretaker
CT_49 Fri Late Caretaker
CT_50 Mon Early Caretaker
CT_50 Tue Early Caretaker
CT_50 Wed Early Caretaker
CT_50 Thu Day Caretaker
CT_50 Fri Day Caretaker
CT_51 Mon Late Caretaker
CT_51 Sat Day Caretaker
CT_51 Sun Day Caretaker
CT_52 Mon Night Caretaker
CT_52 Tue Night Caretaker
CT_52 Wed Night Caretaker
CT_52 Thu Night Caretaker
CT_52 Fri Night Caretaker
CT_53 Mon Early Caretaker
CT_53 Tue Early Caretaker
CT_54 Mon Late Caretaker
CT_55 Thu Early Caretaker
CT_55 Fri Early Caretaker
CT_56 Mon Night Caretaker
CT_56 Tue Night Caretaker
CT_56 Wed Night Caretaker
CT_56 Thu Night Caretaker
CT_57 Tue Night Caretaker
CT_57 Wed Night Caretaker
CT_57 Thu Night Caretaker
CT_57 Fri Night Caretaker
CT_58 Tue Day Caretaker
CT_58 Wed Day Caretaker
CT_58 Thu Early Caretaker
CT_58 Fri Early Caretaker
CT_60 Mon Night Caretaker
CT_60 Tue Night Caretaker
CT_60 Wed Night Caretaker
CT_60 Thu Night Caretaker
CT_60 Fri Night Caretaker
CT_61 Mon Early Caretaker
CT_61 Tue Early Caretaker
CT_61 Wed Early Caretaker
CT_61 Thu Early Caretaker
CT_61 Fri Early Caretaker
CT_62 Mon Day Caretaker
CT_62 Thu Day Caretaker
CT_62 Fri Day Caretaker
CT_62 Sat Early Caretaker
CT_62 Sun Early Caretaker
CT_63 Sat Night Caretaker
CT_63 Sun Night Caretaker
CT_64 Mon Day Caretaker
CT_64 Tue Late Caretaker
CT_64 Wed Late Caretaker
CT_65 Sat Early Caretaker
CT_65 Sun Early Caretaker
CT_66 Mon Night Caretaker
CT_66 Tue Night Caretaker
CT_66 Wed Night Caretaker
CT_67 Mon Late Caretaker
CT_67 Tue Late Caretaker
CT_68 Tue Day Caretaker
CT_68 Wed Day Caretaker
CT_69 Tue Early Caretaker
