ASSIGNMENTS = 1105
HN_1 0/Mon Night HeadNurse
HN_2 0/Mon Late HeadNurse
HN_3 0/Mon Day Nurse
HN_6 0/Mon Late Nurse
HN_7 0/Mon Early HeadNurse
NU_8 0/Mon Night Nurse
NU_9 0/Mon Day Nurse
NU_11 0/Mon Early Nurse
NU_15 0/Mon Early Nurse
NU_16 0/Mon Day Nurse
NU_18 0/Mon Night Nurse
NU_19 0/Mon Late Nurse
NU_20 0/Mon Late Nurse
NU_21 0/Mon Night Nurse
NU_22 0/Mon Early Nurse
NU_24 0/Mon Late Caretaker
NU_25 0/Mon Day Caretaker
NU_26 0/Mon Early Nurse
NU_28 0/Mon Night Caretaker
NU_29 0/Mon Early Caretaker
NU_30 0/Mon Late Caretaker
NU_31 0/Mon Night Caretaker
NU_33 0/Mon Late Caretaker
NU_35 0/Mon Day Caretaker
CT_42 0/Mon Early Caretaker
CT_44 0/Mon Day Caretaker
CT_45 0/Mon Late Caretaker
CT_46 0/Mon Night Caretaker
CT_47 0/Mon Early Caretaker
CT_49 0/Mon Day Caretaker
CT_50 0/Mon Early Caretaker
CT_52 0/Mon Late Caretaker
CT_54 0/Mon Late Caretaker
CT_55 0/Mon Day Caretaker
CT_56 0/Mon Day Caretaker
CT_59 0/Mon Day Caretaker
TR_60 0/Mon Early Trainee
TR_62 0/Mon Late Trainee
TR_64 0/Mon Late Trainee
TR_65 0/Mon Early Trainee
TR_66 0/Mon Early Trainee
TR_68 0/Mon Day Trainee
TR_69 0/Mon Night Trainee
HN_1 1/Tue Night Nurse
HN_4 1/Tue Day HeadNurse
HN_6 1/Tue Late HeadNurse
NU_8 1/Tue Night Nurse
NU_9 1/Tue Day Nurse
NU_10 1/Tue Night Nurse
NU_11 1/Tue Early Nurse
NU_14 1/Tue Day Nurse
NU_15 1/Tue Early Nurse
NU_17 1/Tue Night Nurse
NU_18 1/Tue Night Caretaker
NU_19 1/Tue Late Nurse
NU_20 1/Tue Late Nurse
NU_21 1/Tue Night Caretaker
NU_22 1/Tue Early Nurse
NU_23 1/Tue Day Nurse
NU_24 1/Tue Late Nurse
NU_26 1/Tue Early Caretaker
NU_28 1/Tue Night Caretaker
NU_29 1/Tue Early Caretaker
NU_30 1/Tue Late Caretaker
NU_32 1/Tue Late Caretaker
NU_37 1/Tue Day Nurse
NU_39 1/Tue Day Nurse
CT_40 1/Tue Day Caretaker
CT_42 1/Tue Early Caretaker
CT_44 1/Tue Day Caretaker
CT_45 1/Tue Late Caretaker
CT_47 1/Tue Early Caretaker
CT_48 1/Tue Early Caretaker
CT_49 1/Tue Day Caretaker
CT_50 1/Tue Early Caretaker
CT_52 1/Tue Late Caretaker
CT_54 1/Tue Late Caretaker
CT_55 1/Tue Day Caretaker
CT_56 1/Tue Day Caretaker
CT_57 1/Tue Night Caretaker
CT_58 1/Tue Night Caretaker
CT_59 1/Tue Day Caretaker
TR_60 1/Tue Day Trainee
TR_61 1/Tue Late Trainee
TR_65 1/Tue Early Trainee
TR_66 1/Tue Early Trainee
TR_68 1/Tue Day Trainee
TR_69 1/Tue Night Trainee
HN_0 2/Wed Early HeadNurse
HN_1 2/Wed Night HeadNurse
HN_4 2/Wed Day Nurse
HN_6 2/Wed Late HeadNurse
NU_8 2/Wed Night Nurse
NU_9 2/Wed Early Nurse
NU_10 2/Wed Night Nurse
NU_12 2/Wed Late Nurse
NU_14 2/Wed Day Nurse
NU_15 2/Wed Early Nurse
NU_17 2/Wed Night Caretaker
NU_19 2/Wed Late Nurse
NU_20 2/Wed Late Nurse
NU_21 2/Wed Night Caretaker
NU_22 2/Wed Early Nurse
NU_23 2/Wed Day Nurse
NU_26 2/Wed Early Caretaker
NU_27 2/Wed Late Caretaker
NU_28 2/Wed Night Caretaker
NU_29 2/Wed Early Caretaker
NU_32 2/Wed Late Caretaker
NU_37 2/Wed Day Caretaker
NU_39 2/Wed Day Caretaker
CT_40 2/Wed Day Caretaker
CT_42 2/Wed Early Caretaker
CT_43 2/Wed Day Caretaker
CT_47 2/Wed Early Caretaker
CT_48 2/Wed Early Caretaker
CT_49 2/Wed Day Caretaker
CT_50 2/Wed Late Caretaker
CT_52 2/Wed Late Caretaker
CT_53 2/Wed Early Caretaker
CT_54 2/Wed Late Caretaker
CT_56 2/Wed Late Caretaker
CT_57 2/Wed Night Caretaker
CT_58 2/Wed Night Caretaker
TR_61 2/Wed Late Trainee
TR_65 2/Wed Day Trainee
TR_66 2/Wed Early Trainee
TR_68 2/Wed Late Trainee
TR_69 2/Wed Night Trainee
HN_0 3/Thu Early Nurse
HN_1 3/Thu Night Nurse
HN_4 3/Thu Early Nurse
HN_5 3/Thu Early Nurse
NU_8 3/Thu Night Nurse
NU_9 3/Thu Early Nurse
NU_10 3/Thu Night Nurse
NU_12 3/Thu Late Nurse
NU_14 3/Thu Late Nurse
NU_15 3/Thu Early Nurse
NU_17 3/Thu Night Nurse
NU_20 3/Thu Late Nurse
NU_21 3/Thu Night Caretaker
NU_22 3/Thu Early Caretaker
NU_23 3/Thu Day Nurse
NU_25 3/Thu Early Caretaker
NU_26 3/Thu Day Nurse
NU_27 3/Thu Late Caretaker
NU_28 3/Thu Night Caretaker
NU_29 3/Thu Early Caretaker
NU_31 3/Thu Late Caretaker
NU_32 3/Thu Late Caretaker
NU_33 3/Thu Day Caretaker
NU_36 3/Thu Day Caretaker
NU_37 3/Thu Day Caretaker
NU_39 3/Thu Early Caretaker
CT_40 3/Thu Day Caretaker
CT_42 3/Thu Day Caretaker
CT_43 3/Thu Day Caretaker
CT_46 3/Thu Late Caretaker
CT_48 3/Thu Early Caretaker
CT_49 3/Thu Early Caretaker
CT_50 3/Thu Late Caretaker
CT_53 3/Thu Early Caretaker
CT_54 3/Thu Late Caretaker
CT_56 3/Thu Late Caretaker
CT_57 3/Thu Night Caretaker
CT_58 3/Thu Night Caretaker
TR_61 3/Thu Late Trainee
TR_62 3/Thu Early Trainee
TR_63 3/Thu Day Trainee
TR_65 3/Thu Day Trainee
TR_68 3/Thu Late Trainee
TR_69 3/Thu Night Trainee
HN_0 4/Fri Night Nurse
HN_4 4/Fri Early HeadNurse
