SOLUTION
5 n120w8

ASSIGNMENTS = 478
HN_0 Mon Late HeadNurse
HN_0 Fri Late HeadNurse
HN_0 Sat Late HeadNurse
HN_0 Sun Late HeadNurse
HN_1 Sat Day HeadNurse
HN_1 Sun Day HeadNurse
HN_2 Mon Night HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_2 Sat Late Nurse
HN_2 Sun Late Nurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night HeadNurse
HN_3 Sat Night HeadNurse
HN_3 Sun Night HeadNurse
HN_4 Mon Night Nurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night HeadNurse
HN_5 Tue Late HeadNurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late HeadNurse
HN_5 Fri Late HeadNurse
HN_6 Mon Late HeadNurse
HN_6 Tue Late HeadNurse
HN_6 Wed Late HeadNurse
HN_6 Thu Late HeadNurse
HN_7 Mon Late Nurse
HN_7 Tue Late Nurse
HN_7 Wed Late Nurse
HN_7 Sat Day HeadNurse
HN_7 Sun Day Nurse
HN_8 Mon Early HeadNurse
HN_8 Tue Early HeadNurse
HN_8 Wed Day HeadNurse
HN_8 Thu Day HeadNurse
HN_9 Mon Early Nurse
HN_9 Tue Early Nurse
HN_9 Wed Early HeadNurse
HN_9 Thu Early Nurse
HN_9 Fri Early HeadNurse
HN_10 Mon Early Nurse
HN_10 Tue Early Nurse
HN_10 Wed Early Nurse
HN_10 Thu Day Nurse
HN_10 Fri Day Nurse
HN_11 Mon Day HeadNurse
HN_11 Tue Day HeadNurse
HN_11 Wed Late Nurse
HN_11 Thu Late Nurse
HN_11 Fri Late Nurse
HN_12 Tue Day HeadNurse
HN_12 Wed Day HeadNurse
HN_12 Thu Day Nurse
HN_12 Fri Day Nurse
HN_13 Mon Late Nurse
HN_14 Mon Night Nurse
HN_14 Tue Night HeadNurse
HN_14 Wed Night Nurse
HN_14 Thu Night Nurse
HN_14 Fri Night HeadNurse
HN_15 Mon Late Nurse
HN_15 Tue Late Nurse
HN_15 Fri Early HeadNurse
HN_15 Sat Early HeadNurse
HN_15 Sun Early HeadNurse
HN_16 Fri Early HeadNurse
HN_16 Sat Early Nurse
HN_16 Sun Early Nurse
HN_17 Mon Early Nurse
HN_17 Thu Early Nurse
HN_17 Fri Early Nurse
HN_17 Sat Late Nurse
HN_17 Sun Late Nurse
HN_18 Thu Day Nurse
HN_18 Fri Day Nurse
HN_18 Sat Early Nurse
HN_18 Sun Early Nurse
HN_19 Mon Night Nurse
HN_19 Tue Night Nurse
HN_19 Wed Night Nurse
HN_19 Thu Night Nurse
HN_19 Fri Night Nurse
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Day Nurse
NU_20 Sat Early Caretaker
NU_20 Sun Early Caretaker
NU_21 Tue Day Nurse
NU_21 Wed Day Nurse
NU_21 Thu Day Nurse
NU_22 Thu Late Nurse
NU_22 Fri Late Nurse
NU_22 Sat Night Nurse
NU_22 Sun Night Nurse
NU_23 Tue Night Nurse
NU_23 Wed Night Nurse
NU_23 Thu Night Nurse
NU_23 Fri Night Nurse
NU_24 Mon Early Nurse
NU_24 Tue Early Nurse
NU_24 Wed Early Nurse
NU_24 Thu Early Nurse
NU_24 Fri Early Nurse
NU_25 Mon Day Nurse
NU_25 Tue Day Nurse
NU_25 Wed Early Nurse
NU_25 Thu Early Nurse
NU_25 Fri Early Nurse
NU_26 Sat Early Caretaker
NU_26 Sun Early Caretaker
NU_27 Mon Late Nurse
NU_27 Tue Late Nurse
NU_27 Wed Late Nurse
NU_27 Thu Late Nurse
NU_27 Fri Late Nurse
NU_28 Mon Late Nurse
NU_28 Tue Late Nurse
NU_28 Wed Late Caretaker
NU_28 Sat Day Nurse
NU_28 Sun Day Nurse
NU_29 Mon Late Caretaker
NU_29 Thu Night Nurse
NU_29 Fri Night Nurse
NU_29 Sat Night Nurse
NU_29 Sun Night Nurse
NU_30 Mon Late Caretaker
NU_30 Tue Late Caretaker
NU_30 Fri Night Nurse
NU_30 Sat Night Caretaker
NU_30 Sun Night Nurse
NU_31 Mon Day Nurse
NU_31 Tue Day Nurse
NU_31 Wed Late Caretaker
NU_31 Thu Late Nurse
NU_31 Fri Late Nurse
NU_32 Mon Early Nurse
NU_32 Tue Early Nurse
NU_32 Wed Late Caretaker
NU_32 Thu Late Nurse
NU_32 Fri Late Caretaker
NU_33 Mon Day Nurse
NU_33 Tue Day Caretaker
NU_33 Wed Late Caretaker
NU_33 Thu Late Caretaker
NU_33 Fri Late Caretaker
NU_34 Tue Night Nurse
NU_34 Wed Night Nurse
NU_34 Thu Night Nurse
NU_34 Fri Night Nurse
NU_35 Tue Early Caretaker
NU_35 Wed Early Caretaker
NU_35 Thu Early Caretaker
NU_35 Fri Early Nurse
NU_36 Mon Early Caretaker
NU_36 Tue Early Caretaker
NU_36 Wed Early Caretaker
NU_36 Thu Day Caretaker
NU_36 Fri Day Nurse
NU_37 Thu Early Caretaker
NU_37 Fri Early Caretaker
NU_37 Sat Day Caretaker
NU_37 Sun Day Caretaker
NU_38 Wed Early Caretaker
NU_38 Thu Early Caretaker
NU_38 Fri Early Caretaker
NU_40 Mon Day Caretaker
NU_40 Tue Day Caretaker
NU_40 Wed Day Nurse
NU_40 Thu Late Caretaker
NU_40 Fri Late Caretaker
NU_41 Mon Late Caretaker
NU_41 Tue Late Caretaker
NU_41 Wed Late Caretaker
NU_41 Thu Late Caretaker
NU_42 Mon Late Caretaker
NU_42 Tue Late Caretaker
NU_42 Wed Late Caretaker
NU_42 Thu Late Caretaker
NU_42 Fri Late Caretaker
NU_44 Mon Night Nurse
NU_45 Mon Night Nurse
NU_45 Tue Night Nurse
NU_45 Wed Night Nurse
NU_45 Thu Night Caretaker
NU_45 Fri Night Nurse
NU_46 Wed Day Caretaker
NU_46 Thu Day Caretaker
NU_46 Fri Day Nurse
NU_47 Mon Early Caretaker
NU_47 Thu Day Caretaker
NU_47 Fri Day Caretaker
NU_47 Sat Early Caretaker
NU_47 Sun Early Caretaker
NU_48 Mon Late Caretaker
NU_48 Tue Late Caretaker
NU_48 Fri Late Caretaker
NU_48 Sat Late Caretaker
NU_48 Sun Late Caretaker
NU_49 Mon Night Caretaker
NU_49 Tue Night Nurse
NU_49 Fri Early Caretaker
NU_49 Sat Early Caretaker
NU_49 Sun Day Caretaker
CT_50 Mon Night Caretaker
CT_50 Tue Night Caretaker
CT_50 Wed Night Caretaker
CT_50 Thu Night Caretaker
CT_50 Fri Night Caretaker
CT_51 Mon Night Caretaker
CT_51 Tue Night Caretaker
CT_51 Wed Night Caretaker
CT_51 Thu Night Caretaker
CT_51 Fri Night Caretaker
CT_52 Mon Day Caretaker
CT_52 Tue Day Caretaker
CT_52 Wed Day Caretaker
CT_52 Sat Day Caretaker
CT_52 Sun Day Caretaker
CT_53 Mon Early Caretaker
CT_53 Tue Early Caretaker
CT_53 Wed Early Caretaker
CT_53 Thu Early Caretaker
CT_53 Fri Early Caretaker
CT_54 Sat Night Caretaker
CT_54 Sun Night Caretaker
CT_55 Mon Day Caretaker
CT_55 Tue Late Caretaker
CT_55 Wed Late Caretaker
CT_56 Tue Day Caretaker
CT_56 Wed Day Caretaker
CT_56 Thu Early Caretaker
CT_56 Fri Early Caretaker
CT_57 Mon Day Caretaker
CT_57 Tue Day Caretaker
CT_58 Fri Night Caretaker
CT_58 Sat Night Caretaker
CT_58 Sun Night Caretaker
